Player,Team,Total Games Played,Signature Agents Ranked by Usage,Rounds Played,Rating,Average Combat Score,Kills:Death,"Kill, Assist, Survive, Trade Percent",Average Damage per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot Percent,Clutch Success Percent%,Clutches (won/played),Maximum Kills in a single map,Kills,Deaths,Assists,First Kills,First Deaths
biank,Trace Esports,173,"['sova', 'fade', 'skye', 'cypher', 'omen']",585,0.95,193.2,1.02,71%,128.5,0.71,0.33,0.07,0.09,22%,16%,,,418,409,195,16,21
boaster,FNATIC,412,"['astra', 'omen', 'breach', 'brimstone', 'sova']",1280,0.97,171.5,0.93,76%,105.6,0.59,0.44,0.08,0.09,19%,33%,,,755,810,557,101,119
bonecold,Unknown,267,"['omen', 'sova', 'brimstone', 'viper', 'astra']",417,0.79,161.7,0.72,63%,104.9,0.55,0.33,0.08,0.12,29%,22%,,,228,318,138,35,50
boostio,100 Thieves,450,"['jett', 'killjoy', 'chamber', 'phoenix', 'astra']",1591,0.96,203.6,0.99,70%,136.5,0.71,0.22,0.11,0.12,23%,14%,,,1123,1139,345,182,183
boo,Team Heretics,392,"['omen', 'astra', 'viper', 'brimstone', 'sage']",389,0.91,173.2,0.81,68%,122.4,0.60,0.25,0.06,0.07,26%,7%,,,233,289,98,24,27
borkum,Unknown,338,"['omen', 'astra', 'viper', 'phoenix', 'breach']",779,1.01,181.6,0.94,75%,117.9,0.63,0.46,0.07,0.07,20%,19%,,,492,524,357,51,58
brave,BBL Esports,220,"['omen', 'raze', 'sage', 'viper', 'astra']",329,0.88,189.4,0.84,72%,123.9,0.64,0.35,0.11,0.09,32%,21%,,,212,253,115,35,28
bunt,All Gamers,164,"['omen', 'viper', 'brimstone', 'astra']",267,0.83,190.5,0.91,67%,110.3,0.66,0.53,0.04,0.09,25%,N/A,,,175,192,142,4,9
buzz,DRX,373,"['jett', 'raze', 'chamber', 'killjoy', 'omen']",1391,1.07,227.1,1.10,72%,145.8,0.78,0.22,0.16,0.15,22%,14%,,,1091,993,312,220,209
c0m,LEVIATÁN,397,"['sova', 'viper', 'cypher', 'killjoy', 'breach']",1591,1.02,185.5,1.01,73%,122.1,0.65,0.35,0.07,0.07,21%,20%,,,1035,1026,558,110,116
carpe,T1,100,"['skye', 'gekko', 'sova', 'fade', 'brimstone']",960,0.90,174.1,0.84,72%,110.8,0.60,0.43,0.05,0.08,24%,17%,,,580,689,415,52,72
cauanzin,LOUD,218,"['sova', 'skye', 'breach', 'kayo', 'fade']",1504,1.05,206.8,1.05,75%,131.0,0.73,0.39,0.10,0.08,23%,18%,,,1095,1044,589,152,122
cender,Team Vitality,404,"['breach', 'omen', 'cypher', 'viper', 'killjoy']",417,1.04,213.2,1.04,68%,143.6,0.74,0.20,0.08,0.08,28%,16%,,,308,297,84,34,33
cgrs,Made in Thailand,114,"['sova', 'cypher', 'gekko', 'killjoy', 'viper']",333,0.78,150.0,0.73,69%,97.2,0.52,0.32,0.05,0.08,20%,16%,,,173,237,105,15,28
chaos,Unknown,58,"['raze', 'jett', 'omen', 'brimstone']",217,1.08,214.2,0.97,72%,145.9,0.75,0.17,0.18,0.17,22%,25%,,,163,168,37,25,23
chichoo,EDward Gaming,371,"['killjoy', 'viper', 'cypher', 'omen', 'brimstone']",1002,1.07,202.9,1.12,74%,134.2,0.71,0.29,0.06,0.06,23%,20%,,,710,634,287,44,50
chronicle,FNATIC,382,"['sova', 'viper', 'breach', 'raze', 'brimstone']",1280,1.11,207.8,1.14,76%,133.6,0.72,0.44,0.08,0.07,24%,15%,,,925,810,567,101,90
cloud,GIANTX,268,"['sova', 'skye', 'raze', 'breach', 'sage']",756,1.07,216.0,1.06,74%,141.8,0.75,0.28,0.11,0.10,29%,19%,,,567,537,210,83,77
cned,FUT Esports,439,"['jett', 'raze', 'sage', 'chamber']",1003,1.06,228.5,1.10,71%,148.4,0.80,0.19,0.16,0.14,26%,11%,,,805,730,192,157,142
core,Xtreme Gaming,84,"['breach', 'kayo', 'omen', 'killjoy', 'brimstone']",328,1.20,190.1,1.09,88%,126.0,0.72,0.34,0.02,0.02,28%,N/A,,,237,217,112,1,1
crashies,Unknown,379,"['sova', 'skye', 'cypher', 'kayo']",1351,1.08,194.5,1.06,77%,128.0,0.69,0.40,0.06,0.07,27%,20%,,,934,877,539,77,88
crow,Unknown,232,"['sova', 'breach', 'skye', 'raze', 'kayo']",711,0.85,157.1,0.76,72%,105.0,0.53,0.42,0.05,0.06,25%,11%,,,376,492,301,37,44
crws,Talon Esports,300,"['breach', 'skye', 'sage', 'kayo', 'omen']",535,0.93,187.6,0.87,70%,124.3,0.63,0.39,0.08,0.09,23%,14%,,,336,385,206,43,46
cryocells,100 Thieves,424,"['sova', 'jett', 'chamber']",693,1.06,223.1,1.07,71%,142.7,0.78,0.24,0.18,0.17,21%,9%,,,543,507,168,125,115
cyah,Cats,112,"['jett', 'killjoy', 'viper', 'astra', 'neon']",217,1.01,170.0,0.82,74%,120.1,0.60,0.38,0.07,0.06,32%,25%,,,130,159,82,10,8
d4v41,Paper Rex,430,"['skye', 'jett', 'sage', 'chamber', 'viper']",1251,1.11,194.2,1.11,78%,128.7,0.69,0.41,0.06,0.05,27%,14%,,,869,784,519,73,57
daveeys,Unknown,203,"['raze', 'chamber', 'phoenix', 'jett', 'reyna']",810,1.04,187.7,1.03,72%,124.7,0.67,0.29,0.09,0.09,26%,18%,,,545,530,235,70,72
demon1,NRG Esports,244,"['chamber', 'jett', 'brimstone']",1434,1.15,226.6,1.25,71%,152.9,0.83,0.17,0.15,0.11,37%,15%,,,1196,958,241,210,151
dephh,Unknown,290,"['astra', 'cypher', 'killjoy', 'breach', 'kayo']",394,0.73,150.4,0.67,67%,100.8,0.51,0.36,0.05,0.08,22%,14%,,,201,299,141,19,32
dep,ZETA DIVISION,239,"['jett', 'raze', 'neon', 'sage']",711,0.99,221.5,1.02,68%,143.0,0.79,0.15,0.16,0.16,24%,12%,,,559,546,110,106,107
derke,FNATIC,407,"['jett', 'raze', 'chamber', 'yoru', 'sova']",1280,1.12,251.5,1.23,70%,163.8,0.87,0.18,0.24,0.19,24%,16%,,,1113,902,233,308,244
derrek,Evil Geniuses,383,"['sova', 'breach', 'fade', 'sage']",693,0.96,184.3,0.88,73%,128.0,0.62,0.35,0.07,0.07,29%,8%,,,430,488,242,46,46
destrian,Unknown,269,"['breach', 'sova', 'astra', 'omen', 'fade']",417,0.87,170.6,0.77,69%,113.1,0.58,0.42,0.06,0.09,24%,11%,,,240,310,177,26,38
dgzin,Hero Base,242,"['jett', 'raze', 'neon', 'chamber']",681,1.02,222.9,1.08,72%,138.0,0.79,0.14,0.22,0.17,27%,18%,,,538,500,97,153,113
dubstep,Unknown,291,"['jett', 'raze', 'omen', 'killjoy']",779,0.97,197.6,0.99,68%,133.6,0.70,0.15,0.13,0.15,27%,16%,,,548,554,115,103,113
ejay,SCARZ,179,"['jett', 'raze', 'chamber', 'kayo']",538,0.93,204.0,0.96,69%,134.9,0.72,0.17,0.14,0.18,20%,11%,,,388,406,94,78,95
eko,NOEZ FOXX,190,"['sova', 'omen', 'fade', 'breach', 'skye']",295,0.90,165.9,0.85,71%,109.3,0.59,0.37,0.06,0.07,23%,13%,,,174,204,110,18,22
ethan,NRG Esports,259,"['skye', 'kayo', 'sage', 'omen', 'breach']",1591,1.08,197.0,1.02,77%,124.7,0.67,0.55,0.07,0.06,20%,20%,,,1068,1046,873,113,101
f0rsaken,Paper Rex,390,"['jett', 'raze', 'kayo', 'yoru', 'breach']",1251,1.03,220.0,1.05,73%,144.3,0.76,0.29,0.15,0.12,26%,9%,,,950,905,365,187,148
fengf,Trace Esports,305,"['raze', 'killjoy', 'cypher', 'breach', 'sova']",332,1.43,236.5,1.28,82%,184.7,0.84,0.20,0.10,0.05,25%,40%,,,280,218,65,15,8
ffs,ZY Gaming,160,"['sova', 'skye', 'fade']",217,0.79,173.5,0.79,72%,106.5,0.58,0.41,0.09,0.12,20%,10%,,,125,158,88,12,16
finesse,NRG Esports,410,"['cypher', 'killjoy', 'viper', 'breach']",1351,0.85,171.6,0.80,70%,116.7,0.56,0.34,0.08,0.09,18%,13%,,,763,949,453,102,115
