Player,Team,Total Games Played,Signature Agents Ranked by Usage,Rounds Played,Rating,Average Combat Score,Kills:Death,"Kill, Assist, Survive, Trade Percent",Average Damage per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot Percent,Clutch Success Percent%,Clutches (won/played),Maximum Kills in a single map,Kills,Deaths,Assists,First Kills,First Deaths
rachell,Unknown,42,"['sova', 'cypher', 'skye', 'sage', 'kayo']",282,1.36,258.2,1.42,78%,164.2,0.90,0.59,0.08,0.07,17%,14%,,,255,180,165,22,19
raina,BLAZE,206,"['viper', 'astra', 'kayo', 'omen', 'breach']",869,0.89,180.4,0.82,72%,113.9,0.61,0.40,0.06,0.07,20%,17%,,,534,651,346,56,61
rainssa,BACKSTABBED,292,"['astra', 'omen', 'sage', 'viper']",1059,0.98,187.7,0.92,70%,127.1,0.66,0.36,0.08,0.08,26%,13%,,,701,760,376,85,89
rain,Unknown,280,"['omen', 'astra', 'brimstone', 'viper']",244,0.95,178.7,0.87,70%,118.0,0.61,0.41,0.04,0.07,26%,12%,,,150,172,100,10,16
raquinuki,FUSION X,100,"['cypher', 'killjoy', 'omen', 'deadlock', 'raze']",373,0.82,169.9,0.77,65%,111.9,0.59,0.31,0.06,0.11,27%,19%,,,221,287,115,21,42
rayka,Unknown,182,"['jett', 'raze', 'killjoy', 'skye', 'sova']",747,0.89,171.9,0.91,72%,116.6,0.61,0.21,0.07,0.07,25%,12%,,,455,502,157,50,51
rayse,Unknown,248,"['viper', 'omen', 'jett', 'raze', 'brimstone']",908,0.96,193.5,0.95,72%,122.4,0.67,0.39,0.11,0.10,24%,15%,,,608,642,355,101,91
rebecca,GOSU,53,"['breach', 'omen', 'brimstone', 'skye', 'killjoy']",231,0.88,175.4,0.80,72%,119.2,0.60,0.39,0.08,0.06,28%,19%,,,139,173,91,19,15
refinnej,Unknown,153,"['killjoy', 'chamber', 'sova', 'viper', 'breach']",493,1.00,191.7,1.00,72%,136.2,0.69,0.17,0.08,0.08,21%,17%,,,339,340,84,40,40
remas,Underground Starlets,26,"['astra', 'killjoy', 'chamber']",201,0.93,204.3,0.94,67%,141.1,0.75,0.17,0.08,0.09,38%,4%,,,151,160,34,16,19
reshi,FiRePOWER,132,"['omen', 'jett', 'brimstone', 'viper', 'raze']",348,1.14,208.4,1.16,76%,131.3,0.74,0.39,0.08,0.09,22%,20%,,,257,221,136,27,30
rezq,G2 Gozen,99,"['raze', 'jett', 'killjoy', 'yoru', 'sage']",961,1.01,204.9,1.03,70%,136.8,0.74,0.23,0.11,0.15,26%,28%,,,715,697,221,108,144
riri,NYAN ESPORTS,62,"['sova', 'breach', 'skye']",281,0.88,149.8,0.75,69%,108.1,0.52,0.37,0.05,0.07,30%,13%,,,147,197,104,14,19
rise,zZz,475,"['omen', 'viper', 'kayo', 'astra', 'skye']",772,1.02,182.3,0.97,77%,115.7,0.63,0.47,0.07,0.07,24%,13%,,,488,505,366,53,53
ritha,BACKSTABBED,209,"['sova', 'breach', 'raze', 'fade']",554,0.88,163.0,0.81,72%,108.2,0.56,0.35,0.07,0.07,24%,12%,,,313,385,195,38,36
ritsu,Ketçaplı Ruffles,81,"['killjoy', 'omen', 'chamber', 'cypher', 'viper']",314,0.98,189.9,1.00,72%,126.9,0.68,0.31,0.08,0.10,27%,4%,,,213,213,96,25,32
river,Unknown,197,"['raze', 'killjoy', 'chamber', 'neon', 'jett']",482,0.94,214.8,0.94,70%,146.9,0.75,0.23,0.19,0.19,22%,13%,,,362,384,109,90,91
rkny,Unknown,42,"['killjoy', 'viper', 'cypher', 'chamber']",484,1.12,226.9,1.11,72%,155.9,0.77,0.23,0.09,0.07,17%,15%,,,373,335,111,43,32
romia,FENNEL GC,91,"['killjoy', 'cypher', 'sova']",590,1.05,197.9,1.12,72%,132.6,0.70,0.22,0.08,0.09,25%,23%,,,414,371,128,48,55
romily,KRÜ BLAZE,177,"['jett', 'killjoy', 'viper', 'cypher', 'sage']",469,1.23,247.3,1.42,77%,158.5,0.88,0.21,0.12,0.07,28%,16%,,,415,292,98,57,33
rose,9to5 workers,86,"['breach', 'omen', 'viper', 'kayo', 'skye']",664,0.82,150.3,0.69,69%,98.3,0.51,0.45,0.04,0.04,21%,15%,,,340,491,300,29,27
roxi,Karmine Corp GC,287,"['killjoy', 'cypher', 'skye', 'viper', 'sage']",1775,0.94,191.7,0.99,70%,129.8,0.67,0.20,0.09,0.09,23%,18%,,,1195,1204,348,159,166
rryka,CTRL Elektra,52,"['skye', 'breach', 'sova', 'kayo', 'gekko']",481,0.77,143.3,0.65,68%,93.6,0.48,0.48,0.02,0.06,21%,15%,,,233,357,231,10,29
rudys,LILITH,146,"['omen', 'sage', 'killjoy', 'breach', 'astra']",273,0.83,150.3,0.73,74%,101.2,0.52,0.39,0.02,0.05,17%,12%,,,142,194,106,6,14
rue,The Ultimates Odyssey,88,"['sova', 'viper', 'omen', 'fade', 'sage']",203,1.09,193.0,1.21,79%,129.8,0.73,0.21,0.04,0.04,22%,18%,,,149,123,42,9,9
ruzica,Unknown,136,"['killjoy', 'omen', 'brimstone']",1110,0.95,181.7,1.01,70%,124.4,0.68,0.10,0.08,0.06,27%,14%,,,752,742,116,90,67
sabooboo,Unknown,104,"['omen', 'sova', 'skye', 'kayo', 'brimstone']",245,1.03,214.5,1.01,74%,137.1,0.76,0.40,0.11,0.09,17%,5%,,,185,184,99,28,21
safiaa,NASR Ignite,105,"['cypher', 'killjoy', 'omen', 'chamber', 'raze']",521,1.10,213.4,1.09,70%,149.7,0.76,0.18,0.12,0.10,30%,19%,,,397,363,94,64,52
sampphire,Cardboard Dinosaur,110,"['sova', 'breach', 'gekko', 'fade', 'killjoy']",761,0.98,174.6,0.89,75%,116.0,0.61,0.43,0.05,0.03,24%,14%,,,462,520,329,35,26
samsi,SK Nebula,243,"['sova', 'killjoy', 'chamber', 'raze', 'cypher']",727,0.99,204.3,0.99,69%,138.7,0.73,0.21,0.11,0.11,18%,7%,,,529,533,154,83,83
sandra,Team Falcons Vega,184,"['raze', 'jett', 'cypher', 'fade', 'omen']",1077,0.95,214.2,0.97,70%,141.2,0.73,0.19,0.18,0.17,22%,14%,,,789,813,210,197,181
sarahcat,Shopify Rebellion,360,"['sova', 'viper', 'kayo', 'breach']",986,1.15,226.1,1.24,80%,147.6,0.79,0.36,0.12,0.10,26%,21%,,,778,629,358,121,103
sarah,GIANTX GC,147,"['raze', 'breach', 'jett', 'kayo', 'reyna']",1249,0.90,199.7,0.95,68%,131.2,0.70,0.18,0.15,0.15,25%,20%,,,875,919,223,184,193
sawamura,sisu,154,"['jett', 'neon', 'raze', 'reyna', 'omen']",1087,0.99,195.3,1.03,70%,124.8,0.70,0.26,0.12,0.12,35%,23%,,,760,736,284,130,128
saya,Unknown,42,"['killjoy', 'omen', 'fade', 'breach']",296,0.91,184.9,0.90,66%,130.2,0.64,0.20,0.07,0.07,20%,17%,,,189,209,58,22,22
sayuri,MIBR GC,345,"['omen', 'sova', 'brimstone', 'breach', 'skye']",698,1.01,183.8,0.92,78%,116.9,0.63,0.57,0.05,0.06,19%,13%,,,438,476,399,37,43
scarlett,Gamax Lite,168,"['jett', 'raze', 'omen']",765,0.99,208.4,1.00,68%,137.3,0.73,0.17,0.18,0.15,19%,16%,,,560,560,128,141,117
schnell,Unknown,208,"['jett', 'raze', 'neon', 'chamber', 'cypher']",1518,1.00,226.1,1.05,70%,146.2,0.80,0.17,0.18,0.18,26%,23%,,,1209,1154,263,269,278
sephia,The Ultimates Odyssey,242,"['skye', 'sage', 'kayo', 'phoenix', 'fade']",806,0.89,193.4,0.89,71%,124.7,0.68,0.38,0.07,0.09,34%,19%,,,548,618,306,58,74
sereen,The Ultimates Odyssey,128,"['omen', 'raze', 'skye', 'jett', 'neon']",302,1.06,191.5,1.03,76%,119.6,0.68,0.40,0.09,0.08,21%,29%,,,204,199,120,28,24
serena,Unknown,104,"['sova', 'breach', 'sage', 'kayo', 'gekko']",1201,0.92,179.0,0.87,71%,119.5,0.63,0.32,0.07,0.07,33%,15%,,,753,869,389,88,87
shadsi,Risenge Vision,80,"['killjoy', 'viper', 'chamber', 'sova', 'cypher']",311,0.90,202.4,0.89,65%,135.2,0.68,0.21,0.10,0.11,30%,11%,,,210,235,65,30,35
shaz,Egresadas,58,"['omen', 'astra', 'harbor', 'viper']",314,0.98,182.3,0.94,69%,118.7,0.66,0.39,0.06,0.07,18%,22%,,,206,218,122,19,23
shina,4Fun,89,"['killjoy', 'chamber', 'cypher']",323,1.00,211.1,0.98,69%,140.0,0.71,0.19,0.10,0.08,26%,14%,,,229,234,62,33,27
shirazi,Xipto Esports,208,"['viper', 'brimstone', 'omen', 'chamber', 'astra']",1152,1.29,229.1,1.48,81%,147.6,0.83,0.38,0.12,0.05,23%,24%,,,951,641,434,136,60
shizue,DREAMMAX,217,"['astra', 'omen', 'viper', 'sage']",323,0.84,167.1,0.77,72%,109.7,0.56,0.40,0.05,0.08,25%,11%,,,182,237,130,17,27
shmeaty,Unknown,150,"['raze', 'jett', 'skye', 'fade', 'sova']",493,1.10,256.3,1.12,71%,164.7,0.89,0.22,0.24,0.18,22%,14%,,,439,391,108,116,90
showliana,Unknown,277,"['sova', 'fade', 'viper', 'breach']",490,0.93,182.2,0.87,70%,122.3,0.61,0.34,0.07,0.10,24%,7%,,,298,343,167,32,49
shuni,Unknown,52,"['breach', 'kayo', 'reyna', 'skye', 'sage']",446,0.84,163.0,0.75,74%,102.7,0.54,0.46,0.04,0.07,22%,6%,,,240,318,206,17,33
shura,The A Team,70,"['jett', 'raze', 'reyna']",404,0.83,203.1,0.87,64%,129.8,0.72,0.15,0.17,0.20,25%,8%,,,289,331,60,68,81
shuuren,Unknown,79,"['omen', 'killjoy', 'cypher', 'chamber', 'brimstone']",355,0.85,168.9,0.81,71%,109.3,0.60,0.37,0.08,0.05,20%,15%,,,214,263,132,28,19
shyz,TBS GC,302,"['raze', 'kayo', 'sova', 'killjoy', 'sage']",469,0.95,183.0,0.97,72%,120.9,0.63,0.38,0.07,0.07,20%,10%,,,297,305,178,33,35
sia,SK Nebula,217,"['astra', 'viper', 'sage', 'omen', 'sova']",688,0.80,156.6,0.76,66%,102.2,0.55,0.32,0.05,0.08,28%,10%,,,380,502,219,36,53
skairipa,Black Flag GC,80,"['jett', 'raze', 'neon', 'chamber']",303,0.83,197.6,0.82,66%,133.1,0.69,0.19,0.13,0.16,25%,N/A,,,210,256,59,38,49
skel,Team Serenity,130,"['killjoy', 'sova', 'breach', 'viper', 'raze']",200,0.67,155.5,0.60,63%,110.4,0.52,0.29,0.09,0.13,24%,8%,,,104,174,57,18,26
skyelyse,9to5 workers,105,"['killjoy', 'sage', 'kayo', 'jett']",960,1.05,217.3,1.08,73%,146.4,0.75,0.21,0.11,0.10,21%,11%,,,723,667,198,102,99
slandy,mesos millionaires,352,"['skye', 'breach', 'kayo', 'omen']",348,0.85,164.1,0.79,69%,108.4,0.58,0.34,0.06,0.10,23%,19%,,,202,255,119,22,36
sliicyy,charbon,245,"['breach', 'jett', 'skye', 'astra', 'kayo']",927,1.07,222.4,1.09,70%,137.6,0.80,0.26,0.14,0.16,27%,16%,,,738,679,242,129,144
smurfette,GIANTX GC,368,"['jett', 'raze', 'chamber', 'neon']",1279,1.10,255.1,1.15,71%,164.6,0.89,0.16,0.24,0.19,30%,20%,,,1139,990,199,307,249
snowwke,Gang Gang,138,"['jett', 'raze', 'reyna']",1065,0.97,216.4,0.99,72%,138.8,0.74,0.22,0.17,0.18,17%,16%,,,786,796,235,179,193
sofihera,Jokers Slay,93,"['omen', 'brimstone', 'astra', 'viper']",268,0.94,172.9,0.90,71%,112.1,0.63,0.34,0.04,0.07,26%,6%,,,169,187,91,10,20
sombd1,Unknown,12,"['killjoy', 'breach', 'sova', 'jett', 'brimstone']",259,1.03,188.9,1.05,71%,125.6,0.68,0.22,0.07,0.08,35%,5%,,,175,167,57,19,22
sonder,FlyQuest RED,481,"['raze', 'kayo', 'jett', 'reyna', 'skye']",962,1.06,245.4,1.08,72%,160.1,0.82,0.30,0.19,0.19,21%,9%,,,790,734,285,185,187
soto,Unknown,524,"['chamber', 'killjoy', 'reyna', 'cypher', 'skye']",459,1.13,234.0,1.24,72%,154.1,0.86,0.24,0.10,0.10,34%,17%,,,397,319,108,46,45
speedowka,Unknown,201,"['kayo', 'breach', 'jett', 'skye', 'sage']",1524,1.02,191.1,0.98,77%,122.4,0.67,0.48,0.06,0.07,30%,19%,,,1022,1048,729,85,114
spicymufn,SKULLIES,99,"['breach', 'sova', 'fade', 'skye', 'viper']",243,0.89,163.2,0.72,75%,107.9,0.53,0.51,0.05,0.07,21%,9%,,,130,180,123,12,18
srn,MIBR GC,124,"['raze', 'jett']",541,1.24,294.5,1.35,72%,185.5,1.03,0.18,0.29,0.23,26%,17%,,,557,412,95,155,126
stacey,Unknown,80,"['jett', 'raze']",759,0.94,201.7,0.99,67%,133.7,0.71,0.16,0.18,0.20,27%,11%,,,541,546,118,136,149
starbound,FlyQuest RED,293,"['killjoy', 'cypher', 'jett', 'chamber', 'viper']",804,1.21,236.7,1.29,74%,158.9,0.83,0.19,0.09,0.07,20%,13%,,,667,516,156,70,59
starlight,Chicken Alfredo,323,"['astra', 'sova', 'viper', 'omen', 'sage']",215,0.78,162.5,0.73,67%,106.7,0.57,0.24,0.08,0.12,28%,N/A,,,123,169,52,17,25
starriebun,Unknown,303,"['astra', 'omen', 'viper', 'killjoy', 'sova']",618,0.83,161.0,0.80,66%,110.9,0.55,0.24,0.05,0.08,22%,16%,,,340,426,146,31,51
stefanie,Unknown,225,"['raze', 'jett', 'killjoy']",373,0.89,184.4,0.89,72%,126.1,0.64,0.23,0.11,0.12,27%,20%,,,237,267,85,40,43
strahlen,QLASH Syrax,55,"['omen', 'brimstone', 'killjoy', 'chamber', 'astra']",253,0.99,181.3,0.92,76%,119.1,0.63,0.43,0.08,0.10,23%,22%,,,159,172,108,19,26
strwbrybagel,Unknown,75,"['killjoy', 'cypher', 'chamber', 'reyna']",731,1.02,201.8,1.06,70%,130.9,0.71,0.21,0.08,0.08,20%,18%,,,517,486,154,62,61
summ3r,Underground Starlets,21,"['raze', 'jett']",201,0.92,217.6,0.90,71%,142.2,0.74,0.19,0.16,0.17,23%,21%,,,148,164,39,33,35
summertime,Unknown,141,"['breach', 'sova', 'kayo', 'fade', 'skye']",423,0.83,168.1,0.76,70%,110.3,0.58,0.49,0.08,0.07,28%,10%,,,244,323,207,33,31
superkat,oomfies,200,"['raze', 'skye', 'sova', 'jett', 'chamber']",593,1.01,200.2,1.02,69%,132.3,0.70,0.22,0.07,0.09,28%,20%,,,417,410,133,44,54
superphrog,HEROIC Valkyries,151,"['jett', 'chamber', 'raze', 'cypher']",817,0.91,210.9,0.94,68%,136.6,0.75,0.15,0.18,0.19,30%,13%,,,612,651,120,150,153
suzu,ZETA DIVISION GC,113,"['jett', 'raze', 'sova', 'omen', 'sage']",590,1.38,306.6,1.55,76%,195.4,1.05,0.24,0.26,0.16,23%,34%,,,621,400,140,154,96
sweet,Underground Starlets,21,"['kayo', 'sova']",201,0.88,181.0,0.79,66%,126.9,0.62,0.32,0.08,0.11,30%,17%,,,125,158,65,17,23
sye,GnG Amazigh White,83,"['killjoy', 'fade', 'breach', 'kayo', 'viper']",523,0.75,161.0,0.72,66%,105.9,0.54,0.28,0.06,0.09,14%,12%,,,283,394,147,30,44
sylva,TOG Kitsune,183,"['kayo', 'sova', 'skye', 'gekko', 'breach']",627,0.85,184.1,0.80,69%,119.1,0.63,0.35,0.07,0.11,27%,15%,,,393,492,221,44,72
tajna,İstanbul Wildcats Female,100,"['sova', 'breach', 'sage', 'brimstone', 'kayo']",343,0.76,143.2,0.63,70%,92.7,0.46,0.40,0.02,0.03,31%,20%,,,159,254,136,7,12
tara,Xipto Esports,110,"['sage', 'omen', 'astra', 'cypher', 'brimstone']",382,0.95,165.0,1.01,77%,104.1,0.58,0.48,0.06,0.10,22%,19%,,,222,219,184,24,37
tastyy,FUSION X,125,"['skye', 'jett', 'kayo', 'raze', 'fade']",454,1.15,234.5,1.17,70%,150.3,0.84,0.32,0.11,0.15,29%,19%,,,382,326,144,52,70
tayhuhu,Unknown,356,"['sova', 'breach', 'fade', 'skye']",1114,0.95,165.9,0.87,75%,107.2,0.57,0.35,0.04,0.05,22%,9%,,,633,724,390,50,61
theia,FlyQuest RED,390,"['omen', 'cypher', 'killjoy', 'chamber', 'astra']",962,0.80,148.8,0.74,71%,94.7,0.50,0.40,0.07,0.10,23%,16%,,,480,648,381,64,92
thykuza,Unknown,121,"['jett', 'raze', 'skye', 'breach']",1257,1.01,230.7,1.02,69%,150.5,0.80,0.26,0.19,0.17,21%,13%,,,1002,982,322,233,218
toffywoffy,Watermelon,110,"['killjoy', 'sova', 'fade', 'breach', 'viper']",598,0.91,191.4,0.88,64%,132.8,0.66,0.22,0.10,0.13,20%,19%,,,392,448,129,60,76
tokameite,NASR Ignite,121,"['sova', 'skye', 'breach', 'fade', 'viper']",500,1.05,202.0,1.00,72%,134.1,0.71,0.35,0.07,0.07,28%,15%,,,356,356,177,36,33
toki,Team Falcons Vega,211,"['raze', 'jett', 'omen']",906,1.13,245.2,1.15,70%,160.7,0.85,0.18,0.18,0.17,27%,21%,,,766,668,167,166,156
tpq,Vengeance,65,"['breach', 'kayo', 'skye', 'cypher']",326,0.98,169.7,0.95,75%,111.5,0.60,0.45,0.06,0.07,29%,16%,,,196,207,146,18,23
tr1cks,Unknown,121,"['sova', 'raze', 'skye', 'killjoy', 'fade']",563,1.06,201.2,1.02,73%,133.0,0.70,0.39,0.06,0.09,25%,15%,,,393,386,222,33,51
tub,RIMA GC,106,"['jett', 'raze', 'gekko', 'sova', 'omen']",524,0.91,204.7,0.92,67%,140.0,0.71,0.19,0.15,0.18,26%,14%,,,372,404,101,79,93
tweeya,4Fun,89,"['omen', 'raze', 'viper', 'brimstone', 'reyna']",509,0.97,188.2,0.88,73%,123.1,0.62,0.50,0.06,0.06,19%,12%,,,315,360,254,29,28
twirly,Purr-fectionists,119,"['jett', 'raze', 'killjoy', 'reyna', 'neon']",1133,0.99,227.1,1.03,69%,150.2,0.80,0.19,0.17,0.17,25%,11%,,,903,875,212,189,187
uka,Unknown,36,"['sova', 'skye', 'fade', 'sage']",488,0.80,154.4,0.73,68%,101.8,0.51,0.39,0.04,0.10,12%,18%,,,249,341,192,20,47
unstable,Unknown,290,"['jett', 'skye', 'raze', 'yoru', 'reyna']",606,1.07,229.6,1.12,72%,147.8,0.82,0.21,0.20,0.16,28%,14%,,,495,442,129,119,97
valusia,Solidarity,75,"['fade', 'breach', 'skye', 'jett', 'raze']",231,1.03,205.6,0.97,75%,137.3,0.73,0.37,0.08,0.07,27%,3%,,,168,174,85,19,16
vania,G2 Gozen,208,"['omen', 'viper', 'brimstone', 'skye', 'astra']",1332,1.30,251.0,1.37,80%,156.2,0.89,0.46,0.11,0.07,31%,24%,,,1192,869,615,140,95
vernina,Unknown,361,"['killjoy', 'chamber', 'viper', 'cypher', 'omen']",487,0.90,186.6,0.92,62%,124.7,0.66,0.12,0.13,0.13,24%,17%,,,322,349,58,61,61
vii,TBS GC,156,"['jett', 'raze', 'omen', 'neon', 'kayo']",261,0.99,214.5,0.98,69%,146.4,0.75,0.16,0.23,0.14,26%,8%,,,195,198,42,60,37
vivii,Unknown,63,"['sova', 'breach', 'skye', 'viper', 'raze']",404,1.02,199.9,0.99,68%,136.7,0.72,0.26,0.12,0.12,27%,20%,,,291,294,106,49,48
viv,Unknown,70,"['astra', 'sova', 'viper', 'brimstone', 'fade']",280,0.68,144.9,0.60,65%,97.0,0.50,0.41,0.06,0.09,19%,3%,,,139,233,114,17,25
waved,LOUD GC,153,"['jett', 'raze', 'neon']",453,1.16,271.3,1.16,68%,181.9,0.94,0.16,0.23,0.17,28%,13%,,,427,367,74,102,79
wawalee,Chao Hui EDward Gaming,79,"['sova', 'raze', 'breach', 'chamber', 'reyna']",306,0.79,155.1,0.75,68%,102.1,0.53,0.28,0.06,0.07,19%,3%,,,162,216,86,17,20
wens,BBL Queens,81,"['killjoy', 'cypher', 'viper', 'sage', 'skye']",622,1.01,193.9,1.10,75%,133.7,0.71,0.17,0.09,0.10,33%,13%,,,443,403,107,56,61
winter,Solidarity,76,"['killjoy', 'cypher', 'jett', 'raze', 'yoru']",215,0.83,172.7,0.81,66%,118.6,0.63,0.14,0.10,0.06,20%,11%,,,135,167,31,21,13
xaline,charbon,217,"['killjoy', 'chamber', 'viper', 'cypher', 'deadlock']",927,0.97,200.3,0.98,68%,135.2,0.69,0.19,0.08,0.08,20%,8%,,,641,651,177,71,78
xann,KS Hunters,166,"['jett', 'raze', 'yoru']",378,1.12,239.8,1.14,67%,153.6,0.84,0.18,0.23,0.19,26%,14%,,,317,277,68,87,72
xenia,Ketçaplı Ruffles,128,"['sova', 'breach', 'skye', 'jett', 'kayo']",314,1.15,224.5,1.18,77%,144.8,0.82,0.33,0.09,0.06,37%,18%,,,259,220,105,27,20
ximilu,Chao Hui EDward Gaming,79,"['kayo', 'fade', 'jett', 'breach', 'skye']",306,0.99,186.7,0.93,74%,120.8,0.64,0.43,0.08,0.10,23%,18%,,,196,211,132,24,31
yaamorii,BIGG Siren,141,"['jett', 'raze', 'skye', 'killjoy']",1044,0.95,210.7,0.95,69%,137.6,0.74,0.19,0.18,0.15,22%,14%,,,774,811,197,187,159
yamzzi,FENNEL GC,96,"['killjoy', 'omen', 'chamber', 'skye', 'sova']",424,1.31,239.6,1.44,71%,159.4,0.90,0.14,0.09,0.08,31%,20%,,,381,264,58,37,32
yoky,Unknown,161,"['breach', 'sova', 'skye', 'kayo', 'sage']",677,0.97,180.8,0.91,75%,115.8,0.64,0.47,0.06,0.08,31%,13%,,,433,474,319,43,57
yuchan,Watermelon,56,"['raze', 'breach', 'jett', 'sova', 'omen']",375,1.18,235.8,1.16,74%,156.8,0.81,0.36,0.12,0.10,28%,14%,,,303,262,135,44,38
yuhi,Unknown,27,"['killjoy', 'viper', 'cypher']",238,0.78,159.4,0.76,60%,106.0,0.57,0.24,0.03,0.12,29%,10%,,,135,178,58,8,28
yukina,Unknown,76,"['killjoy', 'jett', 'raze', 'cypher', 'iso']",289,1.03,210.1,1.06,73%,145.5,0.74,0.21,0.10,0.08,25%,13%,,,213,201,61,30,23
yunaaa,Unknown,88,"['skye', 'astra', 'kayo', 'brimstone', 'breach']",562,1.01,192.0,0.97,72%,122.8,0.69,0.48,0.06,0.07,23%,13%,,,389,402,267,33,40
yuna,Unknown,72,"['fade', 'killjoy', 'gekko', 'sova', 'jett']",334,0.84,178.1,0.79,62%,120.8,0.62,0.25,0.12,0.15,21%,15%,,,208,263,83,39,45
yusin,Ambitious Legend Gaming GC,75,"['omen', 'viper', 'astra', 'brimstone', 'reyna']",306,1.27,216.9,1.28,77%,137.8,0.80,0.52,0.06,0.03,22%,24%,,,245,191,158,18,9
yyamroll,Unknown,92,"['jett', 'omen', 'raze', 'brimstone', 'astra']",922,0.99,212.5,0.97,73%,135.6,0.72,0.33,0.15,0.12,19%,11%,,,665,688,307,141,110
zini,Asmodeus Colosseum GC,152,"['sova', 'kayo', 'breach', 'sage', 'fade']",529,0.89,168.8,0.78,77%,106.3,0.54,0.54,0.06,0.10,15%,15%,,,286,369,287,33,53
zodiac,REIGNITE Lily,69,"['jett', 'raze', 'neon', 'chamber']",296,0.99,224.7,1.00,70%,151.6,0.77,0.20,0.18,0.20,23%,23%,,,228,229,58,53,58
