Player,Team,Total Games Played,Signature Agents Ranked by Usage,Rounds Played,Rating,Average Combat Score,Kills:Death,"Kill, Assist, Survive, Trade Percent",Average Damage per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot Percent,Clutch Success Percent%,Clutches (won/played),Maximum Kills in a single map,Kills,Deaths,Assists,First Kills,First Deaths
lazylion,Unknown,350,"['sova', 'killjoy', 'cypher', 'chamber', 'jett']",525,1.02,204.0,0.97,73%,130.8,0.68,0.47,0.07,0.08,26%,14%,,,359,372,249,37,44
leahpanda,Unknown,257,"['sova', 'breach', 'skye', 'cypher', 'kayo']",249,0.74,157.8,0.64,68%,102.1,0.52,0.43,0.04,0.08,15%,13%,,,130,204,108,10,19
leah,Unknown,185,"['breach', 'sova', 'fade', 'kayo', 'astra']",224,0.84,175.2,0.79,66%,114.9,0.61,0.27,0.07,0.08,28%,13%,,,136,172,61,15,18
leeni,FOKUS Sakura,96,"['raze', 'jett']",231,1.11,247.2,1.12,70%,168.3,0.87,0.17,0.16,0.16,19%,17%,,,202,181,39,37,37
len,Cyber Geek,77,"['viper', 'omen', 'astra', 'brimstone', 'skye']",424,0.98,189.0,0.94,71%,115.7,0.66,0.39,0.08,0.08,22%,19%,,,279,297,166,32,35
let,DREAMMAX,230,"['jett', 'raze', 'sage']",537,0.79,193.1,0.83,61%,127.5,0.66,0.14,0.17,0.24,25%,6%,,,354,427,74,92,127
lexa,Twisted Minds Orchid,158,"['cypher', 'killjoy', 'jett', 'omen', 'chamber']",1071,1.07,212.1,1.07,73%,141.6,0.74,0.27,0.10,0.09,26%,17%,,,795,742,284,108,93
lexa,Twisted Minds Orchid,132,"['jett', 'raze', 'sova', 'killjoy', 'chamber']",457,0.99,214.4,0.99,68%,142.1,0.73,0.24,0.18,0.19,26%,13%,,,333,336,109,80,85
leyre,The Ultimates Odyssey,106,"['omen', 'brimstone', 'astra', 'harbor', 'gekko']",213,1.06,208.8,1.00,73%,130.4,0.72,0.41,0.09,0.07,25%,4%,,,153,153,87,19,15
lied,FUSION X,124,"['raze', 'fade', 'sova', 'skye', 'iso']",351,1.17,212.4,1.16,76%,140.1,0.73,0.41,0.08,0.08,20%,19%,,,255,220,144,27,29
lil-bob,MAD Lions KOI,166,"['omen', 'viper', 'sova', 'astra', 'fade']",627,1.00,191.8,0.96,72%,125.8,0.69,0.31,0.07,0.08,27%,16%,,,430,446,193,42,52
linlin,Akave Esports GC,163,"['viper', 'omen', 'astra', 'skye', 'brimstone']",224,0.97,185.2,0.90,68%,124.0,0.66,0.31,0.06,0.06,32%,11%,,,148,165,70,14,14
lirilia,charbon,274,"['astra', 'omen', 'sova', 'sage', 'breach']",1190,0.87,169.3,0.79,72%,112.3,0.59,0.45,0.06,0.08,24%,14%,,,698,887,531,75,100
lissa,TBS GC,346,"['viper', 'killjoy', 'omen', 'chamber', 'cypher']",1114,0.99,190.5,0.95,71%,126.5,0.66,0.38,0.06,0.09,37%,14%,,,740,778,419,72,100
lissu,RIZON Sugar,78,"['sova', 'cypher', 'fade', 'killjoy', 'jett']",259,0.80,164.4,0.78,66%,109.1,0.60,0.23,0.07,0.12,19%,14%,,,156,201,59,18,32
liyan,Unknown,155,"['killjoy', 'viper', 'cypher', 'sova', 'astra']",529,0.98,181.1,1.00,72%,124.3,0.64,0.22,0.07,0.07,21%,24%,,,337,337,119,35,39
liza,VALIANT GC,176,"['killjoy', 'jett', 'cypher', 'chamber', 'neon']",829,1.10,215.5,1.14,69%,143.9,0.79,0.15,0.08,0.07,30%,15%,,,653,574,126,69,54
lizhi,Unknown,38,"['chamber', 'raze', 'jett']",231,1.32,282.1,1.48,76%,177.1,0.98,0.23,0.24,0.14,25%,8%,,,227,153,53,56,32
lokkara,NYAN ESPORTS,95,"['killjoy', 'cypher', 'sova', 'chamber', 'jett']",309,0.94,194.4,0.94,64%,130.8,0.71,0.13,0.10,0.08,19%,10%,,,219,232,40,30,24
looxie,NASR Ignite,163,"['killjoy', 'cypher', 'sova', 'deadlock', 'chamber']",773,0.99,194.2,1.00,71%,127.5,0.68,0.22,0.08,0.08,33%,23%,,,527,525,173,63,64
lorri,Unknown,351,"['jett', 'kayo', 'skye', 'raze', 'sova']",1182,0.95,190.7,0.95,73%,122.7,0.67,0.34,0.08,0.08,26%,9%,,,791,829,398,89,100
lucky,DetonatioN FocusMe GC,48,"['kayo', 'skye', 'viper', 'cypher', 'killjoy']",238,0.84,166.8,0.73,66%,112.0,0.58,0.50,0.05,0.08,22%,3%,,,138,188,118,12,18
luiza,Team Leveling,246,"['killjoy', 'cypher', 'viper', 'skye', 'kayo']",785,0.91,183.0,0.92,67%,128.8,0.64,0.16,0.07,0.09,25%,13%,,,500,545,123,58,72
luj,Team Falcons Vega,183,"['viper', 'omen', 'brimstone', 'cypher', 'astra']",1110,1.08,205.8,1.08,73%,135.9,0.74,0.36,0.09,0.06,37%,11%,,,822,758,403,99,70
lule,Meninas Super Furiosas,173,"['jett', 'raze', 'neon', 'chamber', 'viper']",493,1.00,232.8,0.99,71%,154.5,0.77,0.22,0.17,0.19,20%,16%,,,382,386,108,85,93
lunafox,KS Hunters,334,"['sova', 'skye', 'astra', 'breach', 'viper']",317,1.03,204.0,0.93,68%,143.7,0.68,0.36,0.09,0.09,23%,15%,,,216,232,114,28,28
lunah,Purr-fectionists,281,"['kayo', 'reyna', 'sova', 'fade', 'raze']",657,1.02,216.3,1.03,71%,145.0,0.77,0.26,0.08,0.10,32%,15%,,,507,493,170,54,67
luna,Unknown,30,"['jett', 'raze', 'neon', 'sage']",328,0.91,206.8,0.92,67%,135.7,0.72,0.16,0.15,0.18,25%,10%,,,237,257,54,47,54
luny,Unknown,62,"['omen', 'astra', 'brimstone', 'killjoy']",447,0.98,207.5,0.93,70%,137.4,0.73,0.30,0.09,0.09,26%,12%,,,325,351,135,38,40
lyda,HEROIC Valkyries,279,"['jett', 'skye', 'viper', 'fade', 'raze']",1069,1.13,208.7,1.14,75%,137.8,0.75,0.31,0.08,0.06,31%,18%,,,802,706,327,87,68
lynnie,BIGG Siren,26,"['killjoy', 'viper', 'cypher', 'sova']",225,1.12,214.7,1.20,72%,135.7,0.78,0.20,0.10,0.08,20%,15%,,,176,147,46,23,17
lynn,Deagle Ravagers,120,"['jett', 'raze', 'neon', 'sage']",348,1.16,251.9,1.17,72%,164.3,0.87,0.21,0.21,0.18,25%,6%,,,302,258,73,74,62
m1yu,Berzerkers Night,185,"['viper', 'killjoy', 'omen', 'fade', 'sova']",327,0.75,148.5,0.71,61%,106.0,0.53,0.20,0.05,0.10,27%,9%,,,174,246,64,15,32
m4ndzin,LOUD GC,235,"['omen', 'kayo', 'breach', 'sage', 'brimstone']",931,1.12,221.8,1.04,74%,144.5,0.75,0.49,0.07,0.09,23%,25%,,,700,672,460,65,84
maddie,Unknown,216,"['jett', 'raze', 'breach', 'kayo', 'fade']",493,0.80,158.9,0.75,73%,106.7,0.57,0.36,0.04,0.07,26%,8%,,,282,376,177,22,34
mads,Unknown,95,"['raze', 'skye', 'jett', 'sova']",523,1.20,239.6,1.16,76%,157.9,0.85,0.34,0.08,0.07,23%,15%,,,445,382,177,42,34
madv,Team Falcons Vega,206,"['breach', 'kayo', 'omen', 'harbor', 'gekko']",1110,1.21,233.2,1.22,76%,149.5,0.84,0.41,0.10,0.09,40%,20%,,,927,760,454,108,102
mae,FT Silvxs,82,"['omen', 'kayo', 'killjoy', 'jett', 'chamber']",294,0.88,165.8,0.78,69%,111.5,0.58,0.36,0.09,0.07,35%,13%,,,171,219,106,25,20
mai,Last9,69,"['skye', 'breach', 'sova', 'fade', 'kayo']",381,1.00,190.8,1.00,70%,124.8,0.67,0.36,0.08,0.06,23%,14%,,,256,257,139,31,22
majamia,Team Vovas,58,"['breach', 'omen', 'skye', 'kayo', 'jett']",385,0.85,185.9,0.77,69%,118.7,0.61,0.34,0.10,0.09,21%,4%,,,233,302,130,39,33
majusia,SK Nebula,128,"['jett', 'raze', 'yoru', 'chamber']",1213,1.02,233.7,1.05,69%,153.4,0.82,0.19,0.21,0.17,26%,13%,,,990,940,236,251,205
maple,The Boys,153,"['jett', 'raze', 'chamber', 'fade']",209,0.87,217.7,0.87,62%,145.2,0.76,0.17,0.24,0.26,19%,N/A,,,159,182,35,51,55
marceline,YFP X,310,"['raze', 'jett', 'reyna', 'yoru', 'neon']",327,1.00,230.1,0.96,65%,152.1,0.76,0.22,0.18,0.17,21%,18%,,,247,258,71,60,54
marche,Unknown,90,"['skye', 'chamber', 'omen', 'astra', 'sova']",803,0.82,155.0,0.74,71%,103.3,0.53,0.42,0.06,0.08,21%,17%,,,427,574,336,50,62
margeaux,Unknown,149,"['omen', 'brimstone', 'killjoy', 'fade', 'astra']",1049,1.01,193.3,0.98,74%,124.8,0.67,0.45,0.07,0.10,31%,21%,,,706,719,467,78,110
maripo,REIGNITE Lily,55,"['sova', 'fade', 'skye']",296,0.99,193.8,1.01,73%,124.2,0.72,0.29,0.07,0.08,22%,8%,,,212,209,85,22,23
martha,SKULLIES,71,"['raze', 'jett']",259,0.83,192.7,0.81,69%,130.7,0.67,0.20,0.16,0.19,22%,N/A,,,173,214,53,41,48
marti,NASR Ignite,149,"['jett', 'skye', 'phoenix', 'raze', 'neon']",891,1.04,216.3,1.03,71%,140.2,0.76,0.33,0.14,0.15,24%,12%,,,678,661,295,121,133
maryna,Refrag,381,"['omen', 'astra', 'viper', 'killjoy', 'brimstone']",237,0.80,152.6,0.70,65%,100.2,0.53,0.29,0.05,0.09,27%,14%,,,126,180,68,13,21
mary,Team Falcons Vega,139,"['raze', 'jett', 'sova', 'chamber', 'kayo']",526,1.26,285.0,1.37,74%,185.3,1.00,0.18,0.24,0.16,28%,24%,,,524,382,96,127,86
matrix,Karmine Corp GC,142,"['jett', 'raze', 'neon']",1190,0.95,219.0,0.96,67%,144.5,0.75,0.19,0.20,0.19,28%,16%,,,895,936,222,235,226
may,Egresadas,103,"['killjoy', 'chamber', 'skye', 'sova', 'viper']",314,0.75,151.8,0.67,64%,103.0,0.53,0.35,0.06,0.15,20%,22%,,,165,245,110,19,47
mcfly,Zen eSports GC,80,"['sova', 'fade', 'omen', 'killjoy', 'viper']",237,0.86,181.0,0.81,68%,121.9,0.61,0.26,0.06,0.12,24%,9%,,,145,178,61,14,28
medika,SK Nebula,221,"['breach', 'killjoy', 'viper', 'astra', 'omen']",797,0.87,180.3,0.80,69%,119.4,0.61,0.39,0.06,0.11,22%,15%,,,484,602,310,49,85
meimei,DetonatioN FocusMe GC,45,"['omen', 'sova', 'killjoy', 'viper', 'astra']",238,0.97,186.4,0.96,69%,121.3,0.66,0.22,0.07,0.08,21%,3%,,,157,163,52,17,20
melzz,Unknown,104,"['killjoy', 'breach', 'skye', 'omen', 'astra']",617,0.92,187.0,0.88,71%,118.7,0.64,0.37,0.09,0.11,18%,17%,,,393,445,230,58,65
mel,MIBR GC,281,"['sova', 'sage', 'fade', 'viper', 'skye']",698,1.07,185.7,1.08,73%,123.8,0.67,0.35,0.07,0.05,22%,19%,,,468,435,241,50,34
mel,VALIANT GC,164,"['omen', 'killjoy', 'viper', 'brimstone', 'cypher']",1190,0.90,175.3,0.88,71%,115.6,0.63,0.29,0.07,0.08,26%,9%,,,747,849,351,88,99
mel,Shopify Rebellion,565,"['omen', 'viper', 'chamber', 'killjoy', 'cypher']",986,1.14,193.4,1.18,81%,121.8,0.67,0.49,0.07,0.07,26%,22%,,,665,563,481,72,68
meow16k,9to5 workers,134,"['raze', 'astra', 'omen', 'jett', 'skye']",664,0.95,197.1,0.91,67%,130.7,0.69,0.30,0.12,0.17,21%,25%,,,461,506,196,78,111
meryl,Incognito GC,106,"['breach', 'skye', 'chamber']",1213,0.99,183.8,0.91,75%,119.1,0.64,0.48,0.07,0.07,22%,17%,,,776,857,580,83,88
metawin,BIGG Siren,95,"['gekko', 'skye', 'kayo', 'breach', 'killjoy']",621,0.93,181.5,0.85,70%,121.2,0.61,0.38,0.07,0.10,20%,27%,,,381,448,233,46,64
micaela,KRÜ BLAZE,133,"['raze', 'jett', 'chamber', 'fade', 'kayo']",469,1.07,218.0,1.19,71%,143.4,0.78,0.14,0.17,0.15,27%,14%,,,364,306,68,78,70
miggie,FT Silvxs,105,"['killjoy', 'sage', 'viper', 'sova', 'harbor']",226,1.20,250.3,1.24,65%,164.0,0.91,0.12,0.15,0.08,30%,15%,,,205,165,27,35,17
miiizzy,Formulation GC,131,"['breach', 'viper', 'chamber', 'jett', 'reyna']",483,0.96,200.0,0.89,70%,137.1,0.68,0.40,0.10,0.13,22%,10%,,,330,369,195,46,65
miku,New Combat Line GC,177,"['jett', 'raze', 'neon', 'kayo', 'yoru']",244,1.02,260.8,0.99,66%,170.6,0.85,0.25,0.22,0.19,17%,8%,,,207,210,60,54,47
mili,Refrag,278,"['raze', 'jett', 'astra', 'omen', 'neon']",345,0.90,161.1,0.80,66%,109.0,0.55,0.29,0.04,0.07,38%,13%,,,190,238,99,15,23
mimi,G2 Gozen,263,"['cypher', 'killjoy', 'breach', 'kayo', 'chamber']",1775,1.17,211.0,1.18,76%,138.9,0.75,0.42,0.08,0.07,26%,17%,,,1336,1130,742,137,120
mimi,SK Nebula,102,"['omen', 'brimstone', 'viper', 'astra', 'skye']",906,0.87,173.8,0.86,68%,113.2,0.62,0.33,0.06,0.10,38%,10%,,,565,655,302,53,88
mincho,Unknown,41,"['breach', 'kayo', 'sage']",296,0.95,188.5,0.84,76%,123.1,0.64,0.56,0.07,0.08,20%,11%,,,188,223,167,21,24
mindle,Team Leveling,301,"['raze', 'sova', 'skye', 'jett', 'kayo']",629,0.82,167.7,0.81,70%,111.0,0.59,0.32,0.08,0.09,27%,18%,,,369,458,203,53,55
mint,FENNEL GC,82,"['raze', 'jett', 'killjoy']",424,1.16,254.2,1.25,69%,158.7,0.92,0.12,0.21,0.16,35%,16%,,,388,311,52,90,69
misu,Unknown,177,"['sova', 'viper', 'omen', 'harbor', 'fade']",488,0.88,163.1,0.84,69%,107.9,0.56,0.41,0.05,0.07,24%,7%,,,273,324,201,22,34
miwa,Zen eSports GC,75,"['killjoy', 'kayo', 'breach', 'viper', 'gekko']",237,0.86,171.5,0.81,66%,118.4,0.59,0.28,0.07,0.11,24%,29%,,,141,175,67,16,27
miyara,SaD Frost,259,"['sova', 'skye', 'viper', 'sage', 'breach']",411,0.87,175.0,0.78,67%,119.2,0.58,0.34,0.06,0.07,21%,5%,,,237,305,138,24,29
miyori,GIANTX GC,197,"['jett', 'raze', 'killjoy', 'chamber', 'viper']",806,1.03,240.6,1.09,68%,152.9,0.83,0.17,0.20,0.19,23%,16%,,,670,616,134,157,151
mizi,isa e amigas,198,"['omen', 'viper', 'brimstone', 'astra', 'killjoy']",462,0.91,173.3,0.86,69%,113.7,0.61,0.35,0.06,0.06,21%,13%,,,283,330,160,27,29
mizzy,Deagle Ravagers,107,"['omen', 'viper', 'gekko', 'brimstone']",306,1.13,222.3,1.02,72%,146.1,0.75,0.43,0.08,0.08,28%,11%,,,230,225,131,24,26
mle,Unknown,308,"['astra', 'omen', 'viper', 'skye', 'jett']",535,0.98,202.7,0.98,70%,130.7,0.71,0.26,0.10,0.15,29%,14%,,,380,388,140,51,78
mmonch,Akave Esports GC,145,"['cypher', 'viper', 'sova', 'killjoy', 'chamber']",332,1.15,220.5,1.12,75%,142.1,0.77,0.38,0.10,0.08,26%,14%,,,255,227,125,33,26
mmoopingx,FULL SENSE Pink,81,"['killjoy', 'viper', 'sova', 'skye', 'raze']",341,1.00,200.7,0.91,69%,137.4,0.65,0.27,0.09,0.06,16%,12%,,,222,243,92,31,19
moco,ZETA DIVISION GC,75,"['omen', 'viper', 'astra', 'killjoy']",590,1.24,227.3,1.29,79%,142.3,0.80,0.52,0.08,0.05,27%,23%,,,472,367,309,48,29
moniovess,Unknown,59,"['skye', 'fade', 'kayo', 'sova', 'viper']",377,0.94,165.4,0.87,68%,109.3,0.60,0.38,0.09,0.07,30%,12%,,,227,260,142,34,28
moon,Unknown,121,"['raze', 'sova', 'jett', 'sage', 'chamber']",246,0.92,201.3,0.89,65%,130.4,0.70,0.18,0.20,0.13,27%,13%,,,171,192,44,48,33
moshieroo,Twisted Minds Orchid,136,"['breach', 'kayo', 'omen', 'sova', 'skye']",431,0.87,174.8,0.82,67%,114.7,0.61,0.35,0.08,0.12,26%,19%,,,264,321,152,36,51
muffinloop,9to5 workers,155,"['jett', 'kayo', 'skye', 'reyna', 'astra']",664,0.94,216.6,0.90,67%,142.9,0.74,0.30,0.15,0.17,24%,17%,,,490,542,196,100,110
muffyn,Ambitious Legend Gaming GC,245,"['jett', 'raze', 'neon', 'chamber']",1220,1.16,249.9,1.21,74%,159.0,0.85,0.19,0.22,0.16,20%,13%,,,1042,861,236,267,193
na-ko,Unknown,62,"['breach', 'sova', 'skye', 'killjoy']",241,0.73,153.8,0.66,67%,105.7,0.53,0.35,0.04,0.10,21%,15%,,,127,192,85,10,25
nabbsky,Unknown,173,"['killjoy', 'fade', 'chamber', 'cypher', 'viper']",1256,0.99,191.8,1.03,71%,128.5,0.69,0.25,0.07,0.08,20%,12%,,,862,834,319,88,100
nahashi,LUA Gaming,70,"['jett', 'raze', 'omen', 'neon', 'chamber']",319,1.01,222.7,1.01,69%,149.9,0.77,0.19,0.17,0.16,25%,25%,,,245,242,60,55,52
naksu,GnG Amazigh White,130,"['raze', 'jett', 'killjoy', 'chamber', 'neon']",314,1.05,254.9,1.13,68%,157.8,0.87,0.13,0.23,0.16,23%,20%,,,272,241,41,71,51
nami,NASR Ignite,152,"['omen', 'viper', 'astra', 'harbor']",891,1.05,209.8,1.05,75%,133.2,0.75,0.42,0.07,0.07,32%,13%,,,671,642,376,65,65
nanah,Unknown,104,"['killjoy', 'cypher', 'viper', 'sova', 'phoenix']",698,0.87,156.4,0.86,69%,105.9,0.56,0.18,0.05,0.06,23%,8%,,,389,451,127,35,44
nana,GnG Amazigh White,106,"['raze', 'jett', 'skye', 'sova', 'omen']",603,1.02,240.6,1.02,69%,159.4,0.81,0.21,0.15,0.12,27%,13%,,,489,479,125,93,69
nany,Unknown,160,"['sova', 'skye', 'fade', 'sage', 'breach']",246,0.77,164.2,0.68,68%,112.5,0.53,0.30,0.07,0.09,18%,11%,,,130,192,75,18,23
nat1,Unknown,305,"['chamber', 'skye', 'kayo', 'raze', 'killjoy']",570,0.79,166.4,0.74,66%,111.9,0.58,0.33,0.09,0.11,22%,11%,,,329,444,188,49,62
natakodo,Blue Orchid,89,"['yoru', 'chamber', 'kayo', 'raze', 'skye']",454,0.92,192.3,0.93,67%,127.5,0.69,0.25,0.12,0.14,25%,15%,,,312,337,113,55,64
natalcia,Last Second,106,"['killjoy', 'cypher', 'viper']",1213,1.12,234.4,1.14,71%,157.6,0.82,0.23,0.12,0.09,30%,11%,,,997,878,275,145,104
naturale,BIGG Siren,55,"['sova', 'jett', 'breach']",249,0.88,202.9,0.87,66%,131.5,0.69,0.20,0.13,0.15,23%,13%,,,173,200,51,32,38
natyzinha,eliminated,60,"['jett', 'sova', 'omen', 'skye', 'viper']",277,0.80,162.8,0.76,63%,111.2,0.57,0.27,0.05,0.12,37%,15%,,,159,210,76,13,33
neli,Unknown,139,"['sova', 'jett', 'raze', 'skye', 'fade']",405,1.02,188.4,0.99,70%,122.7,0.68,0.31,0.08,0.07,27%,15%,,,275,279,124,31,30
nelo,Karmine Corp GC,308,"['killjoy', 'cypher', 'viper', 'chamber', 'breach']",1190,1.13,220.8,1.11,73%,143.4,0.77,0.36,0.09,0.07,32%,19%,,,922,834,425,105,88
nenuay,FULL SENSE Pink,66,"['astra', 'omen', 'brimstone', 'clove']",305,1.01,200.9,0.99,69%,129.7,0.72,0.30,0.08,0.07,21%,17%,,,220,222,91,24,21
ness,GIANTX GC,263,"['jett', 'killjoy', 'sova', 'viper', 'cypher']",1279,1.08,207.8,1.10,75%,138.0,0.73,0.25,0.08,0.07,27%,20%,,,937,848,320,102,87
newky,LILAX,178,"['reyna', 'skye', 'kayo', 'breach', 'phoenix']",677,1.01,205.1,0.97,74%,135.0,0.75,0.42,0.09,0.07,28%,14%,,,506,522,287,58,47
nidxvilco,MAD Lions KOI,107,"['viper', 'brimstone', 'omen', 'astra', 'fade']",377,1.07,190.2,1.00,71%,125.9,0.67,0.34,0.06,0.06,21%,16%,,,253,252,127,24,24
ninou,VALIANT GC,300,"['sage', 'sova', 'breach', 'brimstone', 'killjoy']",1190,0.98,188.9,0.93,75%,124.3,0.65,0.38,0.06,0.08,24%,20%,,,776,835,455,75,100
nirvana,R8 Blue,120,"['neon', 'raze', 'jett']",302,1.01,239.8,1.06,70%,159.0,0.82,0.21,0.20,0.17,25%,19%,,,247,233,63,59,52
nlykie,Unknown,67,"['jett', 'raze', 'neon']",205,0.79,201.9,0.84,62%,134.3,0.71,0.13,0.21,0.23,23%,18%,,,145,172,26,43,48
noia,Shopify Rebellion,461,"['killjoy', 'cypher', 'chamber', 'skye', 'jett']",986,1.18,218.9,1.38,77%,146.8,0.80,0.21,0.10,0.06,29%,17%,,,791,572,204,94,64
noor,The Ultimates Odyssey,108,"['skye', 'kayo', 'breach', 'fade', 'astra']",302,1.03,215.1,1.00,76%,135.4,0.74,0.54,0.08,0.14,31%,14%,,,222,222,164,24,43
nora,YFP X,237,"['skye', 'breach', 'viper', 'kayo', 'omen']",432,0.97,200.4,0.90,66%,135.3,0.69,0.26,0.11,0.13,29%,17%,,,298,332,114,46,57
noxy,Baby Poko,152,"['jett', 'raze', 'killjoy', 'skye', 'chamber']",219,0.91,220.2,0.92,66%,139.3,0.74,0.15,0.11,0.15,29%,18%,,,161,175,32,25,33
nugget,Gamax Lite,222,"['killjoy', 'cypher', 'chamber', 'brimstone']",1147,0.90,169.5,0.86,69%,117.5,0.59,0.20,0.05,0.07,17%,17%,,,676,784,235,62,75
ocean,Unknown,92,"['skye', 'breach', 'cypher', 'sova', 'kayo']",392,0.96,170.8,0.86,71%,111.7,0.60,0.41,0.05,0.07,29%,10%,,,236,274,162,19,28
oktina,Carleton Female,130,"['omen', 'jett', 'raze', 'astra', 'brimstone']",231,0.89,170.3,0.81,71%,111.8,0.61,0.34,0.06,0.09,28%,31%,,,140,173,78,15,21
olulu,Watermelon,133,"['breach', 'skye', 'kayo', 'astra', 'brimstone']",1065,1.00,204.4,0.94,75%,131.3,0.70,0.52,0.10,0.10,24%,10%,,,745,789,554,106,107
opel,Purr-fectionists,143,"['astra', 'omen', 'sage', 'brimstone', 'sova']",958,1.16,217.0,1.12,77%,141.0,0.76,0.46,0.06,0.06,19%,14%,,,730,649,440,56,57
oyku,Unknown,163,"['viper', 'chamber', 'omen', 'astra', 'fade']",652,0.94,184.2,0.87,70%,119.4,0.63,0.31,0.05,0.07,21%,14%,,,409,472,199,32,46
padge,Shrubs,177,"['jett', 'raze']",719,0.94,203.9,0.92,66%,138.8,0.70,0.17,0.12,0.18,27%,25%,,,505,551,125,85,127
panday,Unknown,324,"['cypher', 'killjoy', 'omen', 'astra', 'viper']",415,0.96,204.8,0.99,70%,133.9,0.70,0.22,0.07,0.08,26%,20%,,,292,295,91,28,35
panda,Unknown,61,"['sova', 'skye', 'breach', 'killjoy', 'kayo']",334,0.76,149.4,0.66,66%,98.9,0.50,0.34,0.07,0.06,29%,12%,,,167,253,114,23,18
panda,Unknown,47,"['jett', 'astra', 'sova', 'chamber', 'viper']",228,0.84,178.5,0.82,63%,120.8,0.62,0.26,0.10,0.14,27%,30%,,,142,174,59,23,32
panini,oomfies,434,"['viper', 'omen', 'astra', 'brimstone']",862,1.01,196.5,0.97,75%,127.9,0.68,0.37,0.08,0.09,25%,5%,,,583,600,320,72,76
pannshi,Meninas Super Furiosas,107,"['kayo', 'skye', 'sova', 'breach', 'killjoy']",223,0.92,169.9,0.80,68%,112.8,0.58,0.38,0.06,0.08,21%,13%,,,129,162,85,13,17
pati,sou pro player lixo?,57,"['sova', 'skye', 'brimstone', 'chamber']",201,0.77,168.0,0.70,70%,111.9,0.57,0.27,0.06,0.07,28%,6%,,,114,163,54,13,14
peixinho,Unknown,90,"['jett', 'raze', 'neon', 'sage', 'breach']",278,0.73,178.5,0.70,61%,125.0,0.60,0.23,0.17,0.22,15%,N/A,,,166,236,63,48,61
petra,G2 Gozen,271,"['sova', 'skye', 'fade', 'breach']",1775,1.07,217.7,1.10,74%,142.5,0.76,0.31,0.11,0.12,25%,19%,,,1341,1222,554,191,208
phobia,Quackers,84,"['sova', 'viper', 'omen', 'sage', 'fade']",263,0.82,180.2,0.71,58%,120.9,0.60,0.19,0.07,0.08,29%,9%,,,158,222,49,19,22
piano,Cerial Killers,75,"['kayo', 'breach', 'brimstone', 'fade', 'viper']",412,1.07,188.7,1.01,76%,122.3,0.67,0.46,0.05,0.07,25%,28%,,,276,273,190,21,30
pichy,Unknown,84,"['sova', 'jett', 'kayo', 'raze', 'fade']",356,1.02,210.4,0.97,71%,133.3,0.72,0.33,0.08,0.08,18%,30%,,,255,264,119,29,30
piety,sisu,133,"['killjoy', 'omen', 'sova', 'viper', 'cypher']",887,1.07,215.8,1.04,72%,144.3,0.75,0.34,0.10,0.09,28%,8%,,,666,638,304,87,79
pinkalie,Zerance Mint,221,"['omen', 'viper', 'breach', 'astra', 'brimstone']",1147,1.01,191.2,0.95,73%,123.7,0.68,0.44,0.08,0.09,29%,25%,,,781,823,508,97,104
poetite,Twisted Minds Orchid,195,"['sova', 'breach', 'fade', 'gekko', 'viper']",906,0.83,164.8,0.78,67%,112.5,0.56,0.25,0.08,0.08,27%,16%,,,511,658,228,69,73
poly,sisu,226,"['viper', 'astra', 'omen', 'brimstone']",1220,1.00,197.7,0.97,74%,129.2,0.69,0.42,0.07,0.09,30%,19%,,,841,865,511,87,104
ponix,9z Team GC,116,"['killjoy', 'breach', 'sova', 'gekko', 'raze']",316,0.83,165.2,0.78,62%,122.2,0.58,0.17,0.06,0.11,20%,12%,,,184,237,53,19,34
pooda,Unknown,46,"['sova', 'killjoy', 'breach', 'fade']",310,0.99,173.7,0.93,73%,120.1,0.62,0.34,0.06,0.05,24%,11%,,,191,205,105,18,16
powerpixele,Unknown,240,"['breach', 'kayo', 'viper', 'skye', 'omen']",962,1.07,203.0,1.03,75%,130.5,0.68,0.48,0.10,0.08,20%,13%,,,654,634,457,95,79
pretzel,FULL SENSE Pink,64,"['jett', 'raze', 'killjoy', 'cypher', 'chamber']",305,0.85,182.9,0.85,61%,121.8,0.64,0.17,0.13,0.13,24%,4%,,,195,229,53,41,40
princessicy,Unknown,198,"['killjoy', 'viper', 'jett', 'cypher', 'breach']",342,0.85,176.5,0.80,67%,119.9,0.60,0.19,0.10,0.13,29%,13%,,,204,256,66,35,45
proxima,BBL Queens,235,"['viper', 'omen', 'skye', 'chamber', 'astra']",806,1.15,216.0,1.15,74%,143.9,0.78,0.35,0.10,0.09,33%,21%,,,626,542,285,78,72
puffy,Shrubs,142,"['jett', 'raze', 'astra', 'omen', 'viper']",208,1.03,228.3,1.02,65%,147.6,0.80,0.24,0.14,0.14,28%,6%,,,167,164,49,30,30
puri,Unknown,136,"['breach', 'astra', 'kayo', 'viper', 'skye']",365,1.01,181.8,0.94,74%,119.9,0.64,0.50,0.08,0.10,29%,13%,,,233,247,181,28,36
pyro,Infinity X,115,"['viper', 'breach', 'gekko', 'killjoy', 'sova']",245,1.01,214.4,1.03,71%,129.7,0.75,0.33,0.09,0.08,22%,9%,,,184,179,81,23,20
r4m,REIGNITE Lily,69,"['omen', 'viper', 'astra', 'neon']",296,0.95,188.2,0.85,69%,119.1,0.65,0.47,0.07,0.10,19%,15%,,,191,224,138,22,29
