Player,Team,Total Games Played,Signature Agents Ranked by Usage,Rounds Played,Rating,Average Combat Score,Kills:Death,"Kill, Assist, Survive, Trade Percent",Average Damage per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot Percent,Clutch Success Percent%,Clutches (won/played),Maximum Kills in a single map,Kills,Deaths,Assists,First Kills,First Deaths
bang,Unknown,422,"['omen', 'viper', 'skye', 'astra', 'raze']",1139,1.07,203.4,1.09,75%,129.7,0.71,0.31,0.10,0.09,32%,13%,,,809,742,357,109,108
ban,Talon Esports,433,"['jett', 'skye', 'reyna', 'sage', 'chamber']",821,0.94,191.8,0.95,68%,127.4,0.69,0.24,0.11,0.11,33%,9%,,,563,592,193,93,87
benjyfishy,Team Heretics,215,"['killjoy', 'cypher', 'jett', 'viper']",2367,1.05,198.1,1.12,71%,132.6,0.74,0.19,0.09,0.09,35%,17%,,,1745,1563,440,208,206
benkai,Global Esports,325,"['killjoy', 'cypher', 'sova', 'breach', 'viper']",530,0.95,169.1,0.90,70%,117.5,0.59,0.22,0.04,0.07,25%,8%,,,311,346,117,21,35
berlin,FunPlus Phoenix,366,"['raze', 'fade', 'sova', 'astra', 'omen']",1453,0.86,187.1,0.92,67%,125.8,0.64,0.36,0.10,0.10,29%,8%,,,928,1014,526,95,92
beyaz,Gentle Mates,253,"['sova', 'raze', 'skye', 'cypher', 'kayo']",564,0.80,155.4,0.72,71%,103.8,0.52,0.42,0.05,0.07,23%,11%,,,291,405,237,26,41
beyn,DRX,144,"['jett', 'sova', 'raze', 'fade']",1160,0.97,176.8,0.93,73%,117.8,0.62,0.30,0.06,0.08,27%,24%,,,722,776,352,65,90
biank,Trace Esports,173,"['sova', 'fade', 'skye', 'cypher', 'omen']",867,0.82,180.5,0.85,64%,118.3,0.60,0.33,0.09,0.11,16%,35%,,,521,614,288,50,60
blazek1ng,Global Esports,336,"['sova', 'viper', 'omen', 'astra']",530,1.02,193.3,1.00,69%,130.3,0.68,0.24,0.09,0.08,30%,13%,,,362,362,126,48,40
boaster,FNATIC,412,"['astra', 'omen', 'breach', 'brimstone', 'sova']",1550,0.85,152.8,0.79,72%,99.7,0.52,0.40,0.07,0.11,23%,12%,,,808,1018,613,110,166
boostio,100 Thieves,450,"['jett', 'killjoy', 'chamber', 'phoenix', 'astra']",1139,0.83,179.1,0.86,69%,121.9,0.63,0.23,0.09,0.12,24%,16%,,,715,834,260,105,136
boo,Team Heretics,392,"['omen', 'astra', 'viper', 'brimstone', 'sage']",2367,0.97,173.4,0.95,73%,111.2,0.62,0.41,0.08,0.08,31%,14%,,,1467,1538,971,187,179
borkum,Unknown,338,"['omen', 'astra', 'viper', 'phoenix', 'breach']",607,1.01,188.5,0.98,72%,121.6,0.66,0.38,0.09,0.06,22%,17%,,,399,407,230,53,37
brave,BBL Esports,220,"['omen', 'raze', 'sage', 'viper', 'astra']",501,0.96,196.6,0.94,70%,128.6,0.69,0.33,0.11,0.09,34%,19%,,,344,366,167,54,47
bunt,All Gamers,164,"['omen', 'viper', 'brimstone', 'astra']",459,N/A,186.5,0.93,N/A,108.8,0.68,0.32,0.07,0.07,N/A,N/A,,,312,334,146,13,13
buzz,DRX,373,"['jett', 'raze', 'chamber', 'killjoy', 'omen']",1293,1.05,237.3,1.10,71%,149.9,0.82,0.16,0.18,0.17,22%,22%,,,1056,956,213,230,214
c0m,LEVIATÁN,397,"['sova', 'viper', 'cypher', 'killjoy', 'breach']",1736,0.95,174.5,0.89,73%,119.5,0.59,0.32,0.08,0.08,22%,14%,,,1022,1143,552,142,138
carpe,T1,100,"['skye', 'gekko', 'sova', 'fade', 'brimstone']",929,0.89,177.9,0.88,74%,117.7,0.63,0.33,0.08,0.08,25%,12%,,,582,664,311,72,78
cauanzin,LOUD,218,"['sova', 'skye', 'breach', 'kayo', 'fade']",957,1.00,207.9,1.01,72%,134.0,0.73,0.29,0.11,0.09,27%,10%,,,696,691,279,106,83
cb,Nova Esports,36,"['skye', 'fade', 'sova', 'gekko', 'phoenix']",467,N/A,198.6,0.92,N/A,123.4,0.67,0.34,0.08,0.13,N/A,N/A,,,312,339,158,14,23
cender,Team Vitality,404,"['breach', 'omen', 'cypher', 'viper', 'killjoy']",1238,0.90,168.7,0.86,69%,111.4,0.60,0.34,0.08,0.12,27%,12%,,,748,872,417,98,144
chichoo,EDward Gaming,371,"['killjoy', 'viper', 'cypher', 'omen', 'brimstone']",1606,1.11,201.6,1.11,73%,134.6,0.73,0.26,0.08,0.06,29%,11%,,,1177,1056,411,78,57
chronicle,FNATIC,382,"['sova', 'viper', 'breach', 'raze', 'brimstone']",1550,1.15,210.5,1.14,75%,142.0,0.72,0.38,0.10,0.07,24%,20%,,,1123,986,585,153,107
cloud,GIANTX,268,"['sova', 'skye', 'raze', 'breach', 'sage']",618,1.02,200.9,0.99,72%,135.6,0.70,0.32,0.07,0.07,24%,13%,,,433,437,195,46,43
cned,FUT Esports,439,"['jett', 'raze', 'sage', 'chamber']",1219,1.08,226.8,1.09,71%,151.3,0.79,0.17,0.16,0.15,26%,8%,,,969,885,208,195,181
coldfish,TYLOO,271,"['sova', 'viper', 'fade', 'cypher']",485,N/A,182.4,0.92,N/A,118.4,0.64,0.29,0.07,0.04,N/A,N/A,,,308,335,139,10,6
crashies,Unknown,379,"['sova', 'skye', 'cypher', 'kayo']",632,0.96,175.3,0.99,73%,114.9,0.63,0.30,0.05,0.06,28%,16%,,,396,402,188,29,40
crazyguy,BLEED,238,"['sova', 'fade', 'sage', 'breach']",251,0.83,177.9,0.74,65%,118.7,0.56,0.31,0.07,0.12,23%,11%,,,140,189,79,18,29
crws,Talon Esports,300,"['breach', 'skye', 'sage', 'kayo', 'omen']",821,0.83,157.4,0.79,68%,107.7,0.54,0.27,0.04,0.08,22%,13%,,,446,562,224,36,65
cryocells,100 Thieves,424,"['sova', 'jett', 'chamber']",1139,1.14,230.1,1.20,73%,148.3,0.83,0.23,0.14,0.10,24%,19%,,,951,791,265,161,112
d4v41,Paper Rex,430,"['skye', 'jett', 'sage', 'chamber', 'viper']",1761,1.08,198.1,1.05,76%,132.7,0.70,0.38,0.06,0.06,29%,15%,,,1226,1163,671,114,105
delb,All Gamers,258,"['jett', 'raze', 'neon', 'cypher', 'killjoy']",459,N/A,195.7,1.00,N/A,124.2,0.71,0.18,0.06,0.06,N/A,N/A,,,327,326,84,11,11
demon1,NRG Esports,244,"['chamber', 'jett', 'brimstone']",417,0.97,208.2,0.97,71%,141.9,0.72,0.18,0.18,0.17,35%,10%,,,301,309,76,74,70
dep,ZETA DIVISION,239,"['jett', 'raze', 'neon', 'sage']",657,0.96,220.2,0.97,68%,143.8,0.76,0.19,0.19,0.18,27%,13%,,,499,512,124,125,116
derke,FNATIC,407,"['jett', 'raze', 'chamber', 'yoru', 'sova']",1550,1.07,234.5,1.16,71%,154.0,0.83,0.19,0.17,0.16,25%,22%,,,1279,1107,291,259,253
derrek,Evil Geniuses,383,"['sova', 'breach', 'fade', 'sage']",595,1.05,193.9,1.02,71%,130.0,0.70,0.28,0.07,0.04,35%,14%,,,417,408,166,39,24
deryeon,BLEED,313,"['jett', 'chamber', 'reyna', 'killjoy', 'raze']",480,0.87,186.8,0.86,70%,123.7,0.65,0.20,0.15,0.14,29%,8%,,,314,365,97,70,68
destrian,Unknown,269,"['breach', 'sova', 'astra', 'omen', 'fade']",238,0.84,158.7,0.77,68%,111.9,0.54,0.32,0.06,0.09,21%,10%,,,128,166,76,14,21
eeiu,100 Thieves,399,"['sova', 'fade', 'breach']",1139,1.11,189.4,1.10,76%,128.6,0.68,0.31,0.05,0.04,30%,11%,,,775,704,356,56,43
elite,BBL Esports,213,"['killjoy', 'cypher', 'viper', 'chamber', 'skye']",501,1.08,199.8,1.13,70%,133.7,0.73,0.19,0.08,0.06,43%,14%,,,367,324,96,39,32
enzo,Team Liquid,402,"['sova', 'fade', 'raze']",521,0.92,175.7,0.86,66%,117.9,0.57,0.30,0.06,0.07,18%,9%,,,299,346,157,29,38
eren,TYLOO,185,"['raze', 'jett', 'neon', 'reyna', 'fade']",280,N/A,202.5,0.97,N/A,136.1,0.71,0.26,0.09,0.12,N/A,N/A,,,200,206,72,12,17
estrella,Rex Regum Qeon,115,"['breach', 'kayo', 'viper', 'omen', 'jett']",624,0.95,167.2,0.89,74%,109.5,0.58,0.42,0.05,0.07,29%,6%,,,362,408,260,34,43
ethan,NRG Esports,259,"['skye', 'kayo', 'sage', 'omen', 'breach']",632,1.03,206.1,1.01,76%,130.1,0.70,0.44,0.08,0.08,21%,16%,,,440,435,280,51,50
f0rsaken,Paper Rex,390,"['jett', 'raze', 'kayo', 'yoru', 'breach']",1761,1.06,209.4,1.06,74%,136.6,0.74,0.37,0.09,0.11,30%,14%,,,1310,1231,645,167,190
fengf,Trace Esports,305,"['raze', 'killjoy', 'cypher', 'breach', 'sova']",1112,0.95,222.7,1.07,67%,139.2,0.77,0.19,0.13,0.12,29%,15%,,,859,802,209,70,67
finesse,NRG Esports,410,"['cypher', 'killjoy', 'viper', 'breach']",215,0.76,158.1,0.71,64%,105.5,0.54,0.28,0.08,0.04,19%,12%,,,116,163,60,17,9
fit1nho,GIANTX,346,"['jett', 'raze']",618,0.92,185.7,0.90,68%,125.6,0.64,0.25,0.10,0.10,30%,7%,,,397,442,154,62,61
fl1pzjder,Unknown,295,"['jett', 'kayo', 'raze', 'chamber', 'skye']",340,0.83,160.3,0.76,68%,108.0,0.55,0.31,0.07,0.11,27%,20%,,,188,246,105,23,37
flashback,DRX,82,"['cypher', 'killjoy', 'viper', 'clove', 'chamber']",961,1.07,213.1,1.12,71%,139.4,0.76,0.23,0.10,0.08,30%,19%,,,734,656,223,96,75
flex1n,Bilibili Gaming,179,"['omen', 'viper', 'astra', 'brimstone']",779,0.93,192.1,0.98,73%,120.6,0.67,0.38,0.06,0.09,36%,15%,,,519,529,293,21,31
foxy9,DRX,147,"['jett', 'raze', 'cypher', 'kayo', 'breach']",1293,0.93,176.8,0.94,72%,116.3,0.63,0.32,0.08,0.10,31%,16%,,,821,877,408,99,123
frz,Unknown,256,"['sova', 'killjoy', 'chamber', 'skye', 'phoenix']",474,0.99,189.4,0.97,66%,126.2,0.68,0.19,0.08,0.12,28%,20%,,,320,329,88,37,55
governor,Talon Esports,679,"['jett', 'sova', 'raze', 'phoenix', 'neon']",821,0.91,200.0,0.94,68%,130.7,0.70,0.21,0.16,0.17,23%,18%,,,574,613,174,128,143
grubinho,KOI,411,"['sova', 'omen', 'astra', 'breach', 'viper']",740,1.09,197.5,1.07,75%,126.1,0.70,0.35,0.08,0.08,34%,12%,,,516,481,258,58,59
guang,Nova Esports,56,"['killjoy', 'sova', 'gekko', 'jett', 'chamber']",467,N/A,191.7,0.94,N/A,137.3,0.70,0.19,0.14,0.06,N/A,N/A,,,325,347,91,25,11
haodong,EDward Gaming,354,"['astra', 'omen', 'viper', 'breach', 'kayo']",870,0.80,155.6,0.79,69%,101.3,0.55,0.33,0.08,0.11,27%,36%,,,476,606,285,19,25
havoc,FURIA,197,"['kayo', 'raze', 'jett', 'skye', 'chamber']",512,0.79,182.2,0.79,61%,126.1,0.62,0.19,0.12,0.19,36%,17%,,,319,406,98,61,95
heat,KRÜ Esports,235,"['jett', 'chamber', 'kayo']",1028,1.06,195.3,1.06,74%,128.5,0.73,0.36,0.07,0.09,33%,14%,,,751,710,371,71,91
heybay,Trace Esports,233,"['jett', 'viper', 'breach', 'killjoy', 'kayo']",1112,0.86,170.5,0.85,74%,105.2,0.59,0.40,0.07,0.06,25%,9%,,,659,779,447,36,35
hfmi0dzjc9z7,TYLOO,240,"['sova', 'raze', 'skye', 'killjoy', 'cypher']",313,N/A,205.3,1.08,N/A,132.3,0.75,0.21,0.09,0.13,N/A,N/A,,,234,217,65,12,18
hiroronn,ZETA DIVISION,146,"['killjoy', 'reyna', 'cypher', 'sova', 'kayo']",657,0.83,167.9,0.76,69%,111.7,0.58,0.32,0.07,0.11,30%,20%,,,378,495,208,47,74
hiro,Unknown,122,"['raze', 'jett', 'cypher', 'fade', 'breach']",732,1.05,190.6,1.10,72%,123.5,0.69,0.31,0.07,0.09,29%,23%,,,506,459,230,53,63
hoody,GIANTX,305,"['sage', 'jett', 'skye', 'viper', 'raze']",618,0.91,173.0,0.87,69%,119.5,0.60,0.27,0.08,0.10,25%,9%,,,373,429,169,49,60
icy,Unknown,622,"['killjoy', 'raze', 'chamber', 'viper', 'sage']",1479,0.92,192.0,0.92,69%,129.0,0.68,0.21,0.14,0.14,25%,14%,,,1001,1092,304,200,208
invy,Team Secret,207,"['breach', 'kayo', 'sova', 'skye', 'viper']",853,1.15,208.0,1.11,76%,139.3,0.75,0.47,0.07,0.06,31%,11%,,,642,576,399,58,48
izu,T1,95,"['jett', 'omen', 'raze', 'yoru']",1065,0.98,206.9,0.98,72%,136.2,0.73,0.30,0.12,0.12,26%,18%,,,774,789,323,128,133
jamppi,Team Liquid,277,"['jett', 'sova', 'chamber', 'breach', 'omen']",521,0.88,184.2,0.85,71%,120.1,0.63,0.29,0.08,0.12,31%,14%,,,329,385,149,44,61
jawgemo,Evil Geniuses,378,"['raze', 'jett', 'omen', 'astra', 'kayo']",595,0.97,225.7,0.96,66%,150.1,0.75,0.22,0.17,0.14,22%,14%,,,448,467,130,104,85
jemkin,Rex Regum Qeon,159,"['jett', 'raze', 'reyna', 'phoenix', 'killjoy']",624,1.13,227.5,1.22,76%,147.2,0.83,0.16,0.13,0.13,31%,20%,,,520,425,97,84,82
jessievash,Team Secret,336,"['sova', 'sage', 'fade', 'cypher']",853,1.00,188.0,1.01,71%,126.0,0.66,0.30,0.07,0.07,26%,16%,,,561,556,254,62,62
jinggg,Paper Rex,353,"['raze', 'reyna', 'sage', 'jett']",1204,1.04,224.0,1.07,74%,147.4,0.77,0.26,0.13,0.12,20%,15%,,,931,870,313,159,142
jitboys,Talon Esports,140,"['killjoy', 'omen', 'chamber', 'cypher', 'viper']",821,1.05,199.4,1.02,73%,131.6,0.71,0.31,0.08,0.08,36%,16%,,,583,571,251,65,64
jkuro,JDG Esports,132,"['jett', 'breach', 'raze', 'harbor', 'chamber']",407,N/A,175.6,0.86,N/A,104.5,0.63,0.23,0.11,0.11,N/A,N/A,,,258,300,93,20,20
johnqt,Sentinels,315,"['chamber', 'killjoy', 'cypher', 'jett', 'viper']",1650,1.04,182.0,1.08,76%,120.4,0.65,0.27,0.07,0.06,26%,18%,,,1065,987,442,114,96
jonahp,G2 Esports,471,"['skye', 'sova', 'kayo', 'viper', 'jett']",1727,0.98,189.9,0.94,72%,121.8,0.66,0.38,0.07,0.09,25%,16%,,,1137,1205,661,117,163
jremy,Team Secret,162,"['raze', 'jett', 'chamber', 'killjoy', 'cypher']",853,1.07,240.4,1.12,74%,154.4,0.81,0.20,0.23,0.21,24%,15%,,,691,619,167,194,178
jzz,Sliquifier,164,"['raze', 'skye', 'jett', 'sova', 'fade']",474,0.96,207.1,0.96,71%,140.7,0.73,0.21,0.15,0.12,31%,13%,,,348,362,98,70,59
k4davra,Gentle Mates,283,"['jett', 'reyna', 'raze', 'cypher', 'viper']",274,1.10,207.8,1.12,69%,132.9,0.74,0.28,0.09,0.08,31%,11%,,,204,182,76,25,21
kai,Trace Esports,120,"['jett', 'killjoy', 'cypher']",1112,1.10,211.4,1.09,70%,145.3,0.77,0.19,0.16,0.14,29%,4%,,,856,785,207,89,76
kamo,KOI,163,"['jett', 'raze', 'chamber', 'yoru']",740,0.96,224.9,0.97,68%,147.8,0.76,0.19,0.21,0.19,26%,20%,,,561,578,142,152,143
karon,Gen.G,118,"['omen', 'viper', 'astra', 'brimstone']",2405,1.10,197.1,1.10,76%,128.3,0.71,0.41,0.08,0.06,32%,16%,,,1711,1553,993,184,153
kawaii,Titan Esports Club,119,"['brimstone', 'breach', 'killjoy', 'viper', 'omen']",544,N/A,186.0,0.94,N/A,121.4,0.66,0.30,0.07,0.07,N/A,N/A,,,360,384,162,6,6
keiko,Team Liquid,176,"['jett', 'raze', 'chamber']",521,1.00,216.5,1.05,69%,142.8,0.79,0.17,0.17,0.17,31%,16%,,,410,389,89,91,89
keznit,KRÜ Esports,261,"['jett', 'raze', 'reyna', 'phoenix', 'neon']",1138,1.09,243.3,1.12,71%,162.8,0.83,0.22,0.19,0.15,26%,10%,,,949,845,246,216,167
khalil,FURIA,279,"['omen', 'killjoy', 'cypher', 'viper', 'brimstone']",512,0.93,173.8,0.88,70%,119.1,0.63,0.25,0.05,0.08,30%,18%,,,320,362,130,26,39
kicks,Team Vitality,190,"['skye', 'kayo', 'sage', 'breach', 'gekko']",1238,0.98,180.4,0.93,72%,116.7,0.64,0.40,0.05,0.07,22%,21%,,,795,851,500,66,91
kingg,LEVIATÁN,309,"['viper', 'raze', 'omen', 'kayo', 'sage']",1736,1.10,202.1,1.13,77%,131.8,0.72,0.37,0.09,0.07,30%,16%,,,1252,1105,634,148,125
klaus,Unknown,246,"['killjoy', 'sova', 'skye', 'viper', 'cypher']",537,0.83,169.8,0.76,71%,114.1,0.56,0.30,0.10,0.08,24%,12%,,,299,393,161,56,43
knight,Bilibili Gaming,291,"['breach', 'sage', 'kayo', 'cypher', 'omen']",660,0.80,187.8,0.95,64%,119.5,0.66,0.35,0.04,0.06,29%,8%,,,433,457,234,14,22
kon4n,Unknown,235,"['raze', 'skye', 'sage', 'breach', 'phoenix']",314,0.77,158.3,0.73,67%,105.5,0.54,0.27,0.07,0.10,24%,11%,,,169,233,84,22,31
lakia,Gen.G,316,"['sova', 'skye', 'fade', 'raze', 'gekko']",2405,0.89,170.4,0.88,72%,115.3,0.59,0.34,0.07,0.08,26%,23%,,,1413,1599,806,159,196
laz,Unknown,293,"['cypher', 'chamber', 'killjoy', 'sova', 'viper']",657,1.02,196.2,1.00,66%,132.4,0.70,0.21,0.10,0.09,30%,10%,,,459,461,138,67,59
leaf,G2 Esports,340,"['jett', 'raze', 'killjoy', 'omen', 'viper']",1727,1.05,217.6,1.06,70%,146.2,0.76,0.22,0.12,0.12,23%,18%,,,1309,1236,375,215,209
lenne,LaZe,280,"['sova', 'skye']",213,0.89,168.2,0.76,73%,110.3,0.53,0.38,0.07,0.07,18%,6%,,,113,148,82,15,15
leo,FNATIC,338,"['sova', 'sage', 'omen', 'fade', 'breach']",818,1.19,204.6,1.26,81%,135.6,0.73,0.36,0.05,0.03,26%,9%,,,601,477,297,38,27
less,LOUD,286,"['killjoy', 'viper', 'cypher', 'chamber', 'raze']",957,1.13,202.2,1.15,72%,141.0,0.73,0.25,0.08,0.08,30%,8%,,,696,605,242,78,72
liazzi,MIBR,188,"['raze', 'omen', 'kayo', 'sage', 'jett']",315,0.89,170.7,0.86,70%,112.6,0.60,0.28,0.05,0.07,33%,11%,,,188,218,87,17,22
life,FunPlus Phoenix,365,"['jett', 'raze', 'yoru']",1453,0.83,227.8,1.03,62%,139.4,0.79,0.18,0.19,0.21,35%,24%,,,1141,1111,266,170,188
lightningfast,Global Esports,387,"['cypher', 'killjoy', 'astra', 'viper', 'raze']",530,0.90,175.3,0.85,70%,111.6,0.62,0.34,0.07,0.07,33%,17%,,,327,383,182,39,38
lmemore,Rex Regum Qeon,260,"['sova', 'cypher', 'viper', 'killjoy', 'chamber']",624,1.00,208.6,1.01,68%,139.8,0.73,0.22,0.09,0.13,34%,19%,,,458,455,138,59,83
lockm,Titan Esports Club,175,"['sova', 'killjoy', 'breach', 'viper', 'cypher']",653,N/A,167.3,0.81,N/A,106.5,0.58,0.27,0.02,0.05,N/A,N/A,,,379,467,179,4,11
logan,Gentle Mates,355,"['killjoy', 'sage', 'viper', 'cypher']",290,0.99,181.7,0.98,68%,119.4,0.63,0.19,0.06,0.09,32%,4%,,,184,188,54,18,25
luok1ng,Trace Esports,303,"['astra', 'omen', 'brimstone', 'viper']",844,1.04,187.4,0.93,74%,119.5,0.66,0.34,0.06,0.06,33%,N/A,,,560,602,288,32,31
lysoar,FunPlus Phoenix,163,"['killjoy', 'viper', 'omen', 'cypher']",1453,0.83,183.0,0.98,65%,120.5,0.65,0.30,0.06,0.06,24%,4%,,,940,958,432,50,56
magnum,Karmine Corp,325,"['killjoy', 'cypher', 'skye', 'sova', 'raze']",1137,0.96,180.0,0.91,72%,120.8,0.62,0.32,0.09,0.11,26%,20%,,,707,777,368,98,122
mako,DRX,358,"['viper', 'omen', 'jett', 'astra', 'brimstone']",1293,1.04,199.8,1.02,75%,132.7,0.68,0.38,0.08,0.09,29%,15%,,,885,871,496,107,114
mart1n,Xi Lai Gaming,136,"['killjoy', 'viper', 'omen']",290,N/A,176.8,0.81,N/A,N/A,0.59,0.20,N/A,N/A,N/A,N/A,,,170,209,57,0,0
marteen,Karmine Corp,205,"['jett', 'raze', 'yoru', 'breach', 'neon']",1137,1.06,222.9,1.09,73%,147.5,0.78,0.22,0.17,0.15,26%,23%,,,887,812,245,195,169
marved,Unknown,330,"['omen', 'astra', 'brimstone', 'viper']",417,0.93,190.8,0.91,70%,124.4,0.66,0.30,0.07,0.10,27%,22%,,,274,300,126,31,43
mazino,LEVIATÁN,295,"['sage', 'harbor', 'omen', 'kayo', 'viper']",1736,1.01,205.2,1.02,74%,134.3,0.73,0.39,0.08,0.09,28%,16%,,,1262,1233,682,137,157
mazin,MIBR,219,"['raze', 'omen', 'viper', 'skye', 'astra']",699,0.80,153.6,0.73,64%,102.3,0.52,0.34,0.06,0.07,29%,15%,,,361,493,240,42,52
medusa,DetonatioN FocusMe,213,"['sova', 'killjoy', 'cypher', 'viper', 'raze']",555,0.90,183.6,0.89,69%,124.5,0.64,0.19,0.10,0.12,30%,13%,,,355,398,103,56,64
meiy,DetonatioN FocusMe,190,"['jett', 'raze', 'skye', 'reyna', 'phoenix']",555,1.09,248.4,1.09,70%,161.1,0.88,0.15,0.21,0.17,25%,12%,,,486,444,86,115,97
melser,KRÜ Esports,287,"['omen', 'astra', 'viper', 'sage', 'brimstone']",1138,0.95,175.6,0.92,71%,116.1,0.62,0.31,0.08,0.10,32%,15%,,,707,766,358,91,116
meteor,Gen.G,267,"['jett', 'killjoy', 'cypher', 'chamber', 'raze']",2405,1.04,219.9,1.14,71%,145.2,0.79,0.16,0.12,0.09,30%,10%,,,1901,1673,395,278,225
mindfreak,Paper Rex,428,"['omen', 'astra', 'viper', 'brimstone']",1761,0.98,179.8,1.00,73%,118.2,0.65,0.32,0.05,0.06,34%,13%,,,1150,1154,556,88,112
miniboo,Team Heretics,278,"['jett', 'raze', 'neon', 'kayo', 'yoru']",1875,1.01,221.1,1.03,71%,144.2,0.76,0.22,0.17,0.17,30%,17%,,,1434,1398,410,327,312
mistic,Team Liquid,362,"['omen', 'viper', 'astra', 'skye', 'brimstone']",521,0.86,169.7,0.83,71%,112.4,0.60,0.33,0.06,0.08,31%,10%,,,312,375,170,29,41
monk,All Gamers,214,"['killjoy', 'skye', 'breach', 'kayo', 'sage']",459,N/A,178.7,0.79,N/A,117.1,0.62,0.35,0.07,0.06,N/A,N/A,,,283,356,161,12,11
monyet,Rex Regum Qeon,234,"['jett', 'raze', 'omen', 'astra', 'neon']",841,0.90,198.5,0.88,70%,131.9,0.68,0.32,0.12,0.16,26%,17%,,,576,657,270,97,138
moose,Cloud9,522,"['killjoy', 'viper', 'cypher', 'sova', 'omen']",600,0.96,172.2,0.98,69%,117.9,0.62,0.15,0.08,0.06,24%,16%,,,372,380,90,49,36
mrfalin,FUT Esports,288,"['sova', 'omen', 'breach', 'skye']",1219,1.04,191.0,0.96,74%,125.5,0.66,0.42,0.08,0.09,22%,16%,,,799,834,518,97,106
mta,KRÜ Esports,71,"['jett', 'sova', 'raze', 'kayo', 'viper']",711,0.84,167.9,0.80,68%,112.6,0.59,0.27,0.08,0.09,34%,6%,,,416,523,193,57,62
munchkin,Gen.G,287,"['viper', 'killjoy', 'kayo', 'cypher', 'skye']",2405,1.05,189.6,1.00,74%,125.7,0.64,0.44,0.07,0.09,22%,15%,,,1547,1542,1063,179,220
mwzera,FURIA,277,"['raze', 'jett', 'sova', 'skye']",512,0.93,213.7,0.91,68%,140.3,0.74,0.21,0.14,0.17,19%,5%,,,381,420,109,74,85
n4rrate,Karmine Corp,85,"['jett', 'gekko', 'raze', 'fade', 'neon']",1137,1.16,233.2,1.17,76%,153.9,0.81,0.33,0.12,0.08,26%,19%,,,922,791,380,131,94
