Player,Team,Agent,Usage,RoundsPlayed,Rating,AverageCombatScore,KillsDeath,ADPR,KAST,KPR,APR,FKPR,FDPR,Kills,Deaths,Assists,FirstBloods,FirstDeaths,Games,CleanedRating,AdjustedRating,SelflessIndex
infiltrator,Winthrop University,raze,30.0,2595,1.06,252.6,1.10,164.0,72%,0.85,0.2,0.22,0.19,2213,2021,531,568,494,121,1.06,0.9,0.24
insider,KPI Gaming,killjoy,42.0,3455,1.02,205.4,1.09,136.7,71%,0.72,0.17,0.09,0.08,2485,2271,581,304,279,166,1.02,0.9,0.24
insider,KPI Gaming,cypher,25.0,2081,1.02,190.2,1.02,122.0,73%,0.68,0.2,0.08,0.10,1411,1382,419,170,199,99,1.02,0.84,0.29
ip0tt,Galakticos,jett,30.0,1715,1.07,235.6,1.13,150.7,71%,0.83,0.15,0.19,0.16,1428,1269,253,325,275,78,1.07,0.86,0.18
ip0tt,Galakticos,raze,17.0,960,1.08,239.8,1.11,159.7,72%,0.81,0.18,0.18,0.15,773,698,173,174,145,45,1.08,0.8,0.22
irelex,Unknown,cypher,35.0,1020,0.97,189.6,0.98,127.3,68%,0.68,0.21,0.08,0.07,698,713,214,79,72,48,0.97,0.73,0.31
irelex,Unknown,killjoy,28.0,765,0.96,201.7,0.96,135.1,66%,0.7,0.14,0.08,0.08,538,561,106,59,61,39,0.96,0.69,0.2
ivan4ezz,VX300 Gaming,breach,27.0,1489,0.98,192.7,1.00,123.0,71%,0.68,0.4,0.06,0.08,1017,1019,599,96,114,72,0.98,0.77,0.59
ivan4ezz,VX300 Gaming,kayo,17.0,942,1.04,203.6,1.01,135.9,75%,0.71,0.47,0.08,0.08,669,660,446,76,78,46,1.04,0.77,0.66
ivan4ezz,VX300 Gaming,raze,17.0,927,1.17,255.5,1.23,164.8,73%,0.88,0.17,0.17,0.14,816,663,161,154,134,44,1.17,0.86,0.19
ivan4ezz,VX300 Gaming,sage,13.0,772,0.95,197.1,0.92,121.7,68%,0.65,0.3,0.10,0.11,502,544,233,78,88,35,0.95,0.68,0.46
ivy,Sin Prisa Gaming,sova,34.0,673,1.09,201.4,1.16,133.1,75%,0.71,0.31,0.06,0.06,477,412,211,40,39,31,1.09,0.77,0.44
ivy,Sin Prisa Gaming,deadlock,18.0,339,1.07,189.4,1.11,123.6,78%,0.69,0.36,0.07,0.09,234,211,122,25,31,16,1.07,0.67,0.52
ivy,Sin Prisa Gaming,skye,16.0,315,0.97,200.0,0.95,132.9,72%,0.68,0.41,0.06,0.10,214,226,130,20,31,15,0.97,0.6,0.6
ivy,Sin Prisa Gaming,fade,13.0,252,1.12,213.5,1.13,138.2,79%,0.75,0.4,0.06,0.05,189,168,102,16,12,12,1.12,0.67,0.53
izu,T1,jett,38.0,874,1.21,258.9,1.34,160.5,74%,0.91,0.13,0.20,0.15,794,592,116,179,134,43,1.21,0.89,0.14
izu,T1,omen,21.0,512,1.02,192.8,1.01,124.7,73%,0.7,0.41,0.09,0.09,357,353,212,44,44,24,1.02,0.69,0.59
izu,T1,raze,18.0,416,1.13,258.2,1.19,170.1,73%,0.89,0.21,0.18,0.17,370,311,86,74,69,20,1.13,0.74,0.24
izzy,Papara SuperMassive,jett,67.0,4488,1.16,245.3,1.31,152.9,74%,0.88,0.15,0.21,0.15,3940,3002,691,926,658,217,1.16,1.05,0.17
izzy,Papara SuperMassive,raze,21.0,1449,1.16,245.4,1.24,161.7,74%,0.85,0.18,0.18,0.16,1232,990,258,266,229,67,1.16,0.91,0.21
jacobin,Unknown,breach,34.0,1812,0.86,170.8,0.89,107.6,71%,0.6,0.39,0.07,0.07,1093,1234,704,125,120,85,0.86,0.7,0.65
jacobin,Unknown,viper,29.0,1490,0.98,183.8,0.98,119.8,74%,0.63,0.32,0.09,0.11,942,964,478,128,161,73,0.98,0.77,0.51
jacobin,Unknown,kayo,13.0,720,0.91,167.9,0.82,105.2,73%,0.56,0.51,0.06,0.08,403,494,367,43,55,33,0.91,0.65,0.91
jaebin,FearX,jett,51.0,1135,0.98,222.7,1.02,141.7,71%,0.77,0.2,0.18,0.15,879,861,224,209,168,53,0.98,0.74,0.26
jaebin,FearX,raze,45.0,1025,1.06,237.9,1.08,157.7,74%,0.79,0.26,0.16,0.14,813,756,265,162,147,47,1.06,0.79,0.33
jakee,YFP Gaming,omen,30.0,3971,1.1,216.7,1.13,138.1,74%,0.78,0.39,0.09,0.09,3079,2724,1530,361,359,194,1.1,0.98,0.5
jakee,YFP Gaming,viper,24.0,3200,1.09,230.5,1.15,151.0,73%,0.82,0.26,0.10,0.09,2618,2272,830,316,301,153,1.09,0.95,0.32
jakee,YFP Gaming,jett,13.0,1759,1.07,239.2,1.11,153.4,69%,0.85,0.16,0.16,0.16,1487,1341,285,289,274,86,1.07,0.86,0.19
jakee,YFP Gaming,astra,12.0,1660,1.03,206.8,1.06,131.8,72%,0.75,0.29,0.09,0.09,1246,1179,478,144,150,79,1.03,0.83,0.39
jakexd,Unknown,killjoy,35.0,854,1.08,212.3,1.09,143.0,71%,0.74,0.19,0.07,0.08,631,578,166,62,70,42,1.08,0.79,0.26
jakexd,Unknown,cypher,28.0,652,1.0,194.9,1.06,123.9,69%,0.7,0.21,0.06,0.08,459,433,137,41,50,34,1.0,0.7,0.3
jakexd,Unknown,viper,23.0,599,0.99,203.8,0.99,133.1,71%,0.69,0.29,0.10,0.11,411,414,175,61,66,28,0.99,0.68,0.42
jannyxd,Ramboot Club,jett,73.0,5097,1.14,255.1,1.26,154.8,72%,0.9,0.17,0.22,0.16,4578,3620,890,1120,828,246,1.14,1.05,0.19
jannyxd,Ramboot Club,raze,18.0,1228,1.06,241.0,1.09,157.1,73%,0.82,0.2,0.17,0.16,1005,923,246,213,193,60,1.06,0.81,0.24
jas,Joblife,raze,32.0,2568,1.09,247.9,1.10,162.0,71%,0.83,0.21,0.17,0.16,2122,1927,543,440,400,123,1.09,0.92,0.25
jas,Joblife,jett,27.0,2143,1.08,240.2,1.13,152.1,70%,0.84,0.17,0.20,0.19,1794,1591,359,424,398,102,1.08,0.9,0.2
javiierh,Chivas Esports,sova,34.0,556,1.1,231.0,1.10,148.0,72%,0.77,0.32,0.11,0.09,429,390,179,59,49,26,1.1,0.75,0.42
javiierh,Chivas Esports,skye,21.0,338,1.18,224.1,1.23,136.1,77%,0.78,0.46,0.12,0.09,264,215,154,41,29,16,1.18,0.74,0.59
javiierh,Chivas Esports,fade,16.0,262,1.09,202.3,1.07,126.3,76%,0.69,0.5,0.07,0.06,180,169,130,19,15,12,1.09,0.66,0.72
javiierh,Chivas Esports,breach,14.0,226,0.86,174.4,0.77,105.5,77%,0.6,0.49,0.08,0.08,136,176,110,17,17,11,0.86,0.5,0.82
jayh,Unknown,kayo,16.0,824,1.09,204.6,1.03,128.2,77%,0.69,0.54,0.07,0.08,566,552,443,61,65,38,1.09,0.79,0.78
jayh,Unknown,sova,16.0,746,0.98,193.7,0.95,121.6,70%,0.65,0.31,0.07,0.06,485,510,231,43,30,38,0.98,0.7,0.48
jayh,Unknown,breach,15.0,746,1.07,188.1,1.02,122.6,79%,0.66,0.46,0.05,0.05,490,481,346,38,35,37,1.07,0.76,0.7
jayh,Unknown,viper,14.0,679,1.16,211.0,1.17,135.8,78%,0.72,0.35,0.07,0.07,490,419,236,47,45,34,1.16,0.82,0.49
ja,NAOS,jett,35.0,2685,1.11,251.9,1.20,157.4,71%,0.87,0.18,0.21,0.18,2347,1958,491,567,478,127,1.11,0.95,0.21
ja,NAOS,chamber,22.0,1614,1.2,256.9,1.33,162.1,72%,0.92,0.14,0.21,0.14,1478,1109,226,338,227,79,1.2,0.96,0.15
ja,NAOS,astra,16.0,1299,1.08,209.2,1.10,138.6,72%,0.76,0.33,0.09,0.08,986,896,423,117,110,59,1.08,0.84,0.43
jcruel,Converse NBG,jett,56.0,8014,1.14,239.3,1.29,145.4,74%,0.86,0.16,0.18,0.10,6902,5341,1271,1404,806,393,1.14,1.11,0.19
jcruel,Converse NBG,chamber,16.0,2347,1.18,230.9,1.29,145.8,74%,0.84,0.14,0.15,0.07,1978,1533,323,351,167,113,1.18,0.99,0.17
jeed,Unknown,astra,24.0,1195,0.99,180.1,0.96,122.4,72%,0.67,0.33,0.04,0.05,796,826,393,52,63,57,0.99,0.76,0.49
jeed,Unknown,killjoy,14.0,672,0.98,191.3,0.98,129.7,73%,0.66,0.18,0.07,0.05,441,450,124,48,35,32,0.98,0.69,0.27
jeed,Unknown,omen,11.0,537,0.85,172.4,0.83,107.4,70%,0.61,0.37,0.05,0.06,327,396,198,28,32,26,0.85,0.58,0.61
jeed,Unknown,brimstone,11.0,527,1.17,229.4,1.13,143.5,78%,0.79,0.42,0.08,0.07,415,366,222,44,39,25,1.17,0.79,0.53
jeee,ZOL Esports,viper,20.0,707,0.94,195.9,0.93,130.0,69%,0.67,0.3,0.08,0.10,473,509,212,57,74,34,0.94,0.67,0.45
jeee,ZOL Esports,astra,18.0,663,1.0,192.6,0.98,129.4,73%,0.68,0.31,0.08,0.08,454,462,208,52,52,31,1.0,0.7,0.46
jeee,ZOL Esports,sova,17.0,633,1.05,206.3,1.04,139.4,75%,0.71,0.33,0.09,0.07,448,430,211,55,43,29,1.05,0.73,0.46
jeee,ZOL Esports,omen,16.0,578,0.97,184.4,0.94,122.7,73%,0.65,0.42,0.05,0.08,376,399,241,29,49,27,0.97,0.67,0.65
jemkin,Rex Regum Qeon,jett,43.0,1564,1.21,250.8,1.33,160.7,73%,0.91,0.13,0.19,0.13,1426,1069,211,300,209,74,1.21,0.96,0.14
jemkin,Rex Regum Qeon,raze,27.0,973,1.22,267.3,1.26,173.4,76%,0.91,0.2,0.19,0.16,890,707,196,188,155,47,1.22,0.91,0.22
jeong-hi,Unknown,astra,26.0,1349,1.01,186.1,0.99,121.7,73%,0.66,0.35,0.06,0.06,889,898,474,83,84,65,1.01,0.79,0.53
jeong-hi,Unknown,omen,19.0,1016,1.01,187.4,0.97,116.4,73%,0.66,0.45,0.08,0.07,668,692,456,84,67,48,1.01,0.76,0.68
jeong-hi,Unknown,jett,18.0,937,,249.9,1.20,146.6,,0.85,0.18,0.21,0.15,801,666,171,201,141,45,1.03,0.76,0.21
jesse,Barça eSports,sova,30.0,2514,1.21,241.5,1.26,153.1,78%,0.84,0.34,0.10,0.07,2104,1669,860,252,183,123,1.21,1.02,0.4
jesse,Barça eSports,omen,19.0,1687,1.11,211.7,1.12,136.1,74%,0.76,0.35,0.09,0.07,1276,1136,589,157,124,77,1.11,0.89,0.46
jesse,Barça eSports,viper,12.0,998,1.17,224.0,1.22,148.9,70%,0.81,0.27,0.08,0.08,809,665,274,83,81,48,1.17,0.87,0.33
jeyj7y,Unknown,sova,42.0,3161,1.01,197.8,1.02,131.0,75%,0.67,0.33,0.08,0.08,2131,2093,1044,265,263,147,1.01,0.88,0.49
jeyj7y,Unknown,fade,15.0,1134,0.95,186.4,0.95,119.3,75%,0.64,0.35,0.09,0.11,721,758,396,104,125,54,0.95,0.72,0.55
jfoen,ILLICIT,raze,18.0,1101,1.15,256.4,1.25,161.7,75%,0.86,0.24,0.21,0.17,949,759,261,221,188,54,1.15,0.87,0.28
jfoen,ILLICIT,breach,16.0,984,1.09,196.4,1.06,125.0,75%,0.69,0.51,0.09,0.08,680,639,502,85,75,49,1.09,0.81,0.74
jfoen,ILLICIT,omen,12.0,800,0.94,214.1,1.08,136.2,66%,0.75,0.31,0.11,0.10,601,554,247,86,83,38,0.94,0.68,0.41
jfoen,ILLICIT,jett,11.0,702,1.07,231.6,1.23,139.2,72%,0.82,0.14,0.20,0.18,579,472,99,138,127,34,1.07,0.76,0.17
jinboong,Unknown,raze,16.0,877,1.14,255.4,1.15,168.4,75%,0.85,0.23,0.18,0.15,746,648,206,162,133,44,1.14,0.83,0.27
jinboong,Unknown,kayo,16.0,858,1.03,208.3,1.01,137.1,74%,0.72,0.42,0.11,0.12,615,610,359,91,104,43,1.03,0.75,0.58
jinboong,Unknown,killjoy,14.0,853,1.17,228.4,1.27,151.8,72%,0.8,0.17,0.10,0.08,683,537,146,82,71,40,1.17,0.85,0.21
jinboong,Unknown,breach,13.0,754,1.1,193.1,0.99,125.5,76%,0.68,0.38,0.07,0.08,510,513,290,56,60,37,1.1,0.79,0.56
jkr,Permitta Unicorns,sova,43.0,1094,0.99,193.9,0.96,134.5,70%,0.66,0.32,0.06,0.08,726,760,353,63,84,53,0.99,0.75,0.48
jkr,Permitta Unicorns,fade,27.0,721,1.08,202.6,1.04,134.6,74%,0.71,0.41,0.07,0.08,512,493,294,48,56,33,1.08,0.77,0.58
jkr,Permitta Unicorns,viper,24.0,666,1.03,213.6,1.04,141.8,70%,0.73,0.33,0.10,0.10,484,465,219,64,68,30,1.03,0.72,0.45
jkuro,JDG Esports,jett,18.0,547,1.21,222.0,1.09,130.1,66%,0.8,0.15,0.18,0.15,435,398,84,73,47,27,1.21,0.82,0.19
jkuro,JDG Esports,breach,17.0,519,1.07,192.3,1.07,123.6,78%,0.7,0.44,0.06,0.07,361,338,229,31,37,26,1.07,0.72,0.63
jkuro,JDG Esports,raze,13.0,404,1.22,243.0,1.09,161.4,76%,0.82,0.18,0.18,0.17,333,305,74,54,27,19,1.22,0.79,0.22
jlerst,Galakticos,viper,30.0,2264,1.12,220.2,1.18,142.9,76%,0.79,0.3,0.08,0.07,1782,1515,676,187,157,105,1.12,0.93,0.38
jlerst,Galakticos,astra,24.0,1782,1.04,190.5,1.09,126.1,76%,0.71,0.36,0.06,0.07,1272,1172,635,114,118,83,1.04,0.84,0.51
jlerst,Galakticos,omen,22.0,1669,1.07,205.3,1.11,131.5,77%,0.74,0.39,0.08,0.05,1232,1114,654,138,90,76,1.07,0.86,0.53
jmoh,Unknown,jett,66.0,5810,1.12,229.0,1.20,140.0,74%,0.8,0.19,0.17,0.12,4677,3906,1082,962,693,281,1.12,1.05,0.24
jmoh,Unknown,sage,15.0,1317,1.19,213.0,1.27,135.4,77%,0.78,0.35,0.11,0.07,1027,808,460,138,85,65,1.19,0.92,0.45
jn3v1ce,Unknown,breach,28.0,1530,0.98,178.5,0.99,111.7,77%,0.62,0.44,0.06,0.06,955,964,667,87,85,76,0.98,0.78,0.71
jn3v1ce,Unknown,skye,16.0,913,1.01,199.0,1.06,127.5,72%,0.7,0.25,0.09,0.08,638,601,230,83,69,43,1.01,0.74,0.36
jn3v1ce,Unknown,viper,12.0,656,1.02,187.3,1.01,122.3,71%,0.66,0.26,0.08,0.08,433,430,171,51,51,33,1.02,0.71,0.39
jn3v1ce,Unknown,kayo,12.0,691,0.98,182.6,0.88,117.3,77%,0.6,0.57,0.07,0.08,415,472,394,47,58,32,0.98,0.69,0.95
jn3v1ce,Unknown,killjoy,11.0,649,1.01,208.3,1.12,139.2,70%,0.72,0.18,0.07,0.07,470,421,117,44,48,31,1.01,0.71,0.25
johnolsen,FULL SENSE,jett,47.0,4530,1.18,260.1,1.30,163.2,73%,0.91,0.17,0.21,0.15,4138,3171,752,937,684,218,1.18,1.07,0.19
johnolsen,FULL SENSE,raze,17.0,1663,1.09,247.8,1.12,164.2,72%,0.84,0.2,0.18,0.15,1392,1242,331,298,249,80,1.09,0.87,0.24
johnqt,Sentinels,chamber,21.0,1626,1.16,215.5,1.31,143.2,77%,0.79,0.16,0.11,0.07,1277,978,258,177,110,83,1.16,0.93,0.2
johnqt,Sentinels,killjoy,16.0,1213,1.11,199.1,1.23,133.7,78%,0.71,0.21,0.07,0.05,861,699,250,81,58,62,1.11,0.85,0.3
johnqt,Sentinels,cypher,16.0,1283,1.02,183.0,1.04,121.3,75%,0.66,0.27,0.07,0.06,850,814,346,87,74,60,1.02,0.79,0.41
johnqt,Sentinels,jett,14.0,1086,1.25,242.7,1.44,147.2,76%,0.9,0.14,0.15,0.07,972,676,154,163,79,55,1.25,0.94,0.16
jonaaa6,FLUFFY AIMERS,breach,16.0,2923,1.08,188.2,1.03,121.6,78%,0.66,0.48,0.06,0.05,1936,1883,1412,168,147,143,1.08,0.93,0.73
jonaaa6,FLUFFY AIMERS,sova,15.0,2784,1.22,224.4,1.28,152.2,78%,0.78,0.33,0.07,0.04,2176,1705,926,194,118,135,1.22,1.05,0.42
jonaaa6,FLUFFY AIMERS,kayo,11.0,1972,1.11,214.4,1.08,136.6,76%,0.72,0.48,0.08,0.08,1423,1313,955,163,155,94,1.11,0.91,0.67
jonahp,G2 Esports,skye,22.0,2312,1.04,207.3,1.12,132.1,76%,0.74,0.33,0.09,0.10,1715,1538,756,199,232,111,1.04,0.87,0.45
jonahp,G2 Esports,sova,19.0,1951,1.16,231.8,1.17,151.6,76%,0.79,0.33,0.10,0.08,1536,1311,649,200,159,96,1.16,0.95,0.42
jonahp,G2 Esports,kayo,17.0,1890,1.08,199.0,1.05,128.0,78%,0.69,0.55,0.08,0.08,1296,1238,1038,156,160,88,1.08,0.88,0.8
jonahp,G2 Esports,viper,13.0,1376,1.03,206.4,1.04,132.8,72%,0.72,0.28,0.09,0.11,987,952,385,124,147,67,1.03,0.8,0.39
jonba,Unknown,sova,77.0,5162,1.03,210.5,1.05,139.7,74%,0.7,0.38,0.09,0.07,3612,3438,1954,460,339,256,1.03,0.95,0.54
jonx,Regnum Carya Esports,jett,27.0,1506,0.98,225.6,1.07,136.8,70%,0.79,0.15,0.20,0.20,1183,1106,229,307,297,72,0.98,0.77,0.19
jonx,Regnum Carya Esports,raze,14.0,799,1.05,249.0,1.11,155.6,74%,0.83,0.22,0.21,0.15,663,598,177,170,121,37,1.05,0.76,0.27
joshs,Alternate Realities,jett,12.0,606,1.03,240.7,1.12,144.1,70%,0.84,0.18,0.20,0.18,509,453,110,123,108,29,1.03,0.71,0.21
joshs,Alternate Realities,raze,12.0,603,1.17,262.3,1.19,169.3,74%,0.87,0.26,0.16,0.13,523,440,154,95,77,29,1.17,0.81,0.3
joshs,Alternate Realities,astra,11.0,538,1.07,207.9,1.03,141.1,72%,0.75,0.39,0.09,0.08,402,391,212,51,41,27,1.07,0.73,0.52
jow,E-Xolos LAZER,sova,41.0,1678,1.11,212.9,1.13,143.5,74%,0.75,0.29,0.09,0.06,1261,1120,489,152,93,82,1.11,0.89,0.39
jow,E-Xolos LAZER,viper,13.0,542,1.0,199.4,0.99,136.1,68%,0.7,0.23,0.08,0.10,382,385,126,41,54,26,1.0,0.68,0.33
joxjo,RIDDLE ORDER,breach,38.0,2071,0.98,182.6,0.95,120.3,73%,0.63,0.45,0.06,0.08,1303,1377,934,119,171,101,0.98,0.81,0.71
joxjo,RIDDLE ORDER,kayo,16.0,902,1.01,185.6,0.89,119.6,77%,0.6,0.64,0.09,0.07,540,606,578,79,65,43,1.01,0.74,1.07
jugi,Unknown,jett,73.0,2075,1.2,241.8,1.32,154.3,72%,0.86,0.17,0.18,0.13,1794,1363,362,364,272,102,1.2,0.99,0.2
jugi,Unknown,neon,17.0,541,1.13,238.3,1.20,151.5,73%,0.86,0.18,0.16,0.11,465,386,98,86,60,24,1.13,0.77,0.21
juicy,Disguised,jett,49.0,3099,1.12,245.0,1.25,153.2,73%,0.87,0.17,0.19,0.15,2696,2158,542,589,471,150,1.12,0.97,0.2
juicy,Disguised,raze,23.0,1512,1.16,246.5,1.22,162.9,76%,0.84,0.23,0.16,0.14,1266,1035,342,239,213,71,1.16,0.92,0.27
juicy,Disguised,reyna,14.0,873,1.3,266.1,1.47,170.2,78%,0.96,0.25,0.16,0.12,837,570,215,144,107,42,1.3,0.95,0.26
jurca,Unknown,sova,26.0,1222,1.01,211.1,1.04,141.6,71%,0.74,0.28,0.09,0.08,905,874,346,105,101,59,1.01,0.78,0.38
jurca,Unknown,fade,18.0,908,1.06,210.0,1.04,138.3,71%,0.72,0.32,0.09,0.10,654,630,294,82,89,41,1.06,0.78,0.44
jurca,Unknown,breach,12.0,556,0.92,177.6,0.86,112.9,70%,0.62,0.41,0.07,0.09,342,399,229,41,51,26,0.92,0.63,0.66
juseu,DVM Esport,jett,36.0,2793,1.05,237.0,1.17,143.5,72%,0.84,0.14,0.19,0.14,2348,2003,402,531,394,132,1.05,0.9,0.17
juseu,DVM Esport,raze,22.0,1682,1.13,240.4,1.16,157.1,74%,0.83,0.19,0.15,0.13,1393,1202,320,244,222,81,1.13,0.91,0.23
juseu,DVM Esport,sage,21.0,1581,1.0,211.0,1.06,131.2,73%,0.75,0.3,0.09,0.09,1178,1114,468,147,143,75,1.0,0.8,0.4
justnationn,Unknown,omen,25.0,771,1.04,209.4,1.03,132.9,74%,0.73,0.44,0.10,0.09,561,543,340,77,69,36,1.04,0.75,0.6
justnationn,Unknown,sova,13.0,415,0.86,155.1,0.78,100.8,74%,0.55,0.35,0.07,0.08,230,294,146,31,35,19,0.86,0.56,0.64
justnationn,Unknown,jett,12.0,365,1.15,257.3,1.29,156.3,70%,0.88,0.14,0.23,0.22,320,248,52,83,81,18,1.15,0.73,0.16
justnationn,Unknown,raze,12.0,343,1.1,249.2,1.18,162.8,73%,0.86,0.23,0.16,0.17,294,249,80,54,57,17,1.1,0.69,0.27
juu,TwoKay,killjoy,44.0,578,1.01,197.3,1.03,132.9,69%,0.68,0.17,0.10,0.10,394,381,97,58,55,28,1.01,0.69,0.25
juu,TwoKay,chamber,30.0,384,1.37,279.1,1.54,173.5,75%,1.02,0.11,0.21,0.10,391,254,41,80,38,19,1.37,0.88,0.11
juu,TwoKay,cypher,20.0,275,1.21,230.5,1.35,148.2,73%,0.81,0.19,0.10,0.05,223,165,52,27,15,13,1.21,0.73,0.23
k1llers,Team Flash,raze,38.0,2418,1.19,261.7,1.26,166.5,75%,0.9,0.21,0.18,0.13,2168,1714,503,432,305,120,1.19,1.0,0.23
k1llers,Team Flash,jett,23.0,1469,1.12,239.0,1.17,149.5,72%,0.85,0.16,0.18,0.14,1246,1065,232,261,200,72,1.12,0.88,0.19
k1llers,Team Flash,kayo,15.0,983,1.13,215.1,1.11,140.6,79%,0.75,0.53,0.09,0.07,738,663,518,84,67,47,1.13,0.84,0.71
k1ngkappa,Unknown,jett,59.0,1930,1.06,247.2,1.09,155.7,70%,0.84,0.18,0.22,0.19,1625,1486,344,420,367,91,1.06,0.87,0.21
k1zpawn,Unknown,killjoy,41.0,2579,1.04,194.2,1.09,132.8,73%,0.69,0.19,0.07,0.07,1770,1627,486,193,181,127,1.04,0.88,0.28
k1zpawn,Unknown,viper,18.0,1114,0.99,192.1,1.01,123.4,74%,0.66,0.3,0.07,0.09,731,725,330,82,96,56,0.99,0.75,0.45
k1zpawn,Unknown,cypher,17.0,1071,0.95,195.7,0.99,124.6,70%,0.69,0.22,0.08,0.08,742,749,240,82,88,51,0.95,0.72,0.32
k4davra,Gentle Mates,jett,27.0,1884,1.16,251.8,1.35,152.4,73%,0.91,0.14,0.18,0.13,1708,1265,259,341,237,91,1.16,0.95,0.15
kadoom,Made in Thailand,jett,57.0,4532,1.13,257.2,1.18,160.7,73%,0.89,0.18,0.24,0.18,4014,3395,817,1106,814,214,1.13,1.03,0.2
kadoom,Made in Thailand,raze,25.0,1995,1.07,253.0,1.11,163.2,73%,0.84,0.22,0.21,0.18,1683,1514,436,426,369,92,1.07,0.88,0.26
kael,Todak,chamber,18.0,624,0.95,203.9,0.99,132.3,68%,0.74,0.13,0.16,0.15,462,468,83,101,94,30,0.95,0.66,0.18
kael,Todak,sova,14.0,515,0.99,199.9,0.94,131.2,72%,0.67,0.3,0.09,0.07,343,364,156,46,37,24,0.99,0.67,0.45
kaizen,Unknown,jett,55.0,2011,0.95,219.6,1.01,141.3,66%,0.77,0.14,0.21,0.20,1547,1537,290,428,397,96,0.95,0.78,0.18
kaizen,Unknown,raze,17.0,620,0.9,208.4,0.92,141.4,67%,0.71,0.19,0.15,0.20,443,482,119,94,127,30,0.9,0.63,0.27
kaizen,Unknown,chamber,14.0,520,0.99,205.6,1.02,133.3,66%,0.72,0.09,0.15,0.12,376,370,47,80,64,24,0.99,0.67,0.12
kakarot,ZOL Esports,kayo,28.0,1489,1.06,212.2,0.97,139.2,73%,0.7,0.52,0.07,0.08,1048,1081,777,104,124,70,1.06,0.84,0.74
kamisseq,Ramboot Club,omen,27.0,1408,1.08,205.4,1.08,134.3,73%,0.75,0.33,0.09,0.07,1054,974,459,123,95,65,1.08,0.85,0.44
kamisseq,Ramboot Club,chamber,19.0,990,1.2,247.7,1.30,158.5,71%,0.89,0.14,0.19,0.12,884,681,134,190,120,46,1.2,0.89,0.16
kamisseq,Ramboot Club,sova,11.0,533,1.11,221.2,1.08,151.8,74%,0.76,0.32,0.08,0.06,407,378,171,41,31,26,1.11,0.75,0.42
kamo,KOI,jett,56.0,2074,1.17,262.3,1.27,170.3,70%,0.93,0.17,0.20,0.16,1933,1521,358,406,339,100,1.17,0.97,0.18
kamo,KOI,raze,19.0,768,1.1,249.5,1.11,164.2,71%,0.83,0.2,0.17,0.17,640,577,157,130,129,35,1.1,0.79,0.24
kanpeki,Unknown,jett,31.0,4001,1.11,255.9,1.23,151.7,71%,0.9,0.17,0.22,0.15,3598,2928,678,866,591,197,1.11,0.99,0.19
kanpeki,Unknown,skye,18.0,2335,1.05,201.4,1.11,129.8,76%,0.72,0.37,0.09,0.08,1686,1517,855,202,183,114,1.05,0.88,0.51
karam1l,Niory Esports,killjoy,46.0,1332,1.11,229.7,1.20,156.1,71%,0.82,0.15,0.12,0.10,1094,913,195,154,132,65,1.11,0.86,0.18
karam1l,Niory Esports,cypher,17.0,471,1.05,201.8,1.12,138.7,69%,0.73,0.21,0.08,0.08,346,308,98,40,37,24,1.05,0.7,0.29
karam1l,Niory Esports,chamber,12.0,365,1.07,218.2,1.18,141.9,70%,0.79,0.09,0.16,0.10,287,244,32,60,38,17,1.07,0.68,0.11
kardash,Unknown,omen,54.0,996,0.82,172.4,0.85,108.8,70%,0.62,0.29,0.08,0.08,616,722,287,78,77,49,0.82,0.61,0.47
kardash,Unknown,astra,24.0,489,1.04,192.8,1.07,125.8,75%,0.71,0.31,0.06,0.07,345,322,154,29,33,22,1.04,0.7,0.44
karma,Unknown,raze,36.0,1095,1.05,234.0,1.03,158.4,69%,0.8,0.2,0.16,0.17,879,856,219,173,181,52,1.05,0.79,0.25
karma,Unknown,jett,27.0,833,0.96,212.7,0.98,138.4,64%,0.75,0.15,0.17,0.19,627,640,125,138,158,39,0.96,0.7,0.2
karma,Unknown,killjoy,13.0,406,1.1,214.7,1.17,149.6,70%,0.79,0.14,0.10,0.09,320,273,58,42,36,19,1.1,0.71,0.18
karma,Unknown,neon,13.0,383,0.9,209.8,0.94,133.2,66%,0.74,0.21,0.18,0.22,284,303,80,68,83,18,0.9,0.58,0.28
kasper,Fraggerz,omen,24.0,1633,0.97,183.6,0.95,118.9,72%,0.65,0.42,0.07,0.08,1068,1124,686,117,135,82,0.97,0.78,0.65
kasper,Fraggerz,astra,22.0,1573,1.02,183.1,1.02,120.1,75%,0.67,0.36,0.06,0.07,1055,1037,564,98,115,75,1.02,0.81,0.54
kasper,Fraggerz,skye,21.0,1538,0.94,187.5,0.93,120.1,70%,0.67,0.34,0.07,0.09,1028,1105,518,112,146,73,0.94,0.75,0.51
kasper,Fraggerz,sage,12.0,885,0.87,181.7,0.86,116.8,69%,0.63,0.33,0.06,0.09,561,652,294,56,84,43,0.87,0.64,0.52
katu,Ramboot Club,raze,30.0,2583,1.17,259.7,1.24,169.7,76%,0.88,0.25,0.15,0.11,2262,1828,633,384,284,123,1.17,0.99,0.28
katu,Ramboot Club,kayo,15.0,1277,1.11,211.6,1.06,140.9,73%,0.75,0.44,0.13,0.10,952,897,561,166,122,61,1.11,0.86,0.59
katu,Ramboot Club,skye,11.0,974,0.92,183.4,0.92,123.2,68%,0.66,0.29,0.08,0.11,638,690,286,79,109,46,0.92,0.68,0.44
