Player,Team,Games,SignatureAgentsRankedByUsage,RoundsPlayed,Rating,AverageCombatScore,KillsDeath,KAST,ADPR,KPR,APR,FKPR,FDPR,HeadshotPercent,ClutchSuccessPercent,Kills,Deaths,Assists,FirstKills,FirstDeaths,Year,League,IGL,CleanedRating,AdjustedRating,SelfishIndex,Region
jakee,YFP Gaming,512,"['omen', 'viper', 'jett', 'astra']",281,0.94,192.4,0.89,75%,123.8,0.67,0.33,0.09,0.07,28%,7%,187,211,92,24,21,2023,Challengers,False,0.94,0.68,0.36,Americas
jannyxd,Ramboot Club,306,"['jett', 'raze']",345,1.15,247.7,1.2,74%,156.5,0.87,0.19,0.23,0.14,27%,13%,300,250,66,78,49,2023,Challengers,False,1.15,0.86,0.08,EMEAS
jas,Joblife,292,"['raze', 'jett', 'sova', 'neon']",758,1.12,257.1,1.11,70%,166.1,0.86,0.22,0.2,0.17,26%,16%,651,585,164,155,128,2023,Challengers,False,1.12,0.95,0.1,EMEAS
javiierh,Chivas Esports,71,"['sova', 'skye', 'fade', 'breach', 'gekko']",265,1.23,234.0,1.23,78%,138.3,0.8,0.48,0.14,0.07,17%,25%,212,173,126,37,19,2023,Challengers,False,1.23,0.88,0.3,Americas
ja,NAOS,312,"['jett', 'chamber', 'astra', 'killjoy', 'cypher']",1037,1.04,229.5,1.08,71%,150.6,0.79,0.17,0.2,0.16,24%,18%,824,760,175,204,160,2023,Challengers,False,1.04,0.93,0.13,Pacific
jeee,ZOL Esports,149,"['viper', 'astra', 'sova', 'omen', 'fade']",381,0.95,184.5,0.87,70%,124.0,0.63,0.38,0.09,0.07,27%,13%,239,275,143,34,28,2023,Challengers,False,0.95,0.73,0.48,Pacific
jemkin,Rex Regum Qeon,159,"['jett', 'raze', 'reyna', 'phoenix', 'killjoy']",1537,1.24,261.7,1.31,73%,169.1,0.94,0.17,0.21,0.15,29%,19%,1445,1106,257,316,223,2023,Challengers,False,1.24,1.17,0.03,Pacific
jesse,Barça eSports,373,"['sova', 'omen', 'viper', 'skye', 'sage']",548,1.16,225.6,1.15,74%,147.0,0.82,0.34,0.09,0.06,32%,15%,447,388,186,51,34,2023,Challengers,False,1.16,0.94,0.18,EMEAS
jfoen,ILLICIT,257,"['raze', 'breach', 'omen', 'jett', 'skye']",502,0.99,189.3,0.9,74%,124.2,0.64,0.49,0.08,0.11,29%,13%,322,359,248,41,56,2023,Challengers,False,0.99,0.79,0.63,Americas
jkr,Permitta Unicorns,116,"['sova', 'fade', 'viper']",225,0.73,149.3,0.64,63%,104.9,0.48,0.33,0.03,0.08,22%,3%,109,171,74,6,18,2023,Challengers,False,0.73,0.51,0.66,EMEAS
jkuro,JDG Esports,132,"['jett', 'breach', 'raze', 'harbor', 'chamber']",609,0.95,191.7,0.92,73%,127.0,0.66,0.4,0.06,0.11,22%,17%,402,438,243,38,64,2023,Challengers,True,0.95,0.78,0.45,China
jlerst,Galakticos,298,"['viper', 'astra', 'omen', 'killjoy']",579,1.04,199.4,1.04,74%,130.9,0.72,0.35,0.08,0.06,32%,13%,419,404,201,48,37,2023,Challengers,False,1.04,0.85,0.31,EMEAS
johnolsen,FULL SENSE,390,"['jett', 'raze', 'phoenix', 'breach', 'reyna']",746,1.07,230.8,1.13,72%,152.3,0.8,0.2,0.14,0.13,25%,12%,600,532,152,108,95,2023,Challengers,False,1.07,0.91,0.14,Pacific
johnqt,Sentinels,315,"['chamber', 'killjoy', 'cypher', 'jett', 'viper']",1289,1.07,189.8,1.13,78%,127.6,0.67,0.29,0.06,0.05,22%,22%,864,765,379,77,66,2023,Challengers,True,1.07,0.98,0.32,Americas
jonaaa6,FLUFFY AIMERS,721,"['breach', 'sova', 'kayo', 'astra', 'viper']",1158,0.96,189.6,0.91,72%,122.2,0.64,0.45,0.06,0.08,25%,14%,738,813,521,69,94,2023,Challengers,False,0.96,0.87,0.56,Americas
jonahp,G2 Esports,471,"['skye', 'sova', 'kayo', 'viper', 'jett']",1306,1.08,198.4,1.08,77%,127.4,0.7,0.47,0.09,0.08,28%,23%,909,840,613,118,106,2023,Challengers,False,1.08,1.0,0.47,Americas
jonx,Regnum Carya Esports,227,"['jett', 'raze', 'skye', 'omen', 'sage']",350,0.95,212.7,1.02,65%,136.7,0.75,0.16,0.2,0.17,25%,15%,262,258,55,71,60,2023,Challengers,False,0.95,0.71,0.16,EMEAS
joshs,Alternate Realities,194,"['jett', 'raze', 'astra', 'chamber', 'killjoy']",348,0.84,195.2,0.84,69%,126.0,0.66,0.33,0.1,0.15,24%,,231,275,115,34,51,2023,Challengers,False,0.84,0.63,0.37,Pacific
jow,E-Xolos LAZER,159,"['sova', 'viper', 'gekko', 'skye', 'fade']",502,0.96,197.6,0.91,69%,132.1,0.69,0.3,0.1,0.09,36%,15%,344,377,152,48,45,2023,Challengers,False,0.96,0.77,0.31,Americas
joxjo,RIDDLE ORDER,214,"['breach', 'kayo', 'skye', 'raze', 'fade']",1326,0.88,163.9,0.79,72%,107.7,0.54,0.5,0.07,0.1,20%,16%,718,910,663,88,129,2023,Challengers,True,0.88,0.81,0.89,Pacific
juicy,Disguised,277,"['jett', 'raze', 'reyna', 'yoru']",1100,1.14,229.9,1.21,76%,151.2,0.81,0.24,0.17,0.14,22%,16%,886,733,262,183,159,2023,Challengers,False,1.14,1.03,0.15,Americas
juicy,Disguised,277,"['jett', 'raze', 'reyna', 'yoru']",1100,1.14,229.9,1.21,76%,151.2,0.81,0.24,0.17,0.14,22%,16%,886,733,262,183,159,2023,Challengers,False,1.14,1.03,0.15,Pacific
