Player,Team,Games,SignatureAgentsRankedByUsage,RoundsPlayed,Rating,AverageCombatScore,KillsDeath,KAST,ADPR,KPR,APR,FKPR,FDPR,HeadshotPercent,ClutchSuccessPercent,Kills,Deaths,Assists,FirstKills,FirstDeaths,Year,IGL,CleanedRating,AdjustedRating,SelfishIndex,Region_x,Region_y,Region
near,United Gaming,271,"['sova', 'cypher', 'viper', 'fade', 'skye']",332,1.01,197.4,0.93,69%,133.2,0.68,0.32,0.09,0.08,25%,2%,225,241,106,29,26,2023,False,1.01,0.79,0.34,,,
nephh,Bilibili Gaming,153,"['breach', 'kayo', 'skye', 'killjoy', 'gekko']",1049,1.06,201.7,1.03,76%,130.7,0.71,0.39,0.08,0.06,23%,15%,740,718,414,88,65,2023,False,1.06,0.99,0.36,China,China,China
neth,DetonatioN FocusMe,247,"['raze', 'breach', 'killjoy', 'kayo', 'sage']",923,1.06,201.4,1.05,74%,126.6,0.7,0.42,0.07,0.08,21%,15%,648,620,389,69,75,2023,False,1.06,0.97,0.41,Pacific,Pacific,Pacific
nexi,NAOS,275,"['killjoy', 'cypher', 'chamber', 'kayo', 'viper']",661,1.17,212.5,1.27,77%,142.9,0.78,0.18,0.07,0.05,23%,17%,514,404,118,49,35,2023,False,1.17,1.02,0.14,Pacific,Pacific,Pacific
nhatthong2k,Team Big BAAM,208,"['jett', 'raze']",654,0.92,212.8,0.95,69%,138.6,0.74,0.19,0.2,0.2,23%,18%,482,509,121,129,130,2023,False,0.92,0.8,0.18,Pacific,Pacific,Pacific
nicc,Dragon Ranger Gaming,172,"['kayo', 'omen', 'breach', 'viper', 'skye']",519,1.08,179.1,0.9,73%,127.2,0.65,0.37,0.07,0.09,27%,9%,336,372,194,17,20,2023,True,1.08,0.91,0.43,China,China,China
nicomachine,All Knights,170,"['raze', 'kayo', 'jett', 'breach', 'fade']",516,0.97,206.0,0.91,71%,133.5,0.72,0.33,0.1,0.13,19%,15%,371,406,169,52,67,2023,False,0.97,0.82,0.3,Americas,Americas,Americas
niffy,Sharper Esport,204,"['jett', 'raze', 'breach', 'skye']",592,0.99,186.6,0.93,74%,122.0,0.64,0.45,0.06,0.07,22%,13%,380,410,268,36,39,2023,False,0.99,0.85,0.56,Pacific,Pacific,Pacific
nille,who cars?,153,"['killjoy', 'viper', 'cypher']",385,1.03,210.2,1.05,74%,141.8,0.71,0.22,0.08,0.05,21%,13%,273,260,86,29,20,2023,False,1.03,0.82,0.23,EMEAS,EMEAS,EMEAS
nobita,Sengoku Gaming,131,"['sova', 'fade', 'viper', 'skye']",731,0.98,200.2,0.96,74%,128.8,0.68,0.36,0.09,0.06,19%,10%,497,519,260,63,43,2023,False,0.98,0.87,0.38,Pacific,Pacific,Pacific
noir,Koopa Troopas,139,"['killjoy', 'cypher', 'skye', 'chamber', 'brimstone']",299,0.68,160.1,0.62,59%,111.5,0.53,0.25,0.06,0.12,22%,6%,158,255,76,17,34,2023,False,0.68,0.52,0.46,Pacific,Pacific,Pacific
nolan,ContraxScrub,187,"['raze', 'skye', 'phoenix', 'jett', 'sage']",252,1.03,203.5,1.0,73%,132.3,0.72,0.37,0.08,0.12,25%,14%,182,182,93,20,29,2023,False,1.03,0.77,0.33,,,
norsin,Funcrew,273,"['killjoy', 'cypher', 'omen', 'viper', 'sage']",308,0.96,202.8,0.91,68%,138.9,0.7,0.35,0.09,0.1,26%,14%,215,237,108,28,32,2023,False,0.96,0.74,0.34,Pacific,Pacific,Pacific
nozz,BOBO,291,"['breach', 'astra', 'sage', 'viper', 'killjoy']",399,0.97,181.4,0.93,75%,120.0,0.63,0.33,0.06,0.09,19%,12%,251,269,133,23,35,2023,False,0.97,0.78,0.42,Pacific,Pacific,Pacific
ntk,LAZY,229,"['jett', 'killjoy', 'cypher', 'brimstone', 'omen']",740,0.98,192.4,0.93,67%,130.1,0.66,0.26,0.11,0.09,22%,17%,489,524,193,80,64,2023,False,0.98,0.87,0.31,Pacific,Pacific,Pacific
ntk,XLD Gaming,417,"['sova', 'raze', 'breach', 'skye']",1232,1.08,197.1,1.06,75%,126.3,0.67,0.44,0.07,0.07,20%,20%,829,780,547,82,92,2023,False,1.08,1.03,0.49,Americas,Americas,Americas
nyczu,ESC Gaming,340,"['viper', 'killjoy', 'cypher', 'breach']",587,0.85,168.2,0.82,67%,116.7,0.59,0.22,0.05,0.06,23%,15%,348,423,130,29,33,2023,False,0.85,0.73,0.35,EMEAS,EMEAS,EMEAS
obnoks,MOUZ,344,"['skye', 'omen', 'killjoy', 'phoenix', 'brimstone']",503,1.03,188.0,1.0,77%,124.6,0.64,0.41,0.08,0.05,27%,16%,322,322,207,38,26,2023,False,1.03,0.86,0.5,EMEAS,EMEAS,EMEAS
oderus,Moist x Shopify,509,"['viper', 'killjoy', 'jett', 'cypher', 'astra']",281,1.08,212.4,1.09,69%,145.2,0.73,0.17,0.1,0.12,22%,16%,205,188,47,27,34,2023,False,1.08,0.82,0.18,Americas,Americas,Americas
oitan,IGZIST,217,"['killjoy', 'cypher', 'viper', 'chamber', 'kayo']",708,0.97,195.6,0.92,68%,137.0,0.66,0.23,0.08,0.1,23%,11%,468,506,162,56,71,2023,True,0.97,0.86,0.28,Pacific,Pacific,Pacific
olizera,UCAM Esports Club,240,"['killjoy', 'raze', 'cypher', 'reyna', 'chamber']",659,0.87,199.1,0.84,64%,137.5,0.66,0.22,0.12,0.15,23%,16%,434,515,143,77,99,2023,False,0.87,0.76,0.27,EMEAS,EMEAS,EMEAS
oniby,Akroma,248,"['sova', 'fade', 'sage', 'killjoy', 'cypher']",407,1.02,197.7,0.96,74%,133.0,0.65,0.33,0.06,0.08,28%,9%,264,274,135,26,31,2023,False,1.02,0.82,0.39,EMEAS,EMEAS,EMEAS
owen-q-t,OLD STINKY CAT,129,"['omen', 'viper', 'astra', 'brimstone', 'harbor']",475,0.86,168.6,0.78,67%,113.3,0.59,0.4,0.07,0.12,25%,17%,280,357,190,34,57,2023,False,0.86,0.71,0.58,Pacific,Pacific,Pacific
oxy,Cloud9,314,"['jett', 'raze', 'chamber']",1010,1.05,244.7,1.09,71%,157.5,0.85,0.18,0.2,0.18,23%,20%,862,793,178,202,179,2023,False,1.05,0.98,0.09,Americas,Americas,Americas
p1na,Team Big BAAM,212,"['astra', 'viper', 'omen', 'brimstone']",546,1.06,189.5,1.04,73%,121.6,0.7,0.45,0.05,0.08,31%,12%,381,368,243,28,45,2023,False,1.06,0.9,0.45,Pacific,Pacific,Pacific
pa1ka,DVM Esport,122,"['jett', 'killjoy', 'cypher', 'raze', 'viper']",257,0.87,206.3,0.92,60%,134.8,0.7,0.18,0.18,0.21,33%,7%,181,197,46,47,53,2023,False,0.87,0.65,0.21,EMEAS,EMEAS,EMEAS
padisah,Galatasaray Esports,182,"['killjoy', 'cypher', 'viper', 'breach', 'omen']",868,0.94,199.6,0.97,67%,135.1,0.71,0.17,0.09,0.11,28%,16%,612,632,145,76,95,2023,False,0.94,0.86,0.19,EMEAS,EMEAS,EMEAS
paincakes,FLUFFY AIMERS,525,"['omen', 'sova', 'raze', 'viper', 'kayo']",668,1.06,212.4,1.07,72%,134.8,0.75,0.31,0.13,0.11,29%,16%,500,467,209,84,75,2023,True,1.06,0.93,0.25,Americas,Americas,Americas
pancc,Hero Base,214,"['viper', 'killjoy', 'cypher', 'chamber', 'fade']",1232,1.07,203.5,1.15,72%,135.7,0.71,0.23,0.09,0.08,23%,17%,874,760,287,108,99,2023,False,1.07,1.02,0.23,Americas,Americas,Americas
papichulo,NAOS,317,"['killjoy', 'viper', 'omen', 'cypher', 'kayo']",1037,1.19,211.7,1.24,81%,135.9,0.75,0.39,0.07,0.05,27%,20%,781,628,400,68,52,2023,False,1.19,1.11,0.31,Pacific,Pacific,Pacific
paradox,Revenant Esports,346,"['jett', 'raze', 'omen', 'kayo', 'cypher']",265,1.06,237.2,1.07,67%,155.3,0.81,0.28,0.14,0.17,24%,26%,215,201,73,36,44,2023,False,1.06,0.8,0.17,Pacific,Pacific,Pacific
patmen,ZOL Esports,157,"['killjoy', 'sova', 'raze', 'fade', 'skye']",419,0.93,198.7,0.89,66%,134.6,0.69,0.28,0.08,0.11,30%,13%,291,327,119,34,44,2023,False,0.93,0.76,0.29,Pacific,Pacific,Pacific
paura,BBL Esports,352,"['cypher', 'killjoy', 'sage', 'breach', 'kayo']",1074,0.89,189.7,0.95,67%,122.2,0.66,0.18,0.13,0.15,30%,18%,709,743,188,136,165,2023,True,0.89,0.84,0.24,EMEAS,EMEAS,EMEAS
pedio,Barn nong chok,96,"['sova', 'viper', 'gekko', 'cypher', 'killjoy']",254,0.97,191.8,0.89,67%,132.4,0.68,0.3,0.08,0.11,29%,9%,172,194,77,20,27,2023,False,0.97,0.72,0.32,Pacific,Pacific,Pacific
peloncito,TP REVEN,125,"['sova', 'skye', 'gekko', 'harbor', 'fade']",284,0.94,194.1,0.86,68%,120.3,0.65,0.43,0.06,0.06,26%,10%,184,215,123,17,18,2023,False,0.94,0.71,0.51,Americas,Americas,Americas
penny,YFP Gaming,300,"['jett', 'raze', 'chamber']",1010,0.93,175.7,0.86,74%,114.3,0.61,0.42,0.07,0.09,20%,8%,613,715,429,66,93,2023,False,0.93,0.87,0.57,Americas,Americas,Americas
persia,Sin Prisa Gaming,197,"['omen', 'killjoy', 'astra', 'phoenix', 'reyna']",743,1.1,199.4,1.08,73%,129.6,0.71,0.41,0.09,0.1,26%,23%,526,487,303,66,77,2023,False,1.1,0.98,0.38,Pacific,Pacific,Pacific
phatt,PPP,345,"['killjoy', 'cypher', 'kayo', 'skye', 'breach']",458,0.91,164.3,0.83,72%,104.6,0.57,0.45,0.05,0.06,28%,10%,261,313,204,21,29,2023,True,0.91,0.75,0.7,EMEAS,EMEAS,EMEAS
phequa,iPGN,133,"['jett', 'neon', 'raze', 'phoenix', 'reyna']",299,0.87,203.6,0.8,63%,132.7,0.69,0.21,0.22,0.2,26%,5%,206,259,64,61,56,2023,False,0.87,0.67,0.24,Pacific,Pacific,Pacific
pho,Evil Geniuses,525,"['sova', 'omen', 'viper', 'astra', 'sage']",350,0.88,193.9,0.84,63%,133.8,0.65,0.23,0.1,0.09,22%,17%,226,268,82,34,31,2023,False,0.88,0.69,0.29,Americas,Americas,Americas
pinocchios,Sharper Esport,310,"['breach', 'skye', 'phoenix', 'kayo', 'sova']",708,0.92,181.6,0.83,70%,115.8,0.61,0.5,0.05,0.09,23%,20%,433,521,357,38,62,2023,False,0.92,0.81,0.71,Pacific,Pacific,Pacific
pleets,THE 7,275,"['omen', 'astra', 'brimstone', 'sage', 'viper']",952,0.83,159.3,0.76,70%,102.1,0.53,0.47,0.07,0.11,14%,24%,507,669,443,62,104,2023,False,0.83,0.77,0.84,Americas,Americas,Americas
poised,TSM,396,"['omen', 'killjoy', 'cypher', 'skye', 'kayo']",785,1.08,214.5,1.1,73%,138.0,0.75,0.25,0.07,0.08,23%,8%,589,536,200,58,59,2023,True,1.08,0.97,0.21,Americas,Americas,Americas
pollo,THE 7,226,"['jett', 'chamber', 'skye', 'breach', 'raze']",952,1.0,203.8,0.97,71%,130.0,0.7,0.33,0.14,0.13,22%,14%,662,684,311,129,122,2023,False,1.0,0.92,0.32,Americas,Americas,Americas
polvi,Global Esports,368,"['jett', 'raze']",228,1.02,216.6,0.98,73%,137.4,0.75,0.36,0.17,0.16,23%,21%,170,174,82,39,37,2023,False,1.02,0.75,0.28,Pacific,Pacific,Pacific
popogachi,IGZIST,212,"['sova', 'fade', 'skye', 'sage']",923,1.06,200.0,1.03,72%,135.5,0.68,0.35,0.07,0.06,22%,16%,632,613,323,65,56,2023,False,1.06,0.97,0.37,Pacific,Pacific,Pacific
potter,XERXIA Esports,123,"['jett', 'raze', 'neon']",668,1.06,242.7,1.13,69%,158.3,0.85,0.16,0.24,0.19,29%,16%,569,503,107,162,129,2023,False,1.06,0.93,0.09,Pacific,Pacific,Pacific
pr0xy,Maru Gaming,148,"['killjoy', 'cypher', 'chamber', 'omen', 'viper']",670,0.95,179.8,0.95,64%,122.3,0.65,0.24,0.06,0.08,29%,17%,434,459,159,37,52,2023,False,0.95,0.83,0.3,Pacific,Pacific,Pacific
prask,FUSION,61,"['killjoy', 'cypher', 'viper', 'gekko', 'deadlock']",376,0.77,177.1,0.73,63%,118.6,0.56,0.2,0.09,0.1,21%,9%,212,292,75,32,39,2023,True,0.77,0.61,0.36,Americas,Americas,Americas
prince,THE 7,240,"['viper', 'breach', 'killjoy', 'cypher', 'omen']",300,0.91,180.1,0.91,69%,124.6,0.62,0.23,0.05,0.06,25%,9%,187,205,70,15,19,2023,False,0.91,0.7,0.33,Americas,Americas,Americas
profek,GoNext Esports,213,"['omen', 'viper', 'astra', 'chamber', 'killjoy']",440,1.05,191.4,1.09,75%,120.8,0.71,0.38,0.06,0.07,25%,13%,313,287,167,25,31,2023,False,1.05,0.86,0.35,EMEAS,EMEAS,EMEAS
psy,Medal Esports,424,"['sova', 'jett', 'kayo', 'killjoy', 'phoenix']",681,0.92,180.8,0.88,72%,122.6,0.61,0.34,0.06,0.07,21%,16%,414,471,229,43,51,2023,False,0.92,0.81,0.46,Pacific,Pacific,Pacific
ptc,FULL SENSE,395,"['jett', 'breach', 'killjoy', 'viper', 'chamber']",732,1.13,210.1,1.22,76%,143.9,0.74,0.28,0.08,0.08,24%,21%,545,448,205,62,58,2023,False,1.13,1.0,0.24,Pacific,Pacific,Pacific
puleule,KRÜ BLAZE,162,"['breach', 'viper', 'killjoy', 'sova', 'omen']",540,0.88,172.9,0.85,70%,117.9,0.61,0.26,0.07,0.09,19%,10%,329,388,140,40,48,2023,False,0.88,0.74,0.37,GameChangers,GameChangers,GameChangers
purp0,GIANTX,254,"['jett', 'cypher', 'raze', 'kayo', 'skye']",476,0.92,181.5,0.91,73%,119.4,0.63,0.36,0.12,0.1,35%,25%,301,330,169,55,47,2023,False,0.92,0.76,0.45,EMEAS,EMEAS,EMEAS
pxs,Stellae Gaming,236,"['jett', 'raze', 'chamber', 'neon', 'killjoy']",247,1.05,212.8,1.07,68%,140.2,0.72,0.17,0.14,0.15,23%,21%,177,166,41,35,36,2023,True,1.05,0.78,0.19,Americas,Americas,Americas
quick,UCAM Esports Club,266,"['sova', 'astra', 'fade', 'omen', 'jett']",563,0.85,146.1,0.77,67%,99.1,0.52,0.3,0.04,0.07,25%,11%,295,383,169,20,42,2023,True,0.85,0.72,0.54,EMEAS,EMEAS,EMEAS
qxv,ESC Gaming,327,"['jett', 'killjoy', 'chamber', 'breach', 'raze']",692,0.96,191.3,0.89,72%,125.9,0.67,0.38,0.08,0.07,27%,13%,461,516,266,53,50,2023,False,0.96,0.84,0.41,EMEAS,EMEAS,EMEAS
q,BLX UTD,114,"['astra', 'fade', 'viper', 'sova', 'omen']",344,0.78,157.3,0.71,62%,108.0,0.56,0.26,0.08,0.11,34%,14%,191,269,89,26,38,2023,False,0.78,0.61,0.43,EMEAS,EMEAS,EMEAS
raafa,Hero Base,174,"['kayo', 'skye', 'sage', 'sova', 'killjoy']",1232,0.99,190.6,1.01,72%,120.0,0.67,0.38,0.1,0.11,20%,10%,821,813,465,120,136,2023,True,0.99,0.95,0.41,Americas,Americas,Americas
raigard,Santa Gang,151,"['omen', 'raze', 'kayo', 'breach', 'viper']",553,0.88,175.2,0.8,71%,111.3,0.59,0.5,0.08,0.1,20%,19%,325,404,277,45,55,2023,False,0.88,0.75,0.76,Pacific,Pacific,Pacific
rainy,ONE Team Esports,299,"['breach', 'omen', 'sage', 'astra', 'killjoy']",567,0.98,179.7,0.95,73%,121.4,0.62,0.35,0.05,0.06,24%,11%,354,373,197,29,35,2023,True,0.98,0.84,0.46,Pacific,Pacific,Pacific
rain,CNJ Esports,130,"['raze', 'sova', 'kayo', 'phoenix', 'fade']",471,0.71,165.1,0.65,64%,111.3,0.53,0.35,0.08,0.14,25%,7%,251,384,163,36,68,2023,False,0.71,0.59,0.6,Pacific,Pacific,Pacific
rapheleen,Le Crapaud,203,"['sova', 'breach', 'killjoy', 'sage', 'phoenix']",228,1.02,206.6,0.98,73%,141.1,0.7,0.32,0.12,0.1,20%,16%,159,162,73,27,23,2023,False,1.02,0.75,0.31,Pacific,Pacific,Pacific
ray4c,Alter Ego,174,['raze'],793,0.92,221.4,0.9,70%,137.7,0.72,0.25,0.15,0.2,10%,28%,573,637,201,119,160,2023,False,0.92,0.83,0.24,Pacific,Pacific,Pacific
rdeew,JiJieHao,311,"['viper', 'cypher', 'chamber', 'sova', 'killjoy']",846,1.07,205.1,1.1,73%,133.6,0.72,0.29,0.1,0.09,23%,19%,613,556,247,81,79,2023,False,1.07,0.97,0.27,Pacific,Pacific,Pacific
reality,Sharper Esport,116,"['killjoy', 'chamber', 'cypher', 'kayo', 'viper']",592,0.82,169.3,0.82,64%,116.4,0.58,0.18,0.07,0.12,24%,12%,344,422,108,41,69,2023,False,0.82,0.7,0.32,Pacific,Pacific,Pacific
reazy,BBL Esports,203,"['sova', 'fade', 'sage', 'astra', 'skye']",1115,1.01,191.9,1.0,73%,129.2,0.68,0.31,0.06,0.06,30%,18%,760,757,347,65,66,2023,False,1.01,0.95,0.33,EMEAS,EMEAS,EMEAS
rebo,ROSE,790,"['astra', 'viper', 'cypher', 'sage', 'brimstone']",417,1.09,210.8,1.07,70%,135.0,0.74,0.41,0.11,0.13,23%,11%,310,290,173,45,53,2023,False,1.09,0.88,0.34,Americas,Americas,Americas
redwesty,WLGaming Esports,58,"['omen', 'kayo', 'viper', 'brimstone', 'sage']",228,0.6,143.3,0.57,62%,96.0,0.47,0.37,0.07,0.12,28%,6%,108,188,84,17,27,2023,False,0.6,0.44,0.76,EMEAS,EMEAS,EMEAS
reeq,Cynical,204,"['viper', 'omen', 'skye', 'astra', 'killjoy']",522,0.88,172.1,0.83,69%,112.2,0.61,0.37,0.06,0.09,25%,10%,318,385,193,30,45,2023,False,0.88,0.74,0.5,Pacific,Pacific,Pacific
retla,BLEED,186,"['killjoy', 'cypher', 'sage', 'viper', 'reyna']",497,0.96,200.2,0.94,66%,137.4,0.7,0.17,0.08,0.11,18%,13%,350,372,86,42,54,2023,False,0.96,0.8,0.2,Pacific,Pacific,Pacific
retrq,special grade,861,"['jett', 'sova', 'omen', 'sage', 'raze']",338,1.07,234.9,1.18,69%,151.4,0.83,0.16,0.18,0.13,22%,27%,282,239,53,62,44,2023,False,1.07,0.84,0.1,Americas,Americas,Americas
ri0,True Rippers,317,"['sova', 'fade', 'skye']",282,0.9,184.1,0.84,66%,118.9,0.63,0.28,0.07,0.1,31%,14%,178,212,80,21,27,2023,False,0.9,0.68,0.36,Pacific,Pacific,Pacific
ri4d,Formulation Gaming,172,"['sova', 'killjoy', 'kayo', 'skye', 'omen']",229,0.89,189.9,0.86,65%,126.1,0.67,0.2,0.1,0.1,25%,17%,153,177,45,22,24,2023,False,0.89,0.65,0.25,EMEAS,EMEAS,EMEAS
ria,FENNEL,69,"['raze', 'viper', 'jett', 'astra', 'omen']",254,0.92,201.8,0.9,70%,133.9,0.67,0.32,0.1,0.08,24%,22%,169,188,81,25,20,2023,False,0.92,0.69,0.35,Pacific,Pacific,Pacific
riens,Team Heretics,305,"['sova', 'breach', 'skye', 'jett', 'sage']",1074,1.06,204.6,1.06,74%,134.7,0.71,0.36,0.07,0.07,33%,21%,759,719,384,75,76,2023,False,1.06,1.0,0.34,EMEAS,EMEAS,EMEAS
ripablo,IGZIST,186,"['omen', 'astra', 'brimstone', 'viper', 'phoenix']",708,0.79,151.8,0.73,68%,96.5,0.53,0.4,0.05,0.09,23%,17%,375,511,280,37,61,2023,False,0.79,0.7,0.69,Pacific,Pacific,Pacific
rizkymd,Le Crapaud,145,"['omen', 'breach', 'skye', 'kayo', 'viper']",363,0.93,190.9,0.9,74%,124.0,0.67,0.36,0.07,0.1,23%,9%,242,270,130,27,37,2023,False,0.93,0.74,0.39,Pacific,Pacific,Pacific
rnd,TBK Esports,271,"['jett', 'chamber', 'killjoy', 'raze', 'skye']",631,0.99,210.9,1.1,70%,133.3,0.74,0.18,0.14,0.11,19%,21%,467,426,111,86,70,2023,False,0.99,0.86,0.18,Americas,Americas,Americas
robbiebk,Joblife,220,"['sova', 'skye', 'fade', 'breach']",659,0.97,181.0,0.92,71%,121.5,0.64,0.32,0.06,0.08,29%,15%,422,461,209,41,52,2023,True,0.97,0.85,0.39,EMEAS,EMEAS,EMEAS
rocket,Gamax Esports,400,"['jett', 'raze']",713,1.01,235.5,1.08,66%,148.4,0.82,0.15,0.22,0.19,24%,20%,584,541,108,155,138,2023,False,1.01,0.89,0.1,EMEAS,EMEAS,EMEAS
roden,Cicadas Gaming,337,"['raze', 'sova', 'jett', 'breach', 'skye']",404,1.0,189.2,0.93,75%,118.4,0.66,0.51,0.07,0.09,24%,26%,265,285,206,28,36,2023,False,1.0,0.81,0.62,EMEAS,EMEAS,EMEAS
rossy,T1,463,"['viper', 'astra', 'breach', 'sova', 'kayo']",1280,1.11,218.3,1.11,76%,138.0,0.76,0.46,0.08,0.08,23%,15%,973,873,588,100,100,2023,False,1.11,1.07,0.35,Pacific,Pacific,Pacific
runi,Cloud9,490,"['sova', 'fade', 'breach', 'viper']",688,1.15,224.5,1.13,73%,149.0,0.77,0.37,0.08,0.06,28%,15%,532,469,255,54,43,2023,True,1.15,1.01,0.26,Americas,Americas,Americas
runner,Team Vitality,228,"['raze', 'jett', 'chamber', 'kayo', 'cypher']",807,1.09,249.2,1.12,72%,159.1,0.85,0.21,0.21,0.16,24%,19%,684,611,169,172,128,2023,False,1.09,0.98,0.1,EMEAS,EMEAS,EMEAS
russ,Global Esports,387,"['sage', 'skye', 'breach', 'kayo', 'jett']",689,0.92,178.1,0.89,73%,114.3,0.61,0.45,0.06,0.09,31%,19%,420,474,311,43,65,2023,False,0.92,0.81,0.62,Pacific,Pacific,Pacific
russ,S2G Esports,307,"['jett', 'sova', 'raze', 'sage', 'reyna']",1074,0.99,224.5,1.07,71%,145.5,0.8,0.14,0.2,0.16,25%,13%,864,806,145,216,168,2023,False,0.99,0.93,0.11,EMEAS,EMEAS,EMEAS
ruxic,Fire Flux Esports,237,"['viper', 'omen', 'kayo', 'astra', 'breach']",1033,1.04,198.2,1.0,73%,131.8,0.68,0.4,0.09,0.09,30%,14%,707,707,415,96,96,2023,False,1.04,0.97,0.42,EMEAS,EMEAS,EMEAS
rvk,True Rippers,463,"['viper', 'cypher', 'killjoy', 'sova', 'fade']",688,0.93,165.4,0.9,73%,109.6,0.57,0.36,0.05,0.07,29%,12%,395,441,245,35,46,2023,False,0.93,0.82,0.55,Pacific,Pacific,Pacific
ryotzz,Hero Base,199,"['sova', 'skye', 'killjoy', 'breach', 'sage']",752,0.95,180.7,0.87,73%,118.1,0.61,0.46,0.06,0.12,16%,15%,456,525,346,46,92,2023,False,0.95,0.85,0.64,Americas,Americas,Americas
saiko,Ramboot Club,305,"['jett', 'raze', 'phoenix', 'sova']",435,0.91,225.2,0.96,63%,146.1,0.79,0.17,0.22,0.23,29%,5%,342,358,76,95,100,2023,False,0.91,0.74,0.13,EMEAS,EMEAS,EMEAS
saiz,Barça eSports,231,"['sova', 'killjoy', 'cypher', 'viper', 'sage']",568,0.95,176.9,0.92,66%,121.7,0.64,0.18,0.06,0.07,34%,11%,361,394,102,35,40,2023,False,0.95,0.81,0.26,EMEAS,EMEAS,EMEAS
sakurai,CREST GAMING Zst,149,"['jett', 'skye', 'kayo', 'raze', 'sage']",668,0.86,178.6,0.81,70%,113.2,0.61,0.35,0.08,0.12,28%,13%,405,500,231,55,79,2023,False,0.86,0.75,0.47,Pacific,Pacific,Pacific
sand,The Ultimates,369,"['killjoy', 'cypher', 'chamber', 'viper', 'astra']",1147,1.07,202.1,1.1,71%,138.9,0.73,0.18,0.08,0.07,28%,22%,836,759,204,88,76,2023,False,1.07,1.01,0.18,EMEAS,EMEAS,EMEAS
santagolf,Santa Gang,326,"['killjoy', 'cypher', 'astra', 'sage', 'jett']",668,1.03,190.8,1.03,71%,127.2,0.69,0.16,0.07,0.06,22%,15%,459,444,105,45,37,2023,False,1.03,0.9,0.2,Pacific,Pacific,Pacific
secret,FearX,191,"['skye', 'breach', 'raze', 'kayo', 'cypher']",392,0.91,188.5,0.85,71%,122.2,0.62,0.45,0.06,0.12,22%,14%,243,285,176,24,47,2023,False,0.91,0.73,0.6,Pacific,Pacific,Pacific
seider,FOKUS,343,"['viper', 'astra', 'omen', 'sova', 'reyna']",291,1.06,194.6,1.06,74%,127.7,0.71,0.34,0.09,0.12,32%,17%,207,195,100,25,34,2023,True,1.06,0.81,0.32,EMEAS,EMEAS,EMEAS
seph1roth,Made in Thailand,144,"['viper', 'jett', 'raze', 'killjoy', 'sage']",592,1.03,242.5,1.08,66%,155.3,0.84,0.16,0.24,0.21,27%,23%,495,459,94,142,123,2023,False,1.03,0.88,0.1,Pacific,Pacific,Pacific
seven,TSM,446,"['jett', 'chamber', 'killjoy', 'raze', 'gekko']",813,0.99,202.3,1.01,71%,133.1,0.7,0.2,0.13,0.13,20%,13%,568,565,166,109,103,2023,False,0.99,0.89,0.22,Americas,Americas,Americas
sevire,Solary,152,"['jett', 'chamber', 'breach', 'kayo', 'sage']",546,0.98,189.8,0.96,72%,123.9,0.67,0.31,0.12,0.11,22%,28%,368,384,170,65,61,2023,False,0.98,0.83,0.34,EMEAS,EMEAS,EMEAS
sh0twell,Zen eSports,122,"['jett', 'raze', 'omen', 'astra', 'brimstone']",367,1.02,209.8,0.98,71%,141.8,0.71,0.35,0.11,0.11,21%,9%,262,266,128,40,39,2023,False,1.02,0.81,0.33,Americas,Americas,Americas
shadow,KOI,343,"['breach', 'sova', 'skye', 'kayo', 'sage']",1046,1.01,181.7,1.02,79%,115.2,0.65,0.44,0.05,0.05,21%,22%,682,671,464,52,55,2023,False,1.01,0.94,0.52,EMEAS,EMEAS,EMEAS
shalaby,Team RA'AD,393,"['raze', 'killjoy', 'jett', 'kayo']",732,1.07,201.7,1.1,72%,132.9,0.71,0.25,0.07,0.06,23%,17%,520,473,182,50,45,2023,False,1.07,0.95,0.25,EMEAS,EMEAS,EMEAS
shazeon,Eintracht Frankfurt,293,"['viper', 'sova', 'cypher', 'killjoy', 'chamber']",833,0.81,167.5,0.77,68%,113.4,0.58,0.31,0.08,0.08,26%,12%,483,625,261,67,66,2023,False,0.81,0.73,0.47,EMEAS,EMEAS,EMEAS
shhhack,G2 Esports,163,"['viper', 'omen', 'astra', 'brimstone', 'kayo']",517,0.92,162.4,0.82,73%,104.2,0.55,0.48,0.06,0.08,22%,22%,283,344,246,30,43,2023,False,0.92,0.77,0.81,Americas,Americas,Americas
shiba,Ninjas in Galaxy,216,"['sova', 'sage', 'breach', 'skye']",429,0.86,173.7,0.8,66%,118.7,0.59,0.29,0.07,0.11,27%,21%,254,319,125,30,48,2023,False,0.86,0.7,0.43,Pacific,Pacific,Pacific
shinsei,Kizuna Esports,101,"['jett', 'reyna', 'cypher', 'killjoy', 'raze']",598,0.98,239.5,1.01,67%,151.0,0.83,0.14,0.24,0.24,32%,23%,496,491,84,144,145,2023,False,0.98,0.84,0.09,Pacific,Pacific,Pacific
shion,THE 7,270,"['sova', 'breach', 'skye', 'kayo', 'killjoy']",876,1.05,204.7,1.01,73%,132.1,0.7,0.41,0.08,0.08,22%,19%,617,612,355,70,70,2023,False,1.05,0.96,0.4,Americas,Americas,Americas
shiro,BOOM Esports,281,"['sova', 'breach', 'viper']",1270,1.08,195.4,1.04,78%,129.6,0.68,0.44,0.07,0.05,25%,17%,867,831,556,84,68,2023,False,1.08,1.04,0.47,Pacific,Pacific,Pacific
