Player,Team,Games,SignatureAgentsRankedByUsage,RoundsPlayed,Rating,AverageCombatScore,KillsDeath,KAST,ADPR,KPR,APR,FKPR,FDPR,HeadshotPercent,ClutchSuccessPercent,Kills,Deaths,Assists,FirstKills,FirstDeaths,Year,IGL,CleanedRating,AdjustedRating,SelfishIndex,Region_x,Region_y,Region
aslanm4shadow,S2G Esports,246,"['omen', 'sage', 'astra', 'jett', 'killjoy']",314,1.17,234.7,1.15,76%,154.2,0.83,0.29,0.05,0.06,31%,21%,261,227,92,17,18,2024,False,1.17,0.9,0.15,EMEAS,EMEAS,EMEAS
astr0,Carti World,153,"['omen', 'viper', 'astra', 'jett']",491,0.97,187.2,0.91,74%,123.6,0.65,0.42,0.07,0.06,28%,16%,321,353,208,33,30,2024,False,0.97,0.81,0.5,Pacific,Pacific,Pacific
avez,NASR Esports,404,"['raze', 'jett', 'sova', 'viper', 'sage']",1115,1.11,209.6,1.11,74%,142.1,0.75,0.31,0.07,0.08,30%,15%,832,749,343,83,94,2024,False,1.11,1.05,0.25,EMEAS,EMEAS,EMEAS
avova,Apeks,370,"['omen', 'astra', 'viper', 'brimstone']",1165,1.14,188.7,1.22,78%,122.8,0.7,0.36,0.07,0.07,40%,28%,815,668,421,86,77,2024,False,1.14,1.08,0.35,EMEAS,EMEAS,EMEAS
ayman,Blitz Esports,51,"['jett', 'raze']",201,0.81,202.3,0.78,64%,138.2,0.67,0.2,0.15,0.23,20%,17%,135,173,40,31,47,2024,False,0.81,0.58,0.25,Pacific,Pacific,Pacific
azoh,EDGE,100,"['sova', 'viper', 'jett', 'breach', 'skye']",349,0.92,164.7,0.85,68%,111.0,0.57,0.37,0.05,0.12,21%,20%,199,234,128,18,42,2024,False,0.92,0.72,0.57,Pacific,Pacific,Pacific
azury,UCAM Esports Club,243,"['viper', 'killjoy', 'omen', 'cypher', 'chamber']",390,1.0,182.9,0.99,73%,119.4,0.65,0.39,0.06,0.09,32%,20%,254,257,151,22,34,2024,False,1.0,0.8,0.46,EMEAS,EMEAS,EMEAS
b-nhmj,Rapid Lofi,73,"['cypher', 'killjoy', 'sova', 'skye', 'gekko']",370,0.94,190.1,0.99,69%,124.1,0.7,0.24,0.06,0.1,33%,22%,260,262,90,23,37,2024,False,0.94,0.75,0.25,Pacific,Pacific,Pacific
b1ngxun,Five Ace Esports,30,"['killjoy', 'cypher']",287,1.01,198.6,1.02,67%,136.1,0.7,0.21,0.06,0.09,34%,17%,202,199,59,16,27,2024,False,1.01,0.77,0.23,Pacific,Pacific,Pacific
b1sk,ZY Gaming,376,"['jett', 'raze', 'chamber', 'cypher']",710,1.15,232.9,1.25,72%,154.0,0.84,0.15,0.2,0.15,22%,20%,595,476,108,139,106,2024,False,1.15,1.02,0.09,China,China,China
b3ta,XERXIA Esports,424,"['omen', 'astra', 'brimstone', 'viper', 'breach']",959,0.84,177.0,0.8,68%,116.1,0.61,0.35,0.08,0.11,31%,23%,589,740,334,74,101,2024,True,0.84,0.78,0.47,Pacific,Pacific,Pacific
babax,Zerance,188,"['omen', 'astra', 'viper', 'brimstone', 'fade']",763,0.96,176.2,0.9,72%,116.6,0.61,0.35,0.06,0.07,27%,20%,467,517,268,47,57,2024,False,0.96,0.86,0.47,EMEAS,EMEAS,EMEAS
baha,İstanbul Wildcats,108,"['skye', 'viper', 'sova', 'omen', 'raze']",794,0.9,192.6,0.86,68%,131.3,0.67,0.31,0.07,0.1,31%,18%,531,620,247,58,78,2024,False,0.9,0.81,0.34,EMEAS,EMEAS,EMEAS
bandicoot,TP REVEN,230,"['jett', 'omen', 'astra', 'viper', 'brimstone']",313,0.84,144.9,0.76,71%,93.7,0.51,0.35,0.05,0.07,27%,3%,159,210,111,15,22,2024,False,0.84,0.65,0.64,Americas,Americas,Americas
bard0lf,NOM Esports,158,"['sage', 'omen', 'viper', 'kayo', 'breach']",438,1.04,224.0,1.04,70%,150.0,0.79,0.28,0.09,0.1,43%,10%,346,334,123,39,44,2024,False,1.04,0.85,0.19,EMEAS,EMEAS,EMEAS
basya,genziary,238,"['cypher', 'killjoy', 'viper']",215,0.91,184.8,0.85,69%,131.4,0.66,0.24,0.07,0.07,29%,24%,142,167,51,15,16,2024,False,0.91,0.66,0.29,EMEAS,EMEAS,EMEAS
bati,SK Gaming,295,"['sova', 'breach', 'omen', 'skye']",399,0.83,155.7,0.75,71%,101.2,0.53,0.43,0.07,0.09,18%,13%,212,281,173,26,34,2024,False,0.83,0.67,0.75,EMEAS,EMEAS,EMEAS
batujnax,S2G Esports,29,"['raze', 'sova', 'neon', 'omen', 'jett']",304,0.91,209.5,0.89,69%,135.9,0.69,0.27,0.17,0.17,20%,16%,209,234,82,52,53,2024,False,0.91,0.7,0.28,EMEAS,EMEAS,EMEAS
bbc,Crocodile Tears,53,"['omen', 'kayo', 'skye', 'gekko', 'fade']",226,0.98,192.9,0.95,68%,125.7,0.71,0.37,0.1,0.06,30%,23%,161,170,84,23,14,2024,False,0.98,0.71,0.34,Pacific,Pacific,Pacific
bdog,YFP Gaming,485,"['jett', 'omen', 'chamber', 'raze', 'astra']",923,0.97,201.5,0.97,71%,129.4,0.7,0.3,0.12,0.13,27%,18%,645,664,277,115,120,2024,False,0.97,0.89,0.3,Americas,Americas,Americas
benjii,Life's a Game,611,"['killjoy', 'cypher', 'chamber', 'jett']",462,0.94,173.6,0.94,67%,119.0,0.62,0.18,0.07,0.07,28%,21%,288,305,82,31,33,2024,False,0.94,0.78,0.28,Americas,Americas,Americas
benny,CGN Esports,442,"['raze', 'phoenix', 'sage', 'skye', 'gekko']",1402,0.78,158.5,0.79,66%,104.1,0.56,0.23,0.09,0.13,27%,11%,789,1002,320,125,183,2024,True,0.78,0.76,0.39,EMEAS,EMEAS,EMEAS
berserx,BOOM Esports,382,"['jett', 'killjoy', 'raze', 'cypher', 'neon']",1192,1.12,200.9,1.18,75%,137.5,0.72,0.24,0.08,0.07,23%,16%,855,723,287,91,85,2024,False,1.12,1.07,0.23,Pacific,Pacific,Pacific
bezn1,TBK Esports,253,"['killjoy', 'cypher', 'jett', 'viper', 'sova']",735,0.95,198.8,0.92,70%,128.6,0.67,0.32,0.07,0.1,25%,20%,490,535,234,51,74,2024,False,0.95,0.84,0.35,Americas,Americas,Americas
bgg,R8 Esports,452,"['omen', 'astra', 'viper', 'brimstone']",1413,0.97,180.4,0.98,73%,119.5,0.65,0.32,0.11,0.1,27%,15%,917,937,451,153,141,2024,True,0.97,0.95,0.38,EMEAS,EMEAS,EMEAS
biggiecheese,Arena Internet Cafe,166,"['omen', 'viper', 'brimstone', 'astra', 'kayo']",738,0.95,189.9,0.94,68%,127.4,0.66,0.31,0.07,0.11,27%,15%,487,516,230,55,83,2024,False,0.95,0.84,0.35,Pacific,Pacific,Pacific
biju,Murash Gaming,92,"['omen', 'viper', 'brimstone', 'astra', 'kayo']",962,0.95,179.2,0.89,71%,121.5,0.64,0.34,0.08,0.07,26%,17%,617,692,331,80,69,2024,False,0.95,0.88,0.41,Pacific,Pacific,Pacific
binjo,Peace And Love,62,"['chamber', 'killjoy', 'jett', 'gekko', 'cypher']",244,1.13,221.5,1.16,73%,150.0,0.8,0.18,0.07,0.06,27%,16%,196,169,45,17,15,2024,False,1.13,0.84,0.13,Pacific,Pacific,Pacific
bioforst,Crocodile Tears,63,"['cypher', 'harbor', 'killjoy', 'viper', 'omen']",226,0.96,213.9,0.99,69%,137.2,0.77,0.23,0.14,0.15,28%,36%,173,174,52,32,33,2024,False,0.96,0.7,0.18,Pacific,Pacific,Pacific
bipo,NOVO Esports,189,"['jett', 'yoru', 'raze', 'kayo', 'neon']",823,0.97,214.9,1.01,67%,140.9,0.76,0.19,0.18,0.19,26%,8%,629,625,154,149,154,2024,False,0.97,0.88,0.17,EMEAS,EMEAS,EMEAS
bizerra,Team Liquid Brazil,329,"['sova', 'killjoy', 'kayo', 'viper', 'fade']",289,1.17,229.9,1.21,74%,154.5,0.81,0.17,0.1,0.08,29%,7%,234,194,50,28,23,2024,False,1.17,0.89,0.12,Americas,Americas,Americas
blackwiz,NOEZ FOXX,193,"['viper', 'omen', 'astra', 'brimstone']",792,0.84,170.1,0.83,70%,112.4,0.6,0.32,0.07,0.08,27%,13%,474,573,253,53,67,2024,False,0.84,0.75,0.45,Pacific,Pacific,Pacific
black,Team Occupy,105,"['omen', 'viper', 'reyna', 'brimstone', 'astra']",865,0.94,180.4,0.89,68%,120.8,0.64,0.32,0.06,0.07,33%,21%,555,627,275,49,59,2024,False,0.94,0.86,0.39,EMEAS,EMEAS,EMEAS
blessed,FOCUSGG,123,"['breach', 'viper', 'kayo', 'fade', 'gekko']",847,1.07,208.7,1.05,72%,134.2,0.72,0.38,0.11,0.1,30%,18%,606,575,318,90,85,2024,False,1.07,0.97,0.34,Pacific,Pacific,Pacific
block,Gamax Esports,39,"['breach', 'omen', 'killjoy', 'cypher', 'skye']",365,0.78,137.8,0.72,67%,92.0,0.49,0.33,0.04,0.05,27%,16%,180,251,121,16,17,2024,False,0.78,0.62,0.64,EMEAS,EMEAS,EMEAS
blowz,THE 7,80,"['skye', 'raze', 'sova', 'fade', 'gekko']",1001,1.05,228.5,1.09,71%,147.4,0.78,0.26,0.14,0.12,28%,15%,785,721,265,141,117,2024,False,1.05,0.98,0.18,Americas,Americas,Americas
blurred,Geek Fam,160,"['jett', 'chamber', 'raze', 'killjoy', 'breach']",250,1.02,203.7,1.01,69%,136.8,0.75,0.24,0.08,0.11,27%,17%,187,185,60,19,27,2024,False,1.02,0.76,0.2,Pacific,Pacific,Pacific
bmv,Unicorn Cyber Esports,195,"['breach', 'cypher', 'sage', 'killjoy', 'sova']",203,0.87,160.8,0.82,70%,102.0,0.57,0.26,0.04,0.11,28%,7%,115,140,53,8,22,2024,False,0.87,0.62,0.42,Pacific,Pacific,Pacific
bnwgiggs,XERXIA Esports,64,"['breach', 'kayo', 'jett', 'viper', 'skye']",594,0.77,159.8,0.7,68%,105.8,0.54,0.41,0.05,0.07,21%,15%,323,463,244,28,42,2024,False,0.77,0.66,0.69,Pacific,Pacific,Pacific
bobae,Crocodile Tears,62,"['skye', 'reyna', 'gekko', 'jett', 'sova']",226,1.0,210.5,0.94,73%,134.6,0.72,0.33,0.09,0.06,25%,10%,162,172,74,21,14,2024,False,1.0,0.73,0.3,Pacific,Pacific,Pacific
bocah,5 Clown,105,"['omen', 'astra', 'sova', 'viper', 'brimstone']",307,0.87,181.3,0.77,64%,121.5,0.6,0.34,0.07,0.08,30%,3%,185,239,103,23,24,2024,False,0.87,0.67,0.47,Pacific,Pacific,Pacific
bones,FLUFFY AIMERS,475,"['raze', 'skye', 'kayo', 'jett', 'breach']",885,1.01,217.1,1.07,72%,140.0,0.75,0.27,0.13,0.15,24%,19%,660,618,239,115,134,2024,False,1.01,0.92,0.22,Americas,Americas,Americas
boni,special grade,290,"['breach', 'raze', 'yoru', 'jett', 'kayo']",350,1.04,210.4,1.02,70%,139.2,0.74,0.33,0.11,0.13,26%,14%,258,253,114,38,47,2024,False,1.04,0.82,0.27,Americas,Americas,Americas
bonobo,FOCUSGG,81,"['jett', 'raze', 'yoru', 'breach']",847,0.99,213.6,1.05,71%,142.7,0.77,0.17,0.14,0.14,28%,13%,650,619,140,122,111,2024,False,0.99,0.9,0.15,Pacific,Pacific,Pacific
br-di,apinaorkesteri,97,"['viper', 'breach', 'kayo', 'astra', 'killjoy']",930,0.79,154.1,0.69,68%,101.6,0.52,0.41,0.07,0.12,24%,12%,484,697,382,67,108,2024,False,0.79,0.73,0.73,EMEAS,EMEAS,EMEAS
br1ckzl,Vision Esports,96,"['omen', 'viper', 'jett']",656,1.07,208.4,1.0,72%,136.7,0.73,0.35,0.08,0.07,31%,4%,482,483,230,54,44,2024,False,1.07,0.93,0.3,EMEAS,EMEAS,EMEAS
bramz,Akroma,278,"['jett', 'omen', 'viper', 'astra']",518,0.83,172.9,0.83,68%,114.5,0.6,0.21,0.08,0.1,28%,18%,313,379,108,43,53,2024,False,0.83,0.7,0.33,EMEAS,EMEAS,EMEAS
braso,Axolotl,88,"['killjoy', 'chamber', 'omen', 'cypher']",201,0.92,199.0,0.97,63%,132.0,0.72,0.18,0.15,0.14,33%,15%,145,150,36,30,28,2024,False,0.92,0.66,0.19,EMEAS,EMEAS,EMEAS
brawk,Moist x Shopify,527,"['sova', 'skye', 'breach']",826,1.17,205.3,1.21,76%,135.5,0.73,0.34,0.05,0.05,22%,14%,604,498,282,45,41,2024,False,1.17,1.06,0.29,Americas,Americas,Americas
brian,REJECT,83,"['raze', 'chamber', 'killjoy', 'yoru', 'gekko']",771,1.0,205.1,1.02,71%,137.5,0.71,0.28,0.12,0.13,29%,17%,550,540,215,96,97,2024,False,1.0,0.89,0.27,Pacific,Pacific,Pacific
brinks,TBK Esports,265,"['raze', 'omen', 'kayo', 'breach', 'brimstone']",1145,1.14,210.8,1.2,77%,133.4,0.75,0.36,0.07,0.06,27%,16%,864,722,411,80,65,2024,False,1.14,1.08,0.28,Americas,Americas,Americas
brock,Koopa Troopas,87,"['sova', 'fade', 'raze', 'skye', 'jett']",362,1.02,221.9,0.99,69%,144.2,0.75,0.34,0.15,0.13,25%,16%,270,273,122,53,47,2024,False,1.02,0.81,0.27,Pacific,Pacific,Pacific
brofeld,CREST GAMING Zst,152,"['cypher', 'killjoy', 'chamber', 'sage', 'skye']",230,1.04,197.6,1.05,75%,133.2,0.71,0.29,0.07,0.06,23%,18%,163,155,67,15,13,2024,False,1.04,0.76,0.28,Pacific,Pacific,Pacific
bryce,Ninjas in Galaxy,244,"['astra', 'killjoy', 'viper', 'omen', 'cypher']",585,0.89,165.1,0.82,69%,105.9,0.57,0.34,0.07,0.1,27%,10%,333,407,200,40,60,2024,False,0.89,0.76,0.52,Pacific,Pacific,Pacific
bstrdd,Team Liquid Brazil,385,"['jett', 'raze', 'skye']",289,1.02,219.8,1.03,71%,152.7,0.76,0.19,0.17,0.2,27%,13%,220,214,55,48,59,2024,False,1.02,0.78,0.17,Americas,Americas,Americas
bucher,FOKUS,213,"['killjoy', 'cypher', 'viper', 'omen', 'jett']",651,0.93,171.5,0.91,71%,113.5,0.61,0.31,0.06,0.07,35%,13%,397,434,203,38,44,2024,False,0.93,0.81,0.42,EMEAS,EMEAS,EMEAS
buld,GoNext Esports,352,"['sova', 'skye', 'breach', 'sage', 'viper']",1230,0.97,189.0,0.97,74%,121.7,0.65,0.36,0.09,0.08,25%,13%,804,827,445,107,102,2024,True,0.97,0.93,0.42,EMEAS,EMEAS,EMEAS
bunny,IAM,149,"['raze', 'jett', 'sova']",438,1.1,234.2,1.09,71%,157.5,0.81,0.2,0.13,0.14,19%,24%,353,323,88,55,60,2024,False,1.1,0.9,0.13,Pacific,Pacific,Pacific
bzt,Chipi Chapa's,462,"['raze', 'sova', 'breach', 'skye', 'kayo']",882,0.97,180.1,0.92,71%,123.2,0.63,0.32,0.07,0.06,27%,18%,554,600,280,60,51,2024,True,0.97,0.89,0.41,EMEAS,EMEAS,EMEAS
c4lypso,The Ultimates,509,"['chamber', 'omen', 'cypher', 'viper', 'brimstone']",616,1.19,239.8,1.23,72%,154.9,0.86,0.29,0.12,0.09,33%,14%,532,433,181,76,55,2024,False,1.19,1.03,0.12,EMEAS,EMEAS,EMEAS
cacan,Fenerbahçe Esports,216,"['killjoy', 'cypher', 'brimstone', 'sova', 'fade']",533,0.93,185.3,0.89,63%,122.6,0.65,0.15,0.09,0.11,36%,16%,348,389,81,49,61,2024,False,0.93,0.79,0.23,EMEAS,EMEAS,EMEAS
caedye,RIDDLE ORDER,52,"['raze', 'sova', 'viper', 'gekko', 'jett']",704,1.02,222.1,1.06,72%,141.0,0.78,0.25,0.13,0.12,29%,21%,548,516,176,89,81,2024,False,1.02,0.9,0.18,Pacific,Pacific,Pacific
caim,GTZ Esports,65,"['raze', 'jett', 'breach']",451,0.95,211.3,0.93,70%,137.8,0.71,0.22,0.17,0.18,19%,12%,318,342,100,76,82,2024,False,0.95,0.78,0.23,EMEAS,EMEAS,EMEAS
canefis,Ovation eSports,228,"['killjoy', 'viper', 'cypher', 'astra', 'sage']",552,0.86,178.5,0.86,64%,118.1,0.64,0.18,0.06,0.11,31%,15%,352,411,102,35,59,2024,False,0.86,0.73,0.26,EMEAS,EMEAS,EMEAS
cangshu,Five Ace Esports,12,"['neon', 'kayo', 'jett', 'skye', 'breach']",245,0.86,186.9,0.82,69%,122.2,0.65,0.36,0.11,0.1,33%,8%,159,195,87,27,24,2024,False,0.86,0.64,0.42,Pacific,Pacific,Pacific
cavern,Lemonade Stand,424,"['sova', 'fade', 'gekko', 'viper', 'skye']",721,1.04,194.6,1.05,73%,128.8,0.68,0.35,0.06,0.06,23%,18%,487,463,254,40,46,2024,False,1.04,0.92,0.37,Americas,Americas,Americas
cayden,DSYRE,326,"['omen', 'viper', 'sova', 'brimstone', 'astra']",631,0.97,173.1,0.92,74%,115.5,0.59,0.46,0.07,0.07,23%,20%,372,403,292,44,44,2024,True,0.97,0.84,0.68,EMEAS,EMEAS,EMEAS
cebando,All Knights,196,"['omen', 'astra', 'brimstone', 'viper']",1427,1.06,190.0,1.04,73%,119.6,0.68,0.41,0.09,0.08,34%,15%,965,928,584,132,110,2024,False,1.06,1.04,0.43,Americas,Americas,Americas
celasun,PCIFIC Espor,83,"['killjoy', 'cypher', 'viper']",949,0.97,179.4,0.99,71%,123.2,0.65,0.19,0.05,0.06,29%,11%,618,623,180,50,56,2024,False,0.97,0.89,0.26,EMEAS,EMEAS,EMEAS
cgrs,Made in Thailand,114,"['sova', 'cypher', 'gekko', 'killjoy', 'viper']",1077,1.06,199.8,1.1,76%,133.6,0.71,0.27,0.06,0.05,26%,21%,768,701,296,67,57,2024,False,1.06,1.0,0.26,Pacific,Pacific,Pacific
chadi,NOM Esports,328,"['jett', 'skye', 'chamber', 'raze']",702,0.9,191.8,0.94,68%,124.0,0.68,0.12,0.18,0.16,24%,5%,478,511,84,125,110,2024,False,0.9,0.79,0.18,EMEAS,EMEAS,EMEAS
chanyboi,Carti World,61,"['sova', 'kayo', 'breach', 'fade']",508,0.96,192.5,0.91,73%,126.3,0.67,0.36,0.07,0.08,32%,11%,340,373,181,35,42,2024,False,0.96,0.8,0.39,Pacific,Pacific,Pacific
chaos,Ambitious Legend Gaming,13,"['omen', 'iso', 'raze', 'jett', 'cypher']",208,,215.4,1.04,,148.7,0.79,0.18,0.15,0.16,,,164,158,37,32,34,2024,False,0.97,0.7,0.14,China,China,China
chax,Koopa Troopas,117,"['cypher', 'chamber', 'jett', 'raze', 'killjoy']",371,1.0,211.4,1.04,68%,139.5,0.78,0.19,0.12,0.11,45%,3%,288,278,71,46,39,2024,False,1.0,0.8,0.15,Pacific,Pacific,Pacific
chaze,Tyrant Esports,63,"['sova', 'fade', 'kayo', 'skye', 'gekko']",267,0.84,168.2,0.76,70%,112.0,0.57,0.31,0.04,0.05,24%,3%,153,202,84,11,13,2024,False,0.84,0.63,0.48,Pacific,Pacific,Pacific
chek,United Gaming,77,"['jett', 'omen', 'viper', 'brimstone', 'killjoy']",530,1.09,215.1,1.1,70%,142.1,0.76,0.3,0.1,0.1,25%,18%,401,364,157,52,53,2024,False,1.09,0.92,0.23,,,
chiawei,ONE Team Esports,96,"['sova', 'jett', 'skye', 'phoenix', 'gekko']",368,1.21,214.6,1.29,75%,142.4,0.8,0.28,0.05,0.05,41%,24%,295,229,103,20,20,2024,False,1.21,0.96,0.18,Pacific,Pacific,Pacific
chimei,Oblivion Force,165,"['kayo', 'skye', 'killjoy', 'fade', 'breach']",770,0.86,154.8,0.76,69%,102.9,0.52,0.4,0.04,0.08,20%,12%,404,530,310,29,63,2024,False,0.86,0.77,0.71,Pacific,Pacific,Pacific
chloric,Maryville University,460,"['sova', 'raze', 'kayo', 'skye', 'fade']",400,1.06,175.9,1.01,76%,119.8,0.63,0.37,0.07,0.04,24%,16%,250,248,146,26,17,2024,False,1.06,0.85,0.46,Americas,Americas,Americas
chowdy,Tyrant Esports,54,"['skye', 'viper', 'reyna', 'kayo', 'omen']",327,0.88,173.8,0.79,68%,118.3,0.61,0.32,0.07,0.09,32%,15%,199,251,105,23,30,2024,False,0.88,0.69,0.43,Pacific,Pacific,Pacific
chrollo,Team RA'AD,354,"['astra', 'viper', 'omen', 'breach']",966,0.93,176.2,0.87,69%,113.8,0.6,0.35,0.07,0.09,24%,12%,583,671,334,71,84,2024,True,0.93,0.86,0.49,EMEAS,EMEAS,EMEAS
chukl9,apinaorkesteri,101,"['sova', 'skye', 'fade', 'gekko', 'omen']",798,0.99,186.2,0.94,73%,126.4,0.67,0.32,0.09,0.07,32%,10%,532,566,252,72,58,2024,False,0.99,0.89,0.35,EMEAS,EMEAS,EMEAS
cidzzz,Legacy,157,"['sova', 'fade', 'skye', 'gekko', 'breach']",898,0.99,183.8,0.95,71%,124.1,0.64,0.32,0.07,0.08,26%,10%,572,605,289,63,71,2024,False,0.99,0.91,0.39,Americas,Americas,Americas
click,SK Gaming,145,"['jett', 'raze', 'reyna', 'kayo']",724,1.16,269.3,1.23,70%,174.1,0.97,0.13,0.28,0.18,36%,22%,701,569,96,203,130,2024,False,1.16,1.03,0.01,EMEAS,EMEAS,EMEAS
cloy,Nongshim RedForce,82,"['omen', 'breach', 'astra', 'kayo', 'harbor']",673,1.0,195.8,0.98,72%,125.0,0.7,0.36,0.08,0.1,32%,13%,471,481,245,53,65,2024,False,1.0,0.88,0.35,Pacific,Pacific,Pacific
clz,FENNEL,192,"['jett', 'kayo', 'astra', 'raze', 'viper']",1043,1.04,194.8,1.0,74%,128.7,0.69,0.36,0.07,0.08,30%,23%,716,714,380,70,83,2024,True,1.04,0.97,0.36,Pacific,Pacific,Pacific
coconut,Oblivion Force,137,"['killjoy', 'cypher', 'sova', 'omen', 'viper']",770,1.1,216.8,1.15,70%,144.7,0.78,0.19,0.09,0.1,32%,18%,599,523,144,67,75,2024,False,1.1,0.98,0.15,Pacific,Pacific,Pacific
comeback,PCIFIC Espor,86,"['jett', 'raze', 'chamber', 'neon']",949,1.11,254.0,1.2,71%,164.2,0.89,0.16,0.19,0.16,28%,14%,843,703,149,183,149,2024,False,1.11,1.02,0.06,EMEAS,EMEAS,EMEAS
coronel,Los Bandidos,39,"['omen', 'viper', 'gekko', 'sova']",277,0.92,168.8,0.85,65%,110.7,0.61,0.3,0.07,0.06,30%,11%,170,201,83,19,17,2024,False,0.92,0.7,0.41,,,
cortezia,RED Canids,219,"['omen', 'brimstone', 'viper', 'astra', 'jett']",966,1.18,213.4,1.21,77%,141.4,0.76,0.39,0.08,0.07,35%,21%,738,609,378,78,69,2024,False,1.18,1.09,0.29,Americas,Americas,Americas
crazy-ny,XSOUL,42,"['sova', 'viper', 'brimstone', 'killjoy', 'harbor']",630,1.08,209.5,1.12,70%,143.6,0.75,0.26,0.07,0.08,31%,13%,473,421,163,42,53,2024,False,1.08,0.94,0.21,Americas,Americas,Americas
creamydreamy,SweetNsour,124,"['skye', 'kayo', 'breach', 'killjoy', 'fade']",1187,1.07,193.3,1.01,74%,125.3,0.69,0.51,0.07,0.06,32%,13%,817,812,603,82,67,2024,False,1.07,1.02,0.55,EMEAS,EMEAS,EMEAS
crewen,HOWL Esports,221,"['cypher', 'killjoy', 'viper', 'sage']",1045,0.94,188.8,0.94,69%,128.0,0.67,0.22,0.09,0.08,29%,16%,704,747,225,89,88,2024,False,0.94,0.88,0.26,EMEAS,EMEAS,EMEAS
crus,Fancy United Esports,102,"['omen', 'killjoy', 'reyna', 'jett', 'cypher']",305,1.1,201.2,1.12,77%,131.9,0.72,0.37,0.08,0.07,39%,27%,219,195,113,25,21,2024,False,1.1,0.85,0.33,Pacific,Pacific,Pacific
ctc,RED Canids,234,"['sova', 'killjoy', 'raze', 'cypher', 'viper']",966,0.91,174.5,0.94,69%,114.6,0.63,0.18,0.06,0.07,23%,14%,607,644,178,56,69,2024,False,0.91,0.84,0.27,Americas,Americas,Americas
cud,Alter Ego,150,"['killjoy', 'jett', 'cypher', 'raze', 'viper']",777,0.99,188.3,1.03,71%,121.6,0.68,0.21,0.07,0.08,30%,16%,529,513,161,57,59,2024,True,0.99,0.89,0.25,Pacific,Pacific,Pacific
cyderx,Galatasaray Esports,216,"['sova', 'skye', 'breach', 'fade']",407,0.88,150.9,0.81,70%,105.3,0.54,0.26,0.03,0.03,35%,17%,218,268,105,14,13,2024,False,0.88,0.71,0.46,EMEAS,EMEAS,EMEAS
cyvoph,Mandatory,113,"['jett', 'raze', 'kayo', 'breach', 'killjoy']",298,1.13,237.9,1.19,75%,156.5,0.84,0.26,0.13,0.11,24%,11%,251,211,77,40,34,2024,False,1.13,0.87,0.13,,,
d0rf,Team Flash,255,"['killjoy', 'sova', 'breach', 'skye', 'sage']",488,1.0,177.0,0.99,73%,120.6,0.63,0.26,0.06,0.06,29%,23%,307,311,128,27,27,2024,False,1.0,0.83,0.34,Pacific,Pacific,Pacific
d1srupt,OLD STINKY CAT,223,"['jett', 'breach', 'omen', 'kayo', 'raze']",1028,1.08,213.9,1.06,73%,140.1,0.74,0.34,0.09,0.08,28%,16%,760,716,345,97,82,2024,False,1.08,1.01,0.28,Pacific,Pacific,Pacific
d4rf,XOXO-01,56,"['omen', 'brimstone', 'viper', 'astra', 'raze']",504,0.86,186.1,0.83,68%,120.6,0.64,0.36,0.07,0.11,27%,6%,321,387,180,35,54,2024,False,0.86,0.72,0.44,Pacific,Pacific,Pacific
daft,Rapid Lofi,113,"['raze', 'jett', 'astra', 'chamber', 'killjoy']",657,0.99,220.3,1.0,71%,149.1,0.76,0.24,0.15,0.15,25%,8%,498,499,156,100,101,2024,False,0.99,0.86,0.19,Pacific,Pacific,Pacific
daiki,Team Liquid Brazil,421,"['sova', 'skye', 'fade', 'sage', 'breach']",289,0.97,193.1,0.96,69%,127.3,0.69,0.38,0.08,0.09,28%,18%,198,206,110,24,26,2024,True,0.97,0.74,0.38,Americas,Americas,Americas
damaraa,Le Crapaud,82,"['raze', 'jett', 'reyna', 'killjoy', 'cypher']",546,0.91,211.7,0.92,69%,139.9,0.72,0.2,0.14,0.19,22%,13%,393,429,111,74,102,2024,False,0.91,0.77,0.2,Pacific,Pacific,Pacific
dambi,Sin Prisa Gaming,89,"['raze', 'neon', 'jett', 'killjoy', 'phoenix']",694,1.12,242.3,1.14,73%,155.1,0.83,0.24,0.17,0.16,23%,19%,575,505,170,121,108,2024,False,1.12,0.99,0.13,Pacific,Pacific,Pacific
danda,trashcan,107,"['omen', 'sova', 'brimstone', 'killjoy', 'astra']",532,0.95,179.8,0.91,70%,115.6,0.65,0.32,0.05,0.06,30%,16%,347,382,169,29,33,2024,False,0.95,0.8,0.38,EMEAS,EMEAS,EMEAS
dane,Twisted Minds Esports,207,"['sova', 'kayo', 'omen', 'breach', 'skye']",1098,0.85,184.8,0.85,69%,121.4,0.66,0.32,0.06,0.1,37%,17%,724,847,348,61,108,2024,False,0.85,0.8,0.36,EMEAS,EMEAS,EMEAS
dantedeu5,All Knights,93,"['jett', 'raze', 'neon', 'fade', 'skye']",1427,1.17,250.8,1.21,73%,159.8,0.87,0.24,0.17,0.14,28%,16%,1248,1035,342,246,194,2024,False,1.17,1.14,0.1,Americas,Americas,Americas
dark3st,SaD Esports,886,"['kayo', 'breach', 'viper', 'skye']",877,1.07,205.8,1.06,72%,132.3,0.73,0.35,0.09,0.09,27%,19%,637,602,310,82,77,2024,False,1.07,0.98,0.3,Americas,Americas,Americas
darker,E-Xolos LAZER,107,"['omen', 'breach', 'skye', 'viper', 'kayo']",528,1.0,193.6,0.97,73%,132.4,0.69,0.36,0.06,0.07,26%,14%,366,378,188,34,37,2024,False,1.0,0.84,0.36,Americas,Americas,Americas
