Player,Team,Games,SignatureAgentsRankedByUsage,RoundsPlayed,Rating,AverageCombatScore,KillsDeath,KAST,ADPR,KPR,APR,FKPR,FDPR,HeadshotPercent,ClutchSuccessPercent,Kills,Deaths,Assists,FirstKills,FirstDeaths,Year,IGL,CleanedRating,AdjustedRating,SelfishIndex,Region_x,Region_y,Region
sarahcat,Shopify Rebellion,360,"['sova', 'viper', 'kayo', 'breach']",1000,1.07,221.1,1.11,75%,141.6,0.75,0.34,0.12,0.12,25%,21%,753,680,335,123,123,2024,False,1.07,0.99,0.27,Americas,Americas,Americas
sarahcat,Shopify Rebellion,360,"['sova', 'viper', 'kayo', 'breach']",1000,1.07,221.1,1.11,75%,141.6,0.75,0.34,0.12,0.12,25%,21%,753,680,335,123,123,2024,False,1.07,0.99,0.27,Americas,Americas,Americas
sarah,GIANTX GC,147,"['raze', 'breach', 'jett', 'kayo', 'reyna']",1288,0.98,181.5,0.97,76%,116.0,0.64,0.45,0.06,0.06,32%,20%,829,854,580,74,82,2024,False,0.98,0.94,0.56,GameChangers,GameChangers,GameChangers
sawamura,sisu,154,"['jett', 'neon', 'raze', 'reyna', 'omen']",642,1.0,217.4,1.06,71%,139.1,0.77,0.18,0.17,0.13,38%,12%,496,467,114,108,84,2024,False,1.0,0.86,0.15,Pacific,Pacific,Pacific
sayuri,MIBR GC,345,"['omen', 'sova', 'brimstone', 'breach', 'skye']",728,0.96,171.5,0.91,77%,110.9,0.58,0.53,0.06,0.06,19%,12%,425,467,384,43,47,2024,False,0.96,0.85,0.86,Americas,Americas,Americas
serena,ZETA DIVISION GC,52,"['cypher', 'killjoy', 'jett', 'raze']",461,1.02,200.8,1.05,73%,134.4,0.69,0.23,0.07,0.07,26%,15%,316,300,107,31,30,2024,False,1.02,0.84,0.25,Pacific,Pacific,Pacific
shina,4Fun,89,"['killjoy', 'chamber', 'cypher']",459,0.95,182.9,0.91,65%,126.9,0.65,0.16,0.12,0.1,29%,19%,300,329,73,54,44,2024,False,0.95,0.78,0.24,Pacific,Pacific,Pacific
shirah0sh1,Avernus Esports GC,70,"['killjoy', 'reyna', 'fade']",304,0.87,189.7,0.84,62%,125.7,0.68,0.19,0.08,0.13,31%,18%,207,245,59,23,41,2024,False,0.87,0.66,0.23,Pacific,Pacific,Pacific
shirazi,Xipto Esports,208,"['viper', 'brimstone', 'omen', 'chamber', 'astra']",437,1.34,236.6,1.6,81%,161.7,0.84,0.33,0.1,0.05,20%,20%,367,229,143,45,24,2024,False,1.34,1.09,0.16,Pacific,Pacific,Pacific
shotoo,Bon Bon Bum,51,"['omen', 'kayo', 'killjoy', 'skye', 'raze']",242,0.92,195.2,0.88,66%,133.0,0.73,0.25,0.07,0.09,33%,5%,176,199,60,18,22,2024,False,0.92,0.67,0.23,Americas,Americas,Americas
shyz,TBS GC,302,"['raze', 'kayo', 'sova', 'killjoy', 'sage']",582,0.87,152.4,0.78,65%,106.2,0.53,0.27,0.03,0.06,29%,13%,311,398,156,20,34,2024,False,0.87,0.74,0.48,Americas,Americas,Americas
silv,Penguin Party,59,"['omen', 'viper', 'astra', 'brimstone']",210,0.83,175.5,0.8,69%,123.8,0.6,0.32,0.11,0.13,32%,7%,127,159,67,24,28,2024,False,0.83,0.59,0.45,,,
slandy,mesos millionaires,352,"['skye', 'breach', 'kayo', 'omen']",597,0.97,173.7,0.91,73%,115.6,0.61,0.38,0.06,0.07,23%,12%,365,402,224,36,43,2024,False,0.97,0.83,0.51,Americas,Americas,Americas
smurfette,GIANTX GC,368,"['jett', 'raze', 'chamber', 'neon']",1288,1.06,236.0,1.14,70%,154.8,0.84,0.16,0.21,0.17,27%,16%,1080,947,212,268,222,2024,False,1.06,1.01,0.1,GameChangers,GameChangers,GameChangers
soko,Penguin Party,93,"['jett', 'raze', 'phoenix', 'neon', 'yoru']",210,1.12,228.2,1.11,67%,153.4,0.8,0.21,0.12,0.09,31%,4%,168,152,44,25,19,2024,False,1.12,0.8,0.14,,,
sonder,FlyQuest RED,481,"['raze', 'kayo', 'jett', 'reyna', 'skye']",1567,1.01,207.8,0.97,77%,132.9,0.7,0.52,0.11,0.1,25%,16%,1102,1140,816,166,164,2024,False,1.01,0.99,0.55,Americas,Americas,Americas
speedy,TBS GC,161,"['omen', 'viper', 'brimstone', 'sova', 'killjoy']",790,0.79,152.8,0.72,63%,104.9,0.53,0.29,0.05,0.08,29%,19%,417,583,227,39,63,2024,False,0.79,0.7,0.51,Americas,Americas,Americas
speq,Bumble Bees,105,"['skye', 'sova', 'kayo', 'fade', 'breach']",303,0.7,147.6,0.62,63%,96.6,0.51,0.34,0.05,0.11,24%,12%,156,253,104,16,32,2024,False,0.7,0.53,0.62,GameChangers,GameChangers,GameChangers
srn,MIBR GC,124,"['raze', 'jett']",728,1.31,290.8,1.41,76%,191.2,1.01,0.22,0.27,0.17,23%,28%,735,521,159,193,127,2024,False,1.31,1.15,-0.01,Americas,Americas,Americas
starbound,FlyQuest RED,293,"['killjoy', 'cypher', 'jett', 'chamber', 'viper']",1567,1.16,217.6,1.27,76%,145.2,0.78,0.21,0.09,0.07,20%,18%,1222,960,330,134,103,2024,False,1.16,1.14,0.16,Americas,Americas,Americas
superphrog,HEROIC Valkyries,151,"['jett', 'chamber', 'raze', 'cypher']",574,0.77,156.3,0.76,61%,109.9,0.58,0.16,0.07,0.11,34%,13%,334,439,91,39,66,2024,False,0.77,0.65,0.3,EMEAS,EMEAS,EMEAS
susbake,Odd 1 OUT,46,"['sova', 'deadlock', 'killjoy', 'cypher', 'harbor']",391,1.03,220.6,1.02,71%,145.7,0.76,0.25,0.11,0.1,33%,22%,299,294,97,43,40,2024,False,1.03,0.82,0.2,EMEAS,EMEAS,EMEAS
suzu,ZETA DIVISION GC,113,"['jett', 'raze', 'sova', 'omen', 'sage']",461,1.1,251.1,1.2,71%,164.3,0.88,0.23,0.19,0.2,25%,19%,405,338,104,88,90,2024,False,1.1,0.9,0.09,Pacific,Pacific,Pacific
syd89,Avernus Esports GC,27,"['omen', 'brimstone', 'killjoy', 'kayo']",304,0.77,144.9,0.66,65%,98.5,0.5,0.38,0.04,0.06,30%,15%,152,232,115,13,18,2024,False,0.77,0.59,0.72,Pacific,Pacific,Pacific
tara,Xipto Esports,110,"['sage', 'omen', 'astra', 'cypher', 'brimstone']",437,1.01,174.2,1.13,77%,112.1,0.63,0.39,0.06,0.06,26%,32%,275,243,170,28,27,2024,False,1.01,0.82,0.49,Pacific,Pacific,Pacific
tconda,Zen eSports GC,78,"['jett', 'raze']",521,0.98,229.6,1.0,64%,150.6,0.79,0.16,0.18,0.19,31%,11%,414,415,85,93,101,2024,False,0.98,0.82,0.13,GameChangers,GameChangers,GameChangers
teddyisfluffy,mesos millionaires,188,"['omen', 'astra', 'viper', 'clove', 'brimstone']",591,0.9,196.9,0.83,66%,127.8,0.67,0.36,0.08,0.16,23%,14%,396,475,213,50,92,2024,False,0.9,0.77,0.39,Americas,Americas,Americas
theia,FlyQuest RED,390,"['omen', 'cypher', 'killjoy', 'chamber', 'astra']",1388,0.88,158.7,0.83,72%,103.8,0.55,0.38,0.06,0.1,25%,18%,765,918,526,82,139,2024,True,0.88,0.85,0.62,Americas,Americas,Americas
thuy,Zerance Mint,66,"['omen', 'viper', 'killjoy', 'brimstone']",595,1.12,213.5,1.15,76%,136.6,0.77,0.38,0.09,0.1,25%,31%,456,397,226,55,58,2024,False,1.12,0.96,0.27,GameChangers,GameChangers,GameChangers
tiff,Penguin Party,52,"['sova', 'gekko', 'skye', 'fade', 'viper']",210,1.04,217.0,1.03,72%,144.5,0.74,0.34,0.11,0.11,25%,8%,156,152,71,24,23,2024,False,1.04,0.74,0.28,,,
tok1o,LEVIATÁN GC,80,"['jett', 'raze', 'chamber', 'neon', 'sova']",804,1.27,267.2,1.35,74%,174.0,0.95,0.18,0.19,0.15,26%,21%,763,566,145,146,116,2024,False,1.27,1.14,0.03,GameChangers,GameChangers,GameChangers
tokameite,NASR Ignite,121,"['sova', 'skye', 'breach', 'fade', 'viper']",897,1.03,184.1,0.98,73%,125.1,0.67,0.37,0.05,0.06,30%,11%,603,613,334,44,50,2024,False,1.03,0.94,0.4,EMEAS,EMEAS,EMEAS
toki,Team Falcons Vega,211,"['raze', 'jett', 'omen']",1407,1.0,213.3,1.02,71%,141.5,0.71,0.26,0.16,0.15,30%,18%,1004,982,361,222,212,2024,False,1.0,0.97,0.25,GameChangers,GameChangers,GameChangers
tub,RIMA GC,106,"['jett', 'raze', 'gekko', 'sova', 'omen']",256,0.85,186.1,0.84,71%,128.0,0.67,0.25,0.09,0.11,26%,17%,171,204,63,24,27,2024,False,0.85,0.63,0.29,GameChangers,GameChangers,GameChangers
tura,FUSION X,113,"['astra', 'brimstone', 'omen', 'viper', 'clove']",1135,0.88,174.0,0.82,70%,112.0,0.6,0.4,0.06,0.1,25%,10%,683,837,456,67,108,2024,False,0.88,0.83,0.56,GameChangers,GameChangers,GameChangers
tweeya,4Fun,89,"['omen', 'raze', 'viper', 'brimstone', 'reyna']",320,1.06,223.9,1.05,73%,147.3,0.79,0.29,0.05,0.1,17%,9%,254,242,92,17,32,2024,False,1.06,0.82,0.19,Pacific,Pacific,Pacific
ur,ZETA DIVISION GC,49,"['viper', 'sova', 'omen', 'brimstone', 'gekko']",461,1.18,222.9,1.22,76%,146.0,0.79,0.37,0.08,0.08,25%,25%,362,297,169,36,35,2024,False,1.18,0.97,0.24,Pacific,Pacific,Pacific
vania,G2 Gozen,208,"['omen', 'viper', 'brimstone', 'skye', 'astra']",979,1.34,235.2,1.53,82%,152.1,0.86,0.4,0.08,0.05,38%,21%,839,548,388,78,52,2024,False,1.34,1.23,0.16,EMEAS,EMEAS,EMEAS
vefa,MYVRA,47,"['cypher', 'killjoy', 'gekko', 'breach', 'sova']",788,0.82,167.9,0.78,68%,113.1,0.6,0.23,0.07,0.09,28%,16%,470,602,179,55,73,2024,False,0.82,0.73,0.35,GameChangers,GameChangers,GameChangers
venus,Teddy Tactics,159,"['raze', 'jett', 'neon', 'chamber', 'breach']",232,0.85,186.7,0.82,62%,123.7,0.67,0.15,0.1,0.19,28%,12%,155,188,35,24,44,2024,False,0.85,0.62,0.21,Americas,Americas,Americas
vii,TBS GC,156,"['jett', 'raze', 'omen', 'neon', 'kayo']",790,0.86,198.8,0.88,64%,131.7,0.71,0.14,0.15,0.17,29%,11%,557,635,112,115,131,2024,False,0.86,0.77,0.17,Americas,Americas,Americas
vossu,University War GC,84,"['breach', 'kayo', 'sova', 'skye', 'fade']",649,0.89,164.8,0.81,69%,111.7,0.58,0.38,0.04,0.08,31%,12%,378,469,249,28,49,2024,False,0.89,0.77,0.56,GameChangers,GameChangers,GameChangers
wanheda,MYVRA,64,"['breach', 'kayo', 'sova', 'skye', 'sage']",343,0.87,172.2,0.79,68%,113.8,0.61,0.41,0.08,0.09,22%,17%,208,264,139,26,31,2024,False,0.87,0.68,0.55,GameChangers,GameChangers,GameChangers
waved,LOUD GC,153,"['jett', 'raze', 'neon']",410,1.17,265.6,1.24,73%,174.8,0.91,0.2,0.23,0.15,26%,16%,375,303,84,95,60,2024,False,1.17,0.94,0.06,Americas,Americas,Americas
wens,BBL Queens,81,"['killjoy', 'cypher', 'viper', 'sage', 'skye']",747,1.03,204.7,1.07,70%,136.0,0.73,0.19,0.11,0.09,37%,19%,545,507,144,83,68,2024,False,1.03,0.91,0.19,GameChangers,GameChangers,GameChangers
xann,KS Hunters,166,"['jett', 'raze', 'yoru']",935,0.97,237.5,0.97,68%,156.2,0.8,0.2,0.2,0.21,29%,10%,745,766,190,191,196,2024,False,0.97,0.89,0.14,GameChangers,GameChangers,GameChangers
yamzzi,FENNEL GC,96,"['killjoy', 'omen', 'chamber', 'skye', 'sova']",686,1.02,180.4,1.0,72%,120.0,0.66,0.4,0.07,0.07,32%,19%,452,452,274,51,45,2024,False,1.02,0.89,0.45,Pacific,Pacific,Pacific
yuh4,URACHACHA,63,"['breach', 'skye', 'kayo', 'fade', 'sova']",201,0.78,169.5,0.72,65%,113.2,0.57,0.33,0.04,0.07,24%,14%,114,158,66,9,14,2024,False,0.78,0.55,0.51,Pacific,Pacific,Pacific
yumi,Penguin Party,53,"['jett', 'reyna', 'breach', 'gekko', 'viper']",210,1.01,203.0,0.97,73%,137.2,0.73,0.3,0.06,0.07,28%,10%,153,157,64,12,14,2024,False,1.01,0.72,0.26,,,
yuna,University War GC,45,"['sova', 'fade', 'viper', 'sage', 'omen']",372,0.77,155.4,0.72,66%,104.9,0.53,0.32,0.07,0.12,28%,3%,198,276,120,24,43,2024,False,0.77,0.61,0.56,GameChangers,GameChangers,GameChangers
zaki,Bon Bon Bum,90,"['raze', 'chamber', 'sage', 'viper', 'reyna']",431,0.83,179.5,0.8,68%,117.4,0.62,0.26,0.11,0.13,27%,23%,269,336,111,49,56,2024,False,0.83,0.67,0.35,Americas,Americas,Americas
zidian,K7 Esports,55,"['raze', 'phoenix', 'jett', 'harbor', 'omen']",364,1.04,215.6,0.96,74%,142.1,0.73,0.42,0.07,0.12,17%,10%,265,275,152,24,42,2024,False,1.04,0.82,0.36,GameChangers,GameChangers,GameChangers
zodiac,REIGNITE Lily,69,"['jett', 'raze', 'neon', 'chamber']",359,0.97,224.0,0.93,69%,152.1,0.75,0.22,0.18,0.16,21%,19%,269,289,80,66,56,2024,False,0.97,0.76,0.19,Pacific,Pacific,Pacific
