Player,Team,Total Games Played,Signature Agents Ranked by Usage,Rounds Played,Rating,Average Combat Score,Kills:Death,"Kill, Assist, Survive, Trade Percent",Average Damage per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot Percent,Clutch Success Percent%,Clutches (won/played),Maximum Kills in a single map,Kills,Deaths,Assists,First Kills,First Deaths
home,XSOUL GC,111,"['chamber', 'breach', 'sage', 'killjoy', 'reyna']",243,0.87,184.6,0.82,67%,118.9,0.62,0.37,0.07,0.11,27%,11%,,,150,184,90,18,26
hotaru,Unknown,53,"['breach', 'kayo', 'omen', 'killjoy', 'harbor']",233,0.77,167.1,0.72,62%,107.7,0.59,0.29,0.08,0.10,24%,18%,,,137,191,67,19,23
huga,Tenax GC,126,"['skye', 'jett', 'viper', 'sova', 'fade']",233,0.75,166.5,0.65,58%,114.9,0.55,0.30,0.04,0.11,22%,12%,,,129,198,70,10,26
iczy,Last Second,90,"['omen', 'brimstone', 'sage', 'harbor']",260,0.84,162.1,0.75,62%,106.5,0.57,0.31,0.03,0.07,27%,10%,,,148,198,80,7,18
ikyoo,AEX-1 Nova,139,"['jett', 'raze', 'chamber', 'reyna', 'yoru']",964,0.96,205.7,0.97,68%,135.7,0.73,0.22,0.15,0.15,26%,10%,,,703,723,208,146,142
inari,Last9,87,"['breach', 'omen', 'skye', 'viper', 'sova']",237,0.83,161.6,0.72,69%,111.8,0.54,0.45,0.05,0.08,27%,10%,,,129,178,106,12,20
ira,minions united,57,"['breach', 'kayo', 'gekko', 'viper']",237,0.79,178.5,0.71,59%,115.1,0.60,0.23,0.11,0.14,25%,5%,,,143,201,54,25,33
isa1,Team Leveling,294,"['jett', 'raze', 'chamber', 'gekko', 'skye']",382,1.02,199.7,1.04,73%,133.2,0.71,0.27,0.11,0.12,22%,16%,,,273,262,102,43,45
isaa,Team Liquid Brazil,400,"['jett', 'viper', 'killjoy', 'sova', 'skye']",652,0.93,179.5,0.91,71%,120.1,0.63,0.30,0.07,0.08,29%,16%,,,411,452,194,48,51
ivory,4Fun,163,"['killjoy', 'omen', 'viper', 'kayo', 'astra']",446,0.84,197.4,0.86,70%,129.3,0.68,0.22,0.18,0.20,22%,16%,,,303,351,97,80,87
ivy,Akave Esports GC,147,"['raze', 'skye', 'kayo', 'jett', 'gekko']",880,1.14,215.0,1.19,76%,144.5,0.77,0.35,0.10,0.10,32%,21%,,,681,572,305,91,90
ixela,Ketçaplı Ruffles,99,"['omen', 'breach', 'viper', 'skye', 'kayo']",394,0.77,160.7,0.71,67%,105.1,0.54,0.36,0.08,0.10,28%,10%,,,212,298,140,32,40
izze,invincible gc,156,"['killjoy', 'sova', 'skye', 'cypher']",324,0.99,198.2,1.00,70%,135.7,0.67,0.22,0.09,0.05,20%,22%,,,218,219,70,29,16
ja2,charbon,42,"['raze', 'jett', 'neon', 'iso']",319,1.07,226.4,1.11,68%,144.5,0.81,0.24,0.17,0.18,23%,20%,,,259,234,77,55,56
jademwah,Odd 1 OUT,250,"['sova', 'jett', 'skye', 'breach', 'viper']",1113,1.00,213.7,1.00,69%,137.5,0.74,0.33,0.12,0.14,21%,18%,,,819,818,365,139,154
jade,ALTERNATE aTTaX Ruby,83,"['breach', 'kayo', 'jett', 'raze', 'omen']",700,1.23,233.5,1.18,77%,149.6,0.82,0.50,0.09,0.04,33%,17%,,,575,489,350,62,28
jas,Neons Quartz,93,"['killjoy', 'chamber', 'fade', 'cypher']",202,0.79,162.9,0.70,60%,113.0,0.56,0.17,0.06,0.12,30%,8%,,,114,164,34,13,24
jazzyk1ns,Unknown,463,"['jett', 'raze', 'sage']",828,1.06,217.2,1.10,71%,147.2,0.74,0.23,0.13,0.13,21%,22%,,,612,556,190,111,107
jazzy,Return of the Ashes,42,"['omen', 'sova', 'harbor', 'brimstone', 'killjoy']",212,0.66,124.0,0.60,54%,86.7,0.45,0.17,0.01,0.08,35%,13%,,,95,158,35,3,18
jcey,Psycho Cats,39,"['omen', 'raze', 'viper', 'jett', 'sage']",223,0.86,186.2,0.82,63%,123.7,0.65,0.30,0.11,0.12,25%,18%,,,146,178,67,25,26
jduh,BBL Queens,254,"['astra', 'omen', 'sova', 'viper', 'brimstone']",913,1.12,204.8,1.13,73%,131.8,0.74,0.34,0.06,0.08,36%,22%,,,676,597,312,51,72
jelerak,LILAX,34,"['kayo', 'jett', 'sage', 'deadlock', 'fade']",230,0.87,175.7,0.81,70%,108.2,0.59,0.38,0.10,0.13,17%,20%,,,136,168,87,24,29
jelly,MIBR GC,276,"['kayo', 'raze', 'skye', 'breach', 'jett']",728,1.25,242.9,1.32,78%,153.8,0.88,0.38,0.11,0.06,38%,15%,,,641,485,278,78,42
jenniffer,revoada,103,"['jett', 'raze', 'chamber']",589,0.82,181.0,0.79,64%,125.0,0.63,0.19,0.14,0.16,26%,4%,,,373,472,110,83,95
jen,Unknown,225,"['skye', 'sova', 'killjoy', 'kayo', 'fade']",207,0.92,186.3,0.90,71%,125.1,0.66,0.22,0.09,0.07,27%,18%,,,137,153,46,19,15
jia,Unknown,105,"['jett', 'skye', 'sova', 'raze', 'gekko']",455,0.89,192.1,0.88,68%,127.2,0.69,0.29,0.10,0.12,27%,13%,,,313,354,131,47,54
jid,RITUAL RËAL,54,"['omen', 'gekko', 'kayo', 'deadlock', 'viper']",306,0.79,163.1,0.71,63%,113.2,0.57,0.28,0.05,0.09,25%,15%,,,174,245,86,14,29
jiex,VALIANT GC,181,"['breach', 'skye', 'kayo', 'sage', 'jett']",815,1.03,203.1,1.00,73%,134.6,0.72,0.37,0.10,0.09,34%,9%,,,586,587,304,78,74
joliinaa,GIANTX GC,172,"['omen', 'viper', 'jett', 'raze', 'brimstone']",1288,1.15,223.9,1.19,76%,141.5,0.79,0.44,0.09,0.06,27%,20%,,,1013,852,562,111,71
joojina,Team Liquid Brazil,319,"['omen', 'astra', 'brimstone', 'jett', 'sage']",652,1.08,202.5,1.04,77%,132.3,0.70,0.44,0.08,0.07,24%,14%,,,457,441,290,54,45
jubs,MIBR GC,116,"['killjoy', 'viper', 'cypher', 'chamber', 'sage']",728,0.91,167.9,0.95,70%,115.2,0.60,0.20,0.06,0.06,22%,14%,,,434,459,143,47,44
julia,minions united,61,"['sova', 'skye', 'gekko', 'fade']",240,0.78,163.4,0.65,63%,113.2,0.56,0.30,0.08,0.13,37%,13%,,,134,205,72,19,30
julie,TOG Kitsune,143,"['sova', 'skye', 'kayo', 'fade', 'viper']",304,0.76,153.9,0.64,64%,107.0,0.51,0.36,0.02,0.10,25%,11%,,,154,240,108,6,29
junki,Bon Bon Bum,56,"['omen', 'viper', 'sova', 'astra']",310,0.80,150.6,0.76,70%,98.2,0.57,0.35,0.03,0.04,27%,10%,,,176,233,109,9,12
juw,Akave Esports GC,136,"['raze', 'jett', 'sage', 'chamber', 'fade']",923,1.13,242.9,1.23,76%,153.6,0.85,0.22,0.20,0.16,25%,26%,,,785,639,202,185,148
kaah,Team Leveling,81,"['omen', 'killjoy', 'cypher', 'brimstone', 'viper']",343,1.04,201.6,1.00,73%,130.4,0.72,0.29,0.07,0.10,30%,27%,,,248,247,98,24,35
kachow,Watermelon,146,"['breach', 'jett', 'killjoy', 'kayo', 'sage']",218,0.84,180.1,0.80,61%,126.0,0.62,0.24,0.08,0.15,23%,9%,,,135,169,53,18,33
kaha,Incognito GC,131,"['sova', 'viper', 'skye', 'astra', 'kayo']",222,0.94,173.5,0.79,71%,118.6,0.59,0.37,0.09,0.09,24%,12%,,,131,166,83,19,20
kalita,revoada,184,"['sova', 'skye', 'viper', 'astra', 'breach']",449,0.88,173.3,0.79,69%,118.1,0.59,0.30,0.08,0.09,23%,9%,,,265,336,136,37,39
kamiyu,Xipto Esports,168,"['jett', 'skye', 'breach', 'sova', 'kayo']",437,1.32,237.7,1.55,84%,155.6,0.87,0.46,0.07,0.05,34%,34%,,,382,246,200,29,20
karie,oomfies,229,"['killjoy', 'cypher', 'chamber', 'viper', 'gekko']",879,1.03,207.1,1.04,70%,139.7,0.75,0.20,0.08,0.06,28%,9%,,,660,633,179,68,56
karina,FOKUS Sakura,200,"['killjoy', 'cypher', 'sova', 'sage', 'viper']",982,1.02,206.0,1.04,68%,138.4,0.75,0.16,0.09,0.06,35%,10%,,,739,710,158,93,61
kari,Deagle Ravagers,46,"['sova', 'fade', 'gekko']",295,1.04,179.1,1.03,72%,120.0,0.66,0.26,0.06,0.06,29%,5%,,,195,190,78,18,19
karra,Unknown,344,"['skye', 'astra', 'breach', 'sage', 'omen']",510,1.03,191.3,1.00,74%,127.9,0.67,0.36,0.08,0.07,34%,18%,,,341,342,184,41,38
kathrina,Avernus Esports GC,27,"['skye', 'sova', 'gekko', 'killjoy']",304,0.84,178.7,0.75,67%,114.1,0.59,0.33,0.04,0.11,15%,15%,,,180,239,99,11,33
kazler,Refrag,256,"['skye', 'sova', 'chamber', 'raze', 'gekko']",715,1.13,219.6,1.11,75%,141.6,0.77,0.39,0.10,0.08,31%,41%,,,552,499,280,69,60
kaz,New Combat Line GC,44,"['sova', 'gekko', 'cypher', 'omen', 'kayo']",204,0.86,164.3,0.79,68%,107.9,0.56,0.28,0.04,0.09,21%,5%,,,115,145,57,8,18
ketarys,SaD Frost,181,"['omen', 'viper', 'brimstone', 'astra', 'killjoy']",313,0.87,164.4,0.79,66%,115.5,0.59,0.31,0.04,0.07,32%,10%,,,186,234,97,12,22
kikowo,Cardboard Dinosaur,38,"['jett', 'breach', 'raze', 'gekko', 'kayo']",361,0.82,178.1,0.78,63%,121.1,0.61,0.32,0.08,0.14,23%,10%,,,220,282,114,28,49
kitkatwc,invincible gc,135,"['killjoy', 'skye', 'kayo', 'breach', 'cypher']",493,1.03,214.5,1.05,73%,137.2,0.73,0.35,0.10,0.07,24%,12%,,,362,345,172,48,35
klaudia,Unknown,273,"['breach', 'sova', 'kayo', 'reyna', 'skye']",691,1.08,200.3,1.05,78%,132.6,0.70,0.55,0.06,0.05,27%,18%,,,481,460,382,39,37
kohaibi,BOBA,209,"['raze', 'killjoy', 'reyna', 'chamber', 'skye']",693,1.15,224.6,1.17,77%,147.4,0.78,0.29,0.10,0.06,25%,9%,,,538,460,203,71,42
koneko,Jokers Slay,154,"['skye', 'raze', 'breach', 'jett', 'kayo']",295,0.93,215.1,0.97,68%,140.5,0.75,0.24,0.18,0.22,22%,11%,,,220,227,70,54,64
kon,sisu,112,"['sova', 'skye', 'fade', 'breach', 'jett']",471,1.14,227.4,1.15,73%,156.8,0.79,0.30,0.12,0.08,34%,7%,,,373,323,139,56,39
korosu,Unknown,235,"['jett', 'neon', 'killjoy', 'chamber', 'raze']",215,0.95,201.6,0.97,68%,140.7,0.73,0.14,0.11,0.13,33%,31%,,,156,161,31,23,27
kray,friends,107,"['omen', 'viper', 'brimstone', 'astra', 'kayo']",301,0.92,196.0,0.90,72%,126.8,0.67,0.33,0.07,0.07,25%,15%,,,203,225,100,22,20
kreya,AEX-1 Nova,112,"['omen', 'fade', 'yoru', 'killjoy', 'harbor']",295,1.01,181.1,0.96,73%,114.3,0.65,0.38,0.07,0.04,22%,11%,,,191,199,113,21,11
krysme,revoada,299,"['killjoy', 'chamber', 'jett', 'cypher', 'viper']",587,0.97,195.1,0.97,64%,134.8,0.72,0.12,0.08,0.08,30%,9%,,,420,432,73,48,45
kuripuuya,Karmine Corp GC,231,"['viper', 'astra', 'omen', 'jett', 'brimstone']",1103,0.95,180.7,0.88,71%,117.9,0.61,0.35,0.09,0.08,27%,18%,,,672,760,390,94,86
kv7m,Unknown,76,"['omen', 'killjoy', 'brimstone', 'viper', 'chamber']",284,1.07,189.7,1.07,75%,125.6,0.67,0.50,0.04,0.06,28%,20%,,,191,179,143,11,17
kxoma,FOKUS Sakura,100,"['breach', 'skye', 'astra', 'viper', 'fade']",443,0.92,159.8,0.78,73%,111.8,0.55,0.47,0.06,0.06,28%,9%,,,245,314,208,26,26
kyracujoh,Zerance Mint,54,"['jett', 'raze']",247,1.00,230.5,1.02,73%,149.1,0.79,0.15,0.17,0.11,23%,5%,,,195,192,36,43,26
kyujinn,Bon Bon Bum,57,"['killjoy', 'cypher', 'gekko', 'jett', 'raze']",339,0.94,173.3,0.93,68%,122.9,0.66,0.21,0.06,0.09,31%,23%,,,223,239,72,20,30
l4ce,Unknown,404,"['sova', 'skye', 'omen', 'fade', 'chamber']",1335,1.14,215.1,1.20,78%,139.9,0.76,0.34,0.08,0.05,32%,13%,,,1009,841,457,101,66
lapapaluna,K7 Esports,40,"['sova', 'killjoy', 'sage', 'viper']",301,0.67,147.9,0.60,64%,96.3,0.48,0.22,0.04,0.07,20%,3%,,,143,238,66,13,22
lateu,BLVKHVND,238,"['omen', 'viper', 'killjoy', 'cypher', 'chamber']",612,1.05,188.5,1.05,77%,122.8,0.68,0.37,0.07,0.06,27%,17%,,,419,399,225,41,35
lauguz,MYVRA,44,"['raze', 'jett']",519,1.10,234.0,1.14,72%,156.5,0.84,0.15,0.16,0.13,31%,13%,,,438,385,80,85,69
lazylion,Unknown,350,"['sova', 'killjoy', 'cypher', 'chamber', 'jett']",828,1.05,211.3,1.11,73%,140.5,0.74,0.26,0.09,0.09,26%,15%,,,616,556,219,76,74
lechugafresh,Stay K'O,80,"['cypher', 'killjoy', 'gekko', 'breach', 'kayo']",273,0.68,144.5,0.64,60%,98.9,0.49,0.21,0.07,0.09,21%,17%,,,134,210,58,19,25
leeni,FOKUS Sakura,96,"['raze', 'jett']",570,0.91,211.3,0.88,66%,139.3,0.71,0.19,0.21,0.21,20%,14%,,,403,457,106,118,119
leen,Twisted Minds Orchid,136,"['jett', 'raze', 'neon', 'skye', 'reyna']",431,1.16,263.3,1.25,71%,170.0,0.92,0.19,0.20,0.15,31%,21%,,,398,318,80,87,63
lendary,FiRePOWER,45,"['omen', 'neon', 'sova', 'viper', 'jett']",364,0.76,165.4,0.75,64%,111.3,0.60,0.21,0.11,0.13,35%,9%,,,217,289,76,39,48
lenka,Zerance Mint,63,"['killjoy', 'cypher', 'brimstone']",595,0.96,190.7,0.97,69%,130.5,0.69,0.18,0.10,0.07,31%,14%,,,408,422,107,58,39
len,Cyber Geek,77,"['viper', 'omen', 'astra', 'brimstone', 'skye']",211,0.93,179.2,0.85,60%,120.6,0.61,0.36,0.10,0.09,22%,13%,,,128,150,76,21,18
lexa,Twisted Minds Orchid,158,"['cypher', 'killjoy', 'jett', 'omen', 'chamber']",317,1.21,235.8,1.33,74%,161.5,0.84,0.20,0.09,0.07,30%,11%,,,266,200,64,30,21
leyre,The Ultimates Odyssey,106,"['omen', 'brimstone', 'astra', 'harbor', 'gekko']",914,1.06,209.7,1.07,73%,138.6,0.75,0.37,0.09,0.08,37%,16%,,,690,647,337,80,72
lied,FUSION X,124,"['raze', 'fade', 'sova', 'skye', 'iso']",1055,1.22,268.3,1.28,73%,175.7,0.94,0.23,0.21,0.14,25%,19%,,,993,774,246,221,151
lil-bob,MAD Lions KOI,166,"['omen', 'viper', 'sova', 'astra', 'fade']",678,1.13,216.6,1.14,72%,145.7,0.77,0.35,0.08,0.06,28%,20%,,,522,459,234,53,44
linlin,Akave Esports GC,163,"['viper', 'omen', 'astra', 'skye', 'brimstone']",923,1.12,204.7,1.17,80%,139.2,0.76,0.39,0.07,0.06,35%,19%,,,702,599,364,66,54
lirilia,charbon,274,"['astra', 'omen', 'sova', 'sage', 'breach']",360,0.90,174.1,0.83,72%,120.4,0.58,0.43,0.06,0.09,29%,6%,,,209,251,154,23,32
lissa,TBS GC,346,"['viper', 'killjoy', 'omen', 'chamber', 'cypher']",581,0.97,205.1,0.99,66%,139.9,0.74,0.22,0.08,0.13,37%,13%,,,431,436,127,47,74
liza,VALIANT GC,176,"['killjoy', 'jett', 'cypher', 'chamber', 'neon']",1227,1.10,232.3,1.16,69%,151.7,0.84,0.14,0.16,0.14,36%,17%,,,1029,887,177,193,166
liz,New Combat Line GC,48,"['sova', 'jett', 'skye', 'chamber', 'cypher']",363,1.20,246.6,1.22,71%,168.6,0.85,0.24,0.14,0.09,35%,10%,,,307,251,87,52,34
logic,Kinetic,160,"['killjoy', 'omen', 'sova', 'chamber', 'raze']",256,0.85,186.0,0.84,66%,123.2,0.68,0.21,0.13,0.12,25%,17%,,,173,207,54,34,31
looxie,NASR Ignite,163,"['killjoy', 'cypher', 'sova', 'deadlock', 'chamber']",1030,0.90,181.4,0.86,69%,119.8,0.64,0.28,0.09,0.10,37%,19%,,,659,766,290,90,100
loupiote,Zerance Mint,106,"['sova', 'killjoy', 'skye', 'astra']",595,0.88,166.0,0.84,73%,110.1,0.57,0.31,0.06,0.07,23%,19%,,,341,408,185,36,40
lover,minions united,66,"['raze', 'jett', 'killjoy']",275,0.89,192.5,0.79,61%,132.1,0.65,0.18,0.08,0.14,22%,18%,,,180,228,50,21,39
luiza,Team Leveling,246,"['killjoy', 'cypher', 'viper', 'skye', 'kayo']",382,0.94,194.0,0.90,69%,129.5,0.66,0.24,0.09,0.10,30%,8%,,,254,281,92,35,39
luj,Team Falcons Vega,183,"['viper', 'omen', 'brimstone', 'cypher', 'astra']",714,0.94,186.6,0.96,71%,125.0,0.66,0.28,0.07,0.08,35%,10%,,,474,493,202,50,56
lunafox,KS Hunters,334,"['sova', 'skye', 'astra', 'breach', 'viper']",644,1.16,231.0,1.11,71%,156.7,0.80,0.36,0.11,0.11,34%,13%,,,514,464,233,74,71
luwucia,New Combat Line GC,47,"['viper', 'jett', 'cypher', 'omen', 'killjoy']",442,0.84,171.5,0.80,65%,115.3,0.61,0.24,0.06,0.10,34%,8%,,,270,337,105,27,46
luzia,BLAZE,100,"['kayo', 'killjoy', 'breach', 'fade', 'jett']",304,0.87,175.5,0.77,62%,115.3,0.62,0.37,0.07,0.11,31%,24%,,,189,244,111,22,32
lyda,HEROIC Valkyries,279,"['jett', 'skye', 'viper', 'fade', 'raze']",716,0.98,205.5,0.96,69%,137.1,0.73,0.24,0.12,0.12,29%,14%,,,520,539,174,83,86
lynn,Deagle Ravagers,120,"['jett', 'raze', 'neon', 'sage']",662,0.94,219.6,0.97,65%,149.3,0.76,0.19,0.19,0.17,23%,16%,,,501,514,124,124,111
lynxz,Stay K'O,49,"['raze', 'yoru', 'jett']",201,0.85,194.5,0.83,66%,120.7,0.67,0.23,0.08,0.13,20%,20%,,,135,162,46,16,26
m4ndzin,LOUD GC,235,"['omen', 'kayo', 'breach', 'sage', 'brimstone']",410,1.04,200.3,0.99,73%,132.2,0.68,0.46,0.08,0.05,21%,16%,,,278,280,187,34,20
mads,Unknown,95,"['raze', 'skye', 'jett', 'sova']",556,1.16,242.1,1.22,74%,158.4,0.86,0.19,0.15,0.13,21%,17%,,,477,392,106,85,74
madv,Team Falcons Vega,206,"['breach', 'kayo', 'omen', 'harbor', 'gekko']",1407,1.08,204.5,1.08,75%,132.5,0.72,0.39,0.08,0.07,37%,18%,,,1018,945,555,110,98
mais,Permitta Unicorns GC,31,"['sova', 'fade', 'killjoy', 'deadlock', 'cypher']",209,0.89,170.1,0.83,69%,113.7,0.60,0.19,0.05,0.07,29%,14%,,,126,152,39,10,14
majusia,SK Nebula,128,"['jett', 'raze', 'yoru', 'chamber']",412,0.92,202.2,0.90,61%,138.6,0.72,0.16,0.18,0.22,25%,19%,,,295,328,67,76,90
makchin,Avernus Esports GC,50,"['raze', 'jett', 'reyna', 'astra']",339,0.97,232.6,0.95,65%,148.5,0.77,0.17,0.17,0.21,23%,23%,,,261,276,59,57,70
mal,Unknown,29,"['killjoy', 'viper', 'sova']",213,1.00,192.6,0.98,69%,128.3,0.69,0.21,0.04,0.06,22%,13%,,,148,151,44,9,13
mandy,TBS GC,141,"['jett', 'kayo', 'breach', 'sova', 'raze']",743,1.05,228.2,1.04,68%,150.8,0.81,0.31,0.14,0.14,35%,18%,,,605,579,231,101,103
marceline,YFP X,310,"['raze', 'jett', 'reyna', 'yoru', 'neon']",631,0.87,209.4,0.89,66%,138.7,0.72,0.16,0.15,0.19,28%,14%,,,453,507,100,97,117
maripo,REIGNITE Lily,55,"['sova', 'fade', 'skye']",359,1.01,190.2,0.96,70%,130.0,0.68,0.32,0.06,0.09,19%,25%,,,244,254,114,21,33
marpandyz,LILAX,45,"['sova', 'killjoy', 'chamber', 'sage', 'fade']",230,0.84,171.8,0.83,65%,110.3,0.60,0.27,0.08,0.07,17%,10%,,,139,168,62,19,17
marti,NASR Ignite,149,"['jett', 'skye', 'phoenix', 'raze', 'neon']",1030,0.98,217.6,0.97,68%,143.6,0.74,0.23,0.15,0.18,26%,10%,,,765,787,235,154,181
maryna,Refrag,381,"['omen', 'astra', 'viper', 'killjoy', 'brimstone']",295,1.03,199.1,1.01,75%,130.3,0.73,0.34,0.06,0.07,31%,16%,,,214,211,99,17,22
mary,Team Falcons Vega,139,"['raze', 'jett', 'sova', 'chamber', 'kayo']",693,1.06,243.5,1.12,67%,159.1,0.86,0.17,0.21,0.19,33%,15%,,,595,529,115,143,130
matrix,Karmine Corp GC,142,"['jett', 'raze', 'neon']",1103,0.91,215.6,0.95,68%,142.0,0.75,0.15,0.18,0.19,35%,18%,,,828,876,161,198,208
mayzin,K7 Esports,71,"['raze', 'omen', 'viper', 'sage', 'jett']",439,0.98,200.9,0.91,74%,135.9,0.69,0.37,0.08,0.09,22%,12%,,,303,333,164,35,41
may,New Combat Line GC,73,"['killjoy', 'viper', 'cypher', 'reyna', 'sova']",681,0.89,178.6,0.86,67%,122.3,0.62,0.21,0.06,0.10,24%,18%,,,419,488,143,42,68
may,ForsaKen,57,"['cypher', 'reyna', 'raze', 'killjoy', 'sova']",280,1.11,236.1,1.17,75%,149.5,0.84,0.16,0.15,0.10,20%,6%,,,236,202,46,43,29
mcfly,Zen eSports GC,80,"['sova', 'fade', 'omen', 'killjoy', 'viper']",414,0.75,151.8,0.70,63%,107.4,0.53,0.28,0.04,0.10,27%,13%,,,221,317,116,16,43
meleliita,LEVIATÁN GC,58,"['jett', 'killjoy', 'raze', 'yoru', 'breach']",571,0.83,194.2,0.84,67%,128.0,0.66,0.23,0.15,0.18,30%,8%,,,379,453,129,88,105
melsm,FUSION X,62,"['breach', 'skye', 'sova', 'kayo']",491,0.89,176.6,0.84,70%,114.7,0.63,0.31,0.06,0.11,21%,12%,,,308,366,154,30,55
melya,Elation Esports,219,"['omen', 'viper', 'raze', 'killjoy', 'kayo']",535,1.04,219.0,1.00,72%,146.5,0.75,0.36,0.07,0.08,26%,14%,,,400,402,191,37,44
mel,MIBR GC,281,"['sova', 'sage', 'fade', 'viper', 'skye']",728,0.99,177.5,1.04,73%,118.1,0.64,0.30,0.06,0.08,27%,13%,,,465,447,219,45,61
mel,VALIANT GC,164,"['omen', 'killjoy', 'viper', 'brimstone', 'cypher']",1227,0.88,171.0,0.83,71%,110.3,0.60,0.40,0.06,0.10,30%,11%,,,739,887,494,73,118
mel,Shopify Rebellion,565,"['omen', 'viper', 'chamber', 'killjoy', 'cypher']",1000,1.07,206.4,1.05,78%,131.3,0.70,0.47,0.11,0.09,27%,18%,,,697,666,467,107,92
memi,KS Hunters,25,"['omen', 'viper', 'killjoy', 'brimstone']",274,0.74,144.2,0.72,66%,97.0,0.53,0.31,0.04,0.07,28%,8%,,,145,201,86,12,19
micaela,KRÜ BLAZE,133,"['raze', 'jett', 'chamber', 'fade', 'kayo']",694,1.11,194.9,1.20,78%,130.1,0.71,0.37,0.10,0.10,33%,20%,,,492,410,256,66,69
micro,LILITH,39,"['jett', 'reyna', 'omen', 'brimstone', 'gekko']",292,1.13,245.7,1.13,76%,165.0,0.87,0.20,0.14,0.13,36%,10%,,,253,223,57,41,39
miku,New Combat Line GC,177,"['jett', 'raze', 'neon', 'kayo', 'yoru']",607,1.34,306.6,1.41,75%,188.4,1.04,0.25,0.30,0.18,20%,16%,,,633,449,152,181,111
mili,Refrag,278,"['raze', 'jett', 'astra', 'omen', 'neon']",593,1.05,233.2,1.10,75%,152.5,0.81,0.19,0.17,0.12,27%,16%,,,483,441,111,98,69
mimi,G2 Gozen,263,"['cypher', 'killjoy', 'breach', 'kayo', 'chamber']",979,1.14,192.3,1.25,78%,126.4,0.70,0.36,0.07,0.05,30%,13%,,,683,548,357,67,51
mimi,SK Nebula,102,"['omen', 'brimstone', 'viper', 'astra', 'skye']",229,0.79,161.6,0.77,61%,107.3,0.60,0.22,0.06,0.13,32%,18%,,,137,177,51,13,29
mimo,LILAX,25,"['killjoy', 'cypher']",230,0.86,170.1,0.83,66%,117.7,0.59,0.14,0.04,0.05,22%,9%,,,136,164,33,9,12
mindle,Team Leveling,301,"['raze', 'sova', 'skye', 'jett', 'kayo']",382,0.93,181.8,0.89,72%,119.3,0.66,0.34,0.08,0.07,29%,12%,,,252,284,128,30,28
mint,FENNEL GC,82,"['raze', 'jett', 'killjoy']",686,1.18,266.2,1.28,71%,169.4,0.95,0.15,0.24,0.17,33%,20%,,,653,512,106,162,119
misty,PS5PATAS,153,"['kayo', 'breach', 'jett', 'skye', 'viper']",200,0.68,161.5,0.59,56%,103.5,0.53,0.28,0.06,0.11,27%,4%,,,106,180,55,11,22
misu,Unknown,177,"['sova', 'viper', 'omen', 'harbor', 'fade']",1167,1.09,206.4,1.07,74%,136.5,0.72,0.35,0.06,0.07,25%,18%,,,842,788,410,72,79
miwa,Zen eSports GC,75,"['killjoy', 'kayo', 'breach', 'viper', 'gekko']",375,0.75,161.3,0.67,65%,111.8,0.54,0.37,0.04,0.11,26%,10%,,,201,299,137,15,43
miyara,SaD Frost,259,"['sova', 'skye', 'viper', 'sage', 'breach']",477,0.93,173.5,0.84,73%,121.3,0.60,0.36,0.04,0.06,23%,14%,,,285,341,174,17,28
miyori,GIANTX GC,197,"['jett', 'raze', 'killjoy', 'chamber', 'viper']",1288,1.06,213.0,1.13,71%,140.9,0.75,0.19,0.12,0.11,27%,27%,,,971,861,248,155,147
miyu,Unknown,66,"['omen', 'viper', 'chamber', 'astra']",294,0.61,130.5,0.54,62%,87.7,0.43,0.32,0.02,0.07,24%,14%,,,126,235,95,6,21
mmonch,Akave Esports GC,145,"['cypher', 'viper', 'sova', 'killjoy', 'chamber']",923,1.28,230.0,1.45,79%,149.9,0.85,0.27,0.10,0.04,32%,23%,,,780,538,245,88,40
moco,ZETA DIVISION GC,75,"['omen', 'viper', 'astra', 'killjoy']",461,1.18,209.5,1.25,78%,135.0,0.77,0.39,0.06,0.07,25%,14%,,,353,282,181,26,32
moni,Everyone Really Misses,61,"['cypher', 'omen', 'killjoy', 'viper', 'brimstone']",204,0.82,159.6,0.76,62%,102.9,0.57,0.21,0.06,0.10,37%,10%,,,116,153,43,13,20
morgan,Bon Bon Bum,74,"['sova', 'gekko', 'skye', 'breach', 'killjoy']",629,0.95,192.5,0.93,69%,128.2,0.69,0.34,0.07,0.10,24%,16%,,,433,467,212,41,66
morita,raised,106,"['jett', 'raze', 'reyna', 'phoenix', 'sova']",386,0.91,209.9,0.97,67%,133.9,0.73,0.17,0.18,0.20,31%,31%,,,282,290,64,69,79
moshieroo,Twisted Minds Orchid,136,"['breach', 'kayo', 'omen', 'sova', 'skye']",232,1.06,206.5,0.97,78%,133.9,0.72,0.44,0.06,0.06,31%,12%,,,166,172,102,13,15
myoh4nn,URACHACHA,57,"['jett', 'raze', 'killjoy']",201,1.00,226.7,1.01,68%,147.6,0.79,0.18,0.11,0.17,28%,8%,,,158,157,37,23,34
naksu,GnG Amazigh White,130,"['raze', 'jett', 'killjoy', 'chamber', 'neon']",445,0.96,213.3,0.96,67%,143.2,0.75,0.16,0.12,0.14,32%,20%,,,333,346,72,55,63
nami,NASR Ignite,152,"['omen', 'viper', 'astra', 'harbor']",1030,0.99,193.6,0.96,72%,124.0,0.69,0.31,0.08,0.09,35%,12%,,,713,746,318,82,92
