Player,Team,Total Games Played,Signature Agents Ranked by Usage,Rounds Played,Rating,Average Combat Score,Kills:Death,"Kill, Assist, Survive, Trade Percent",Average Damage per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot Percent,Clutch Success Percent%,Clutches (won/played),Maximum Kills in a single map,Kills,Deaths,Assists,First Kills,First Deaths
alexy,Xipto Esports,196,"['jett', 'raze', 'skye', 'kayo', 'sova']",437,1.34,252.0,1.65,83%,163.6,0.92,0.29,0.14,0.11,24%,13%,,,401,243,125,63,50
alkyia,BBL Queens,157,"['jett', 'raze']",747,0.99,222.1,1.02,67%,149.4,0.76,0.23,0.16,0.15,29%,9%,,,570,559,173,119,109
allie,LEVIATÁN GC,63,"['omen', 'kayo', 'breach', 'viper', 'raze']",387,0.93,170.0,0.88,71%,109.3,0.59,0.42,0.07,0.09,26%,13%,,,228,259,163,27,34
alluka,BOBA,191,"['raze', 'kayo', 'breach', 'reyna', 'chamber']",693,1.00,180.9,0.94,74%,115.2,0.63,0.49,0.06,0.05,23%,10%,,,436,465,343,39,36
aluvily,Kinetic,167,"['killjoy', 'cypher', 'gekko', 'viper', 'skye']",327,1.02,216.2,1.04,70%,147.6,0.78,0.18,0.11,0.10,31%,11%,,,254,245,60,36,32
always,Tenax GC,167,"['omen', 'viper', 'brimstone', 'astra', 'breach']",304,0.79,145.8,0.68,61%,97.1,0.51,0.28,0.05,0.08,32%,11%,,,154,228,85,14,25
alyssa,K7 Esports,58,"['sova', 'gekko', 'skye', 'breach', 'raze']",286,0.74,152.5,0.65,61%,109.7,0.51,0.26,0.03,0.10,29%,17%,,,146,226,74,10,30
amxlist,Deagle Ravagers,92,"['breach', 'kayo', 'killjoy', 'omen']",443,1.12,197.3,1.04,76%,129.8,0.68,0.55,0.07,0.07,34%,12%,,,303,291,244,31,29
amy,G2 Gozen,238,"['killjoy', 'cypher', 'viper', 'brimstone', 'astra']",979,1.07,200.7,1.25,75%,135.9,0.75,0.23,0.08,0.06,33%,17%,,,737,590,222,76,60
andi,No Sweat Blossom,37,"['raze', 'jett', 'deadlock', 'clove', 'omen']",214,0.76,178.1,0.77,63%,126.4,0.63,0.13,0.10,0.14,31%,4%,,,134,174,28,21,30
andrea,New Combat Line GC,79,"['skye', 'breach', 'omen', 'fade', 'sova']",339,0.86,162.7,0.80,71%,107.0,0.57,0.41,0.03,0.06,25%,9%,,,193,241,140,11,20
andrehs,Akave Esports GC,172,"['sova', 'breach', 'skye', 'kayo', 'brimstone']",923,1.00,188.3,1.01,76%,121.9,0.66,0.42,0.07,0.07,31%,17%,,,610,606,388,68,64
anesilia,BLVKHVND,105,"['skye', 'breach', 'killjoy', 'kayo', 'fade']",470,1.12,196.9,1.10,79%,128.7,0.68,0.54,0.08,0.06,21%,26%,,,321,292,255,38,29
angela,invincible gc,113,"['raze', 'jett', 'kayo', 'chamber', 'breach']",324,0.99,234.6,1.04,68%,154.0,0.78,0.23,0.19,0.23,17%,32%,,,253,243,75,62,73
angelka,FOG Vortex,190,"['jett', 'omen', 'raze', 'brimstone', 'astra']",273,0.75,161.9,0.68,63%,107.6,0.56,0.29,0.06,0.10,18%,24%,,,152,222,79,17,26
angel,MYVRA,155,"['viper', 'skye', 'breach', 'kayo', 'sova']",724,0.92,152.6,0.82,73%,102.8,0.55,0.39,0.04,0.05,33%,10%,,,398,486,279,32,36
aniemal,mesos millionaires,407,"['killjoy', 'viper', 'cypher', 'sage', 'omen']",671,0.83,174.2,0.79,65%,118.1,0.60,0.19,0.08,0.09,23%,20%,,,402,510,130,53,62
annie,Odd 1 OUT,199,"['killjoy', 'chamber', 'cypher', 'jett', 'raze']",1026,1.01,224.1,1.06,68%,146.5,0.80,0.14,0.22,0.20,33%,17%,,,817,773,147,221,207
annja,Unknown,233,"['jett', 'sage', 'raze', 'kayo', 'omen']",516,1.20,258.3,1.23,70%,171.1,0.91,0.19,0.18,0.16,35%,17%,,,471,384,99,94,82
antg,LOUD GC,303,"['skye', 'kayo', 'raze', 'fade', 'omen']",410,1.18,218.4,1.19,76%,137.8,0.80,0.40,0.07,0.08,31%,9%,,,327,275,165,28,33
anva,BLVKHVND,182,"['sova', 'skye', 'raze', 'jett', 'killjoy']",612,1.10,237.3,1.19,73%,153.5,0.83,0.20,0.14,0.11,23%,18%,,,511,430,121,85,67
aria,Teddy Tactics,144,"['astra', 'breach', 'omen', 'kayo', 'viper']",232,0.73,161.0,0.63,64%,105.9,0.51,0.33,0.08,0.14,24%,N/A,,,119,190,76,19,33
arinji,LILITH,31,"['raze', 'reyna', 'omen']",292,0.92,208.8,0.89,69%,143.8,0.71,0.22,0.13,0.13,21%,24%,,,208,233,65,39,38
arki,Avernus Esports GC,43,"['breach', 'cypher', 'sova', 'omen', 'viper']",304,0.84,170.8,0.76,64%,114.3,0.60,0.34,0.05,0.10,19%,10%,,,182,239,103,16,30
array,Tenax GC,71,"['kayo', 'killjoy', 'skye', 'breach', 'neon']",304,0.91,208.7,0.88,63%,141.6,0.72,0.23,0.14,0.19,32%,6%,,,218,248,70,44,57
ary,Dasein Club,97,"['brimstone', 'astra', 'omen', 'kayo', 'viper']",204,1.06,236.3,1.07,69%,147.7,0.80,0.32,0.12,0.08,21%,14%,,,164,153,65,24,17
asia,University War GC,60,"['killjoy', 'cypher', 'omen', 'astra', 'viper']",696,0.87,171.4,0.86,66%,118.1,0.64,0.19,0.05,0.08,25%,9%,,,445,519,135,35,55
asomy,New Combat Line GC,77,"['omen', 'raze', 'viper', 'reyna', 'sova']",709,1.02,203.3,0.98,70%,131.8,0.71,0.34,0.08,0.10,25%,14%,,,504,514,239,58,68
ataraxia,LEVIATÁN GC,46,"['cypher', 'astra', 'raze', 'viper', 'omen']",571,0.90,178.5,0.85,65%,121.5,0.62,0.18,0.08,0.06,32%,11%,,,356,417,101,44,36
atisca,K7 Esports,56,"['jett', 'raze', 'neon']",543,0.96,208.3,0.99,66%,138.3,0.76,0.14,0.16,0.13,24%,8%,,,411,415,77,87,68
auri,Unknown,50,"['killjoy', 'cypher', 'sage', 'astra']",663,0.91,181.2,0.84,66%,128.2,0.64,0.21,0.10,0.09,26%,8%,,,422,500,141,64,57
australis,SaD Frost,292,"['kayo', 'skye', 'jett', 'fade', 'breach']",520,1.00,198.4,0.95,72%,136.2,0.70,0.35,0.09,0.11,23%,16%,,,365,386,183,46,59
avery,oomfies,290,"['sova', 'astra', 'omen', 'chamber', 'fade']",519,1.01,181.1,0.94,70%,122.6,0.64,0.35,0.05,0.06,26%,20%,,,334,354,181,26,30
awus,Dasein Club,87,"['omen', 'breach', 'viper', 'brimstone']",450,0.79,158.8,0.73,66%,108.1,0.55,0.37,0.07,0.12,19%,26%,,,248,342,167,31,52
ayumiii,BOBA,231,"['jett', 'chamber', 'raze', 'kayo', 'sova']",693,1.07,227.3,1.09,72%,148.9,0.77,0.26,0.15,0.15,22%,17%,,,531,486,183,107,107
azul,FiRePOWER,146,"['sova', 'skye', 'breach', 'fade', 'kayo']",711,0.80,171.2,0.78,65%,114.1,0.61,0.34,0.06,0.11,34%,12%,,,431,552,241,44,76
b1nby0,URACHACHA,57,"['omen', 'astra', 'brimstone']",201,0.73,164.6,0.71,64%,105.4,0.56,0.35,0.05,0.08,22%,N/A,,,113,159,70,11,17
babytz,BOBA,231,"['killjoy', 'cypher', 'chamber', 'sage', 'sova']",693,1.19,234.6,1.24,71%,159.4,0.83,0.28,0.13,0.12,22%,24%,,,577,465,194,89,86
babzzz,9z Team GC,140,"['killjoy', 'cypher', 'viper', 'breach', 'omen']",1050,0.90,194.2,0.95,65%,128.9,0.69,0.17,0.09,0.14,23%,10%,,,726,767,179,98,144
bae,University War GC,34,"['sova', 'jett', 'sage', 'fade', 'raze']",455,1.08,206.7,1.01,72%,142.0,0.72,0.26,0.08,0.09,28%,13%,,,326,323,119,36,38
battison,SaD Frost,103,"['gekko', 'raze', 'jett', 'cypher', 'killjoy']",210,1.00,212.1,0.97,65%,145.7,0.73,0.26,0.10,0.09,36%,18%,,,153,158,54,21,19
bells,RITUAL RËAL,97,"['sova', 'viper', 'kayo', 'fade']",222,0.75,171.9,0.63,55%,115.6,0.54,0.23,0.10,0.13,25%,6%,,,120,191,50,23,29
biazik,KRÜ BLAZE,290,"['sova', 'breach', 'jett', 'skye', 'fade']",622,1.08,195.7,1.09,78%,133.6,0.69,0.37,0.09,0.06,24%,15%,,,428,393,232,58,40
bibi,Mir Gaming GC,44,"['raze', 'jett', 'viper', 'kayo', 'sova']",274,0.98,195.2,0.98,74%,132.4,0.68,0.34,0.08,0.11,23%,24%,,,186,190,92,22,30
bizerra,Team Liquid Brazil,329,"['sova', 'killjoy', 'kayo', 'viper', 'fade']",652,1.17,221.6,1.19,74%,150.6,0.77,0.33,0.10,0.08,27%,17%,,,503,422,216,63,51
bless,RIMA GC,81,"['killjoy', 'cypher', 'sova', 'skye', 'chamber']",256,1.15,201.7,1.18,68%,133.5,0.75,0.17,0.09,0.05,37%,23%,,,192,163,43,22,13
blod,R8 Blue,88,"['kayo', 'skye', 'omen', 'breach', 'sage']",300,0.92,200.8,0.89,71%,127.8,0.70,0.29,0.09,0.11,32%,15%,,,210,235,87,27,33
blossi,ALTERNATE aTTaX Ruby,179,"['killjoy', 'omen', 'viper', 'breach']",700,0.86,163.3,0.80,67%,109.9,0.57,0.41,0.06,0.10,26%,8%,,,401,504,288,40,70
blue,Penguin Party,42,"['cypher', 'killjoy', 'omen', 'viper']",210,1.02,195.3,1.05,71%,135.1,0.70,0.24,0.07,0.13,33%,25%,,,147,140,51,14,27
blu,LOUD GC,337,"['killjoy', 'skye', 'cypher', 'sage', 'gekko']",549,0.81,146.5,0.76,67%,97.6,0.52,0.33,0.07,0.10,29%,18%,,,285,373,179,37,56
bobbiexo,TOG Kitsune,117,"['killjoy', 'cypher', 'sage', 'brimstone', 'chamber']",271,1.20,219.9,1.29,72%,147.0,0.81,0.16,0.05,0.08,25%,29%,,,220,171,44,14,21
bstrdd,Team Liquid Brazil,385,"['jett', 'raze', 'skye']",652,1.17,252.0,1.24,73%,163.2,0.88,0.19,0.20,0.15,28%,22%,,,574,463,121,130,98
buffala,Bon Bon Bum,66,"['chamber', 'fade', 'killjoy', 'sova', 'breach']",311,1.09,230.6,1.08,67%,153.5,0.80,0.26,0.17,0.14,27%,20%,,,250,232,81,53,44
bugsy,RIMA GC,59,"['breach', 'viper', 'omen', 'brimstone', 'kayo']",256,0.99,203.8,0.98,70%,128.5,0.75,0.36,0.08,0.09,31%,5%,,,191,195,91,20,24
bunnybee,floppers,400,"['raze', 'jett', 'kayo', 'chamber', 'yoru']",245,0.88,204.1,0.89,65%,134.1,0.69,0.25,0.16,0.16,30%,12%,,,170,191,61,39,38
bysmall,Ketçaplı Ruffles,72,"['sova', 'sage', 'fade', 'viper', 'gekko']",272,0.99,191.6,0.92,71%,129.0,0.67,0.25,0.03,0.04,32%,12%,,,183,198,68,7,12
cait,Cafe Coke,158,"['sova', 'viper', 'breach', 'gekko', 'fade']",266,0.82,158.4,0.70,73%,105.7,0.53,0.37,0.07,0.04,18%,5%,,,140,199,98,18,11
calsushi,Teddy Tactics,154,"['sova', 'skye', 'fade', 'gekko', 'omen']",232,0.92,189.3,0.83,63%,129.0,0.66,0.21,0.04,0.03,34%,16%,,,152,184,48,10,8
calvrix,Cafe Coke,115,"['killjoy', 'cypher', 'viper', 'skye', 'chamber']",266,0.85,179.6,0.85,64%,122.2,0.64,0.16,0.08,0.12,23%,10%,,,171,202,43,20,33
cami,MYVRA,127,"['omen', 'astra', 'killjoy', 'viper', 'sage']",899,1.03,194.6,0.97,74%,128.5,0.71,0.37,0.09,0.07,32%,15%,,,638,659,335,77,66
carmeng7,NTH,45,"['killjoy', 'cypher', 'sova', 'chamber']",338,0.91,168.6,0.87,66%,113.4,0.59,0.21,0.08,0.09,27%,4%,,,198,227,70,28,31
casper,Purr-fectionists,208,"['astra', 'omen', 'killjoy', 'brimstone', 'chamber']",441,0.93,170.2,0.87,72%,112.4,0.61,0.39,0.05,0.10,28%,2%,,,269,308,174,24,43
catalina,Unknown,117,"['omen', 'breach', 'viper', 'sova', 'kayo']",247,0.84,158.1,0.77,71%,99.8,0.54,0.44,0.06,0.11,33%,14%,,,134,175,108,16,28
caucasus,Unknown,27,"['omen', 'brimstone', 'sova']",277,0.90,167.6,0.85,73%,109.5,0.58,0.37,0.06,0.06,24%,6%,,,162,191,103,18,16
cbui,Unknown,281,"['omen', 'astra', 'kayo', 'viper', 'brimstone']",828,0.98,182.9,0.97,73%,120.0,0.64,0.41,0.07,0.06,22%,15%,,,532,548,340,56,50
cendary,LILAX,108,"['astra', 'viper', 'clove', 'brimstone', 'sova']",201,1.14,288.1,1.10,77%,190.7,0.99,0.37,0.14,0.12,24%,10%,,,198,180,75,29,25
chloe,MYVRA,94,"['killjoy', 'raze', 'sova', 'breach', 'neon']",852,0.99,193.1,0.96,72%,127.0,0.71,0.33,0.10,0.09,25%,15%,,,604,628,283,82,78
churra,Deagle Ravagers,107,"['omen', 'kayo', 'breach', 'viper', 'killjoy']",215,0.85,158.5,0.74,71%,106.7,0.53,0.42,0.01,0.11,25%,10%,,,113,152,90,3,23
cille,HEROIC Valkyries,209,"['kayo', 'omen', 'astra', 'fade', 'sova']",944,0.78,161.7,0.73,63%,109.1,0.57,0.32,0.05,0.09,30%,12%,,,541,746,301,51,85
citrus,Unknown,40,"['sova', 'cypher', 'brimstone', 'skye', 'fade']",295,0.99,196.3,0.99,69%,128.7,0.68,0.30,0.05,0.08,21%,16%,,,202,205,89,16,25
conir,KRÜ BLAZE,157,"['omen', 'chamber', 'reyna', 'viper', 'brimstone']",694,1.32,228.6,1.54,83%,148.3,0.86,0.41,0.08,0.05,28%,28%,,,594,386,286,55,37
crona,Unknown,96,"['killjoy', 'viper', 'cypher', 'breach', 'sova']",407,1.03,204.2,1.00,67%,133.1,0.73,0.28,0.08,0.06,29%,12%,,,298,297,115,31,26
curumi,FENNEL GC,99,"['breach', 'viper', 'fade', 'kayo', 'omen']",686,0.87,180.4,0.82,70%,114.8,0.61,0.46,0.08,0.09,19%,14%,,,416,507,314,53,59
dae,Dasein Club,78,"['sova', 'fade', 'kayo', 'skye']",286,0.91,175.8,0.88,68%,117.7,0.61,0.25,0.04,0.05,30%,22%,,,174,198,72,12,13
daiki,Team Liquid Brazil,421,"['sova', 'skye', 'fade', 'sage', 'breach']",652,0.99,185.7,0.99,73%,120.2,0.66,0.42,0.06,0.11,28%,17%,,,433,436,276,40,72
dannn,URACHACHA,34,"['killjoy', 'viper', 'sova', 'raze', 'cypher']",201,0.88,171.8,0.83,68%,117.3,0.61,0.19,0.09,0.09,19%,11%,,,122,147,38,18,19
dano,FUSION X,116,"['skye', 'gekko', 'breach', 'kayo', 'sova']",1135,1.05,190.0,1.01,73%,129.1,0.68,0.43,0.05,0.06,26%,13%,,,774,763,485,57,66
dati,Last Second,242,"['breach', 'sova', 'kayo', 'sage']",224,0.75,151.2,0.69,65%,107.1,0.50,0.27,0.07,0.07,32%,13%,,,112,162,61,16,15
delbisky,BOBA,127,"['jett', 'raze', 'omen', 'chamber', 'neon']",521,0.97,206.1,0.96,71%,133.7,0.71,0.28,0.12,0.10,26%,12%,,,370,385,148,64,50
desi,Unknown,153,"['breach', 'sova', 'skye', 'phoenix', 'sage']",494,0.96,202.7,0.92,72%,130.5,0.71,0.37,0.09,0.09,28%,23%,,,350,379,181,44,44
devilasxa,Odd 1 OUT,174,"['skye', 'kayo', 'breach', 'gekko', 'cypher']",831,1.03,200.0,0.98,72%,132.1,0.69,0.37,0.08,0.08,34%,15%,,,576,590,308,69,63
didii,MAD Lions KOI,118,"['killjoy', 'breach', 'chamber', 'astra', 'sova']",462,0.99,190.9,0.95,73%,127.7,0.66,0.45,0.09,0.07,23%,17%,,,306,321,208,42,32
dodonut,FlyQuest RED,393,"['raze', 'jett', 'sova']",1567,1.25,265.9,1.35,77%,171.3,0.93,0.23,0.21,0.15,23%,17%,,,1455,1080,364,328,234
dods,KRÜ BLAZE,115,"['jett', 'raze', 'neon', 'skye']",694,1.29,273.0,1.46,77%,177.3,1.00,0.21,0.23,0.14,32%,28%,,,697,477,146,159,100
dorothy,Mir Gaming GC,29,"['jett', 'raze', 'neon']",274,1.41,296.2,1.56,78%,191.2,1.06,0.17,0.24,0.10,25%,20%,,,290,186,46,67,28
dream,VALIANT GC,64,"['killjoy', 'omen', 'viper', 'astra', 'cypher']",640,1.09,203.2,1.15,73%,134.4,0.72,0.21,0.07,0.06,23%,20%,,,463,401,134,45,36
drea,Infinity X,84,"['raze', 'jett', 'sova', 'killjoy', 'skye']",282,0.83,191.4,0.84,66%,123.2,0.68,0.19,0.12,0.17,21%,20%,,,191,228,53,33,47
drn,revoada,353,"['omen', 'astra', 'sage', 'brimstone', 'viper']",449,0.83,156.3,0.72,66%,109.3,0.53,0.35,0.05,0.10,20%,21%,,,237,331,156,24,43
e11ie,Unknown,87,"['raze', 'gekko', 'jett', 'omen', 'sova']",354,0.84,189.1,0.82,65%,126.8,0.66,0.19,0.15,0.18,24%,20%,,,232,282,69,54,64
edith,mesos millionaires,209,"['raze', 'jett', 'chamber']",264,1.07,228.7,1.14,64%,149.5,0.81,0.14,0.16,0.20,27%,15%,,,214,188,38,41,53
elab0rate,YFP X,155,"['raze', 'cypher', 'killjoy', 'jett']",821,0.95,198.5,0.95,67%,131.6,0.70,0.18,0.10,0.09,21%,15%,,,571,601,150,79,75
elfie,Cardboard Dinosaur,53,"['reyna', 'jett', 'raze', 'omen', 'fade']",447,1.23,249.7,1.18,73%,165.2,0.88,0.26,0.12,0.12,28%,20%,,,395,336,115,52,54
ellie,ALTERNATE aTTaX Ruby,80,"['raze', 'jett', 'viper']",647,1.01,212.3,1.05,67%,140.7,0.77,0.14,0.15,0.19,31%,15%,,,500,476,93,98,122
ellie,Unknown,68,"['omen', 'viper', 'brimstone']",526,1.03,205.6,1.02,71%,132.1,0.72,0.30,0.08,0.07,28%,16%,,,377,368,159,44,39
elysian,FOKUS Sakura,84,"['sova', 'skye', 'breach', 'reyna', 'killjoy']",910,0.97,183.8,0.91,71%,123.2,0.65,0.31,0.04,0.05,29%,13%,,,593,649,278,35,45
elys,Unknown,147,"['jett', 'raze']",631,0.90,203.4,0.92,66%,135.6,0.72,0.13,0.15,0.17,27%,15%,,,456,493,84,92,110
emi,swaglord9000,102,"['kayo', 'jett', 'phoenix', 'breach', 'yoru']",256,1.19,230.3,1.16,73%,152.4,0.80,0.30,0.14,0.09,22%,27%,,,205,176,77,37,22
emluo,Unknown,300,"['killjoy', 'chamber', 'viper', 'omen', 'cypher']",654,0.97,195.3,0.96,70%,128.1,0.69,0.30,0.09,0.09,39%,17%,,,452,470,193,56,59
enerii,Xipto Esports,218,"['raze', 'jett', 'reyna', 'neon']",437,1.32,275.2,1.54,81%,174.4,0.96,0.27,0.22,0.12,25%,5%,,,421,274,117,97,54
envious,Cardboard Dinosaur,196,"['jett', 'omen', 'neon']",447,0.90,204.2,0.85,66%,134.8,0.68,0.30,0.11,0.17,25%,16%,,,305,357,136,47,74
erin,Deagle Ravagers,128,"['jett', 'sova', 'raze', 'neon', 'viper']",418,0.85,194.6,0.79,65%,129.8,0.63,0.28,0.12,0.15,25%,5%,,,265,335,118,51,64
eva,Team Falcons Vega,232,"['sova', 'skye', 'sage', 'gekko']",1407,1.17,209.1,1.27,76%,136.8,0.78,0.25,0.05,0.05,30%,14%,,,1091,856,346,72,67
evv,floppers,240,"['skye', 'kayo', 'sova', 'omen', 'jett']",561,1.04,216.4,1.02,75%,142.0,0.75,0.35,0.07,0.07,35%,11%,,,422,415,195,40,39
f1yk,Mir Gaming GC,37,"['viper', 'killjoy', 'skye', 'cypher', 'breach']",200,0.96,169.9,0.99,73%,118.5,0.63,0.21,0.05,0.04,35%,17%,,,125,126,41,10,7
felce,invincible gc,129,"['sova', 'fade', 'chamber', 'gekko', 'viper']",493,0.97,201.6,1.01,75%,132.8,0.75,0.26,0.06,0.04,33%,20%,,,368,365,129,30,21
felipa,BBL Queens,219,"['breach', 'raze', 'sova', 'kayo', 'sage']",705,0.96,183.5,0.91,71%,122.5,0.63,0.37,0.06,0.07,33%,13%,,,443,486,260,44,46
ferret,swaglord9000,70,"['viper', 'fade', 'omen', 'astra', 'gekko']",317,1.05,217.7,1.03,74%,136.3,0.75,0.38,0.11,0.10,29%,6%,,,238,230,121,36,31
fire,KS Hunters,113,"['killjoy', 'chamber', 'jett', 'cypher', 'omen']",521,0.85,154.3,0.81,64%,99.6,0.55,0.21,0.05,0.06,23%,8%,,,284,349,111,26,32
florescent,Shopify Rebellion,458,"['jett', 'raze', 'neon', 'reyna']",900,1.47,310.4,1.68,77%,197.7,1.10,0.20,0.19,0.11,25%,16%,,,991,590,178,173,103
flossie,FiRePOWER,162,"['killjoy', 'cypher', 'chamber', 'viper']",711,1.02,212.3,1.01,66%,143.7,0.74,0.20,0.07,0.06,21%,16%,,,527,520,142,49,43
fluxxy,HEROIC Valkyries,117,"['omen', 'cypher', 'viper', 'killjoy', 'astra']",1086,1.13,214.2,1.16,76%,143.6,0.77,0.24,0.08,0.07,30%,17%,,,840,725,266,91,73
frantastic,FiRePOWER,170,"['viper', 'omen', 'killjoy', 'sova', 'sage']",711,0.80,160.5,0.72,65%,108.9,0.54,0.36,0.08,0.08,20%,14%,,,386,534,257,55,56
gabit,Team Leveling,197,"['omen', 'viper', 'brimstone', 'astra', 'killjoy']",277,0.86,162.7,0.83,67%,112.0,0.58,0.19,0.07,0.08,24%,20%,,,162,195,54,20,23
gelatycat,Zen eSports GC,46,"['omen', 'sova', 'fade', 'breach', 'brimstone']",460,0.86,161.1,0.78,68%,109.6,0.57,0.27,0.07,0.06,37%,4%,,,263,337,122,31,28
ggonyak,Cyber Geek,21,"['jett', 'raze', 'sage', 'killjoy', 'cypher']",211,0.92,197.8,0.92,66%,131.4,0.70,0.21,0.13,0.15,30%,22%,,,148,161,44,28,31
gianta,Ketçaplı Ruffles,62,"['omen', 'sova', 'breach', 'fade', 'viper']",240,0.90,162.3,0.80,71%,111.0,0.58,0.40,0.08,0.05,31%,19%,,,139,174,96,18,12
gia,Everyone Really Misses,93,"['breach', 'skye', 'sova', 'chamber', 'kayo']",264,0.60,131.0,0.51,61%,90.7,0.43,0.31,0.03,0.09,24%,4%,,,113,222,81,8,24
ginger,ALTERNATE aTTaX Ruby,178,"['cypher', 'killjoy', 'omen', 'jett', 'raze']",700,0.92,192.0,0.96,65%,126.5,0.70,0.20,0.07,0.12,22%,19%,,,489,507,139,47,83
glance,Karmine Corp GC,307,"['sova', 'omen', 'astra', 'breach', 'sage']",1103,1.08,200.9,1.07,74%,134.7,0.71,0.33,0.06,0.05,27%,19%,,,782,729,368,68,51
golden,The Ultimates Odyssey,149,"['killjoy', 'viper', 'cypher']",471,0.95,195.4,0.96,68%,134.8,0.70,0.20,0.09,0.10,22%,18%,,,328,340,95,44,49
grahams,sisu,39,"['raze', 'reyna', 'harbor', 'skye', 'kayo']",642,1.16,233.9,1.18,75%,151.4,0.81,0.28,0.12,0.12,35%,16%,,,521,441,181,76,75
guterwoman,K7 Esports,80,"['killjoy', 'cypher', 'chamber', 'brimstone', 'viper']",409,1.05,220.9,1.07,67%,148.9,0.80,0.14,0.09,0.10,33%,11%,,,327,307,59,38,40
h4ste,Mir Gaming GC,49,"['omen', 'astra', 'brimstone', 'gekko']",274,1.02,200.3,1.03,74%,128.0,0.71,0.37,0.12,0.10,29%,38%,,,194,189,102,33,27
h6tedthemost,Unknown,235,"['sova', 'kayo', 'skye', 'omen', 'viper']",221,1.08,211.7,1.11,76%,130.3,0.76,0.41,0.08,0.09,28%,14%,,,168,152,91,17,20
habibti,mesos millionaires,281,"['sova', 'skye', 'chamber', 'raze', 'kayo']",590,0.93,208.1,0.93,63%,138.6,0.74,0.19,0.10,0.13,31%,10%,,,434,468,113,58,77
hakuna,REIGNITE Lily,41,"['killjoy', 'cypher', 'viper', 'chamber']",359,1.04,192.6,1.00,67%,130.7,0.67,0.18,0.06,0.06,25%,21%,,,241,240,65,21,22
hane,REIGNITE Lily,42,"['omen', 'kayo', 'viper', 'astra', 'brimstone']",276,0.88,185.3,0.83,72%,123.0,0.65,0.40,0.09,0.09,32%,12%,,,179,216,111,26,26
harmonee,ALTERNATE aTTaX Ruby,111,"['sova', 'fade', 'skye', 'breach']",700,0.94,184.6,0.88,67%,125.9,0.63,0.25,0.07,0.09,26%,23%,,,441,499,172,52,66
