Player,Team,Total Games Played,Signature Agents Ranked by Usage,Rounds Played,Rating,Average Combat Score,Kills:Death,"Kill, Assist, Survive, Trade Percent",Average Damage per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot Percent,Clutch Success Percent%,Clutches (won/played),Maximum Kills in a single map,Kills,Deaths,Assists,First Kills,First Deaths
winteryrook,R8 Esports,461,"['sage', 'raze', 'kayo', 'viper', 'breach']",1413,1.01,210.2,1.04,72%,133.8,0.75,0.33,0.12,0.11,32%,15%,,,1059,1023,463,167,155
witz,Unknown,244,"['skye', 'breach', 'kayo', 'jett', 'reyna']",448,0.98,190.7,0.97,74%,125.2,0.66,0.42,0.06,0.10,19%,18%,,,295,303,186,27,44
woddy,Cumberland Phoenix,250,"['sova', 'fade', 'breach', 'skye', 'viper']",1160,0.92,171.7,0.90,67%,115.9,0.62,0.23,0.07,0.09,31%,12%,,,714,795,261,82,99
wolfen,KeepBest Gaming,229,"['sova', 'jett', 'chamber', 'killjoy']",333,0.89,204.7,0.89,67%,130.9,0.70,0.25,0.12,0.13,37%,11%,,,233,262,82,40,44
wolverine,Unknown,95,"['sova', 'jett', 'skye', 'raze', 'viper']",344,0.91,212.6,0.92,66%,138.7,0.75,0.15,0.15,0.20,29%,8%,,,258,281,51,53,69
woody,ARF TEAM,60,"['reyna', 'killjoy', 'sova', 'gekko', 'kayo']",772,1.14,227.1,1.13,74%,153.4,0.80,0.33,0.08,0.06,32%,11%,,,614,541,252,59,44
wstvirginia,DUPG Esports,317,"['chamber', 'jett', 'astra', 'sova', 'killjoy']",549,0.84,179.3,0.78,62%,124.5,0.63,0.21,0.05,0.12,35%,13%,,,344,441,118,30,65
xanarchy,Eintracht Frankfurt,184,"['sova', 'brimstone', 'omen', 'astra', 'breach']",671,0.93,173.5,0.89,70%,117.9,0.62,0.28,0.07,0.06,27%,12%,,,414,464,190,45,40
xan,LaZe,141,"['jett', 'raze', 'reyna', 'yoru', 'omen']",664,0.98,222.0,1.01,70%,144.1,0.77,0.20,0.17,0.16,23%,24%,,,514,508,130,113,107
xavi8k,Unknown,229,"['raze', 'breach', 'killjoy', 'skye', 'cypher']",758,1.14,220.8,1.16,75%,148.5,0.77,0.29,0.08,0.08,24%,17%,,,581,502,221,63,58
xdll,FENNEL,174,"['sova', 'fade', 'sage', 'kayo', 'skye']",1043,1.05,223.6,1.07,70%,147.4,0.77,0.28,0.10,0.11,26%,23%,,,806,754,292,109,112
xelouz,United Gaming,247,"['breach', 'skye', 'kayo', 'raze']",1496,1.03,183.9,0.97,76%,119.8,0.66,0.41,0.04,0.05,30%,18%,,,983,1014,610,63,72
xenom,Stellae Gaming,181,"['chamber', 'omen', 'jett', 'raze', 'viper']",796,1.23,213.4,1.27,75%,141.1,0.79,0.34,0.08,0.06,36%,16%,,,626,491,272,67,47
xenon,NASR Esports,414,"['omen', 'viper', 'astra', 'sova', 'skye']",1115,0.91,174.8,0.90,73%,111.3,0.63,0.35,0.07,0.09,33%,11%,,,702,776,392,81,105
xeus,HOWL Esports,158,"['jett', 'raze']",1045,1.16,260.1,1.20,70%,170.4,0.91,0.17,0.20,0.17,29%,19%,,,953,792,181,207,175
xhowi,ILLICIT,215,"['viper', 'raze', 'omen', 'sage', 'cypher']",414,0.95,206.7,0.95,65%,134.4,0.71,0.21,0.11,0.12,36%,10%,,,293,307,85,43,47
xiaofeng,ROA Esport,40,"['raze', 'jett', 'omen', 'clove', 'yoru']",246,0.76,185.3,0.70,63%,124.8,0.60,0.25,0.12,0.21,25%,22%,,,148,212,62,30,52
xitsha,Unknown,274,"['omen', 'astra', 'sova', 'skye', 'kayo']",1207,1.07,202.5,1.10,73%,132.8,0.74,0.31,0.08,0.10,32%,19%,,,891,811,371,98,116
xnb,Unknown,164,"['omen', 'kayo', 'astra', 'fade', 'brimstone']",209,1.08,189.9,0.96,75%,124.6,0.65,0.46,0.05,0.05,29%,13%,,,136,142,97,9,10
xnfri,Unknown,140,"['skye', 'raze', 'kayo', 'chamber', 'jett']",747,1.00,197.5,1.00,69%,133.3,0.70,0.29,0.10,0.09,31%,23%,,,526,528,217,77,65
xross,Nongshim RedForce,62,"['killjoy', 'yoru', 'cypher', 'jett', 'kayo']",728,1.07,205.1,1.13,73%,135.1,0.73,0.29,0.08,0.06,23%,12%,,,529,469,209,56,46
xty,Unknown,38,"['gekko', 'breach', 'raze', 'killjoy', 'skye']",203,0.73,162.8,0.66,66%,104.1,0.54,0.29,0.03,0.06,26%,3%,,,109,165,59,7,12
xui,AXELERATE,32,"['sova', 'fade', 'skye', 'omen', 'kayo']",246,0.67,137.3,0.65,65%,97.1,0.52,0.21,0.04,0.08,31%,8%,,,127,196,51,10,20
xuss,MOUZ,380,"['jett', 'raze']",1271,1.15,242.2,1.25,73%,155.7,0.86,0.14,0.22,0.13,25%,12%,,,1089,871,175,282,169
xxif,QoR,518,"['cypher', 'jett', 'raze', 'sage', 'killjoy']",930,1.18,219.4,1.27,75%,148.8,0.78,0.22,0.09,0.06,27%,13%,,,730,574,207,84,54
xyus,ONE Team Esports,128,"['jett', 'raze', 'kayo', 'neon']",586,1.05,225.0,1.16,69%,145.3,0.80,0.12,0.17,0.16,29%,7%,,,471,407,70,101,92
xze,Sharper Esport,183,"['omen', 'jett', 'brimstone', 'astra', 'raze']",541,0.88,182.1,0.82,63%,118.5,0.65,0.23,0.09,0.11,48%,15%,,,353,428,122,51,60
yaboilewis,FOKUS,290,"['raze', 'kayo', 'breach', 'sova', 'jett']",869,1.06,216.8,1.05,72%,144.1,0.76,0.34,0.12,0.12,41%,21%,,,663,629,294,105,107
yanli,ONE Team Esports,79,"['kayo', 'viper', 'breach', 'skye']",586,1.10,201.2,1.09,75%,135.9,0.70,0.35,0.09,0.07,33%,12%,,,413,380,208,52,41
yassien,Team RA'AD,66,"['raze', 'gekko', 'phoenix', 'jett']",770,1.01,203.3,1.01,71%,135.4,0.72,0.23,0.12,0.11,28%,17%,,,556,553,176,92,86
yatoro,5 Clown,66,"['raze', 'viper', 'skye', 'jett', 'sova']",340,0.84,174.2,0.77,61%,126.1,0.62,0.21,0.08,0.09,28%,7%,,,212,277,72,26,32
yatsuka,RIDDLE ORDER,52,"['killjoy', 'omen', 'cypher', 'viper', 'chamber']",704,1.03,192.0,1.04,72%,126.4,0.70,0.26,0.07,0.07,35%,24%,,,492,471,181,50,48
yawnpeek,AIM PH,34,"['raze', 'kayo', 'sova', 'viper', 'brimstone']",312,0.77,173.8,0.70,65%,118.7,0.56,0.29,0.10,0.13,18%,9%,,,175,250,90,30,42
yesican,Unknown,343,"['skye', 'viper', 'breach', 'astra', 'kayo']",305,1.25,221.5,1.28,80%,149.3,0.77,0.47,0.09,0.04,30%,20%,,,236,185,144,26,13
yiinel,Painguins,627,"['sova', 'skye', 'kayo', 'killjoy', 'breach']",475,0.76,149.7,0.69,67%,102.4,0.50,0.30,0.05,0.10,30%,15%,,,237,345,144,22,46
yohan,Be 정상,36,"['omen', 'viper']",239,0.86,175.2,0.78,71%,112.0,0.58,0.36,0.11,0.08,28%,11%,,,139,179,87,27,19
yohpa,Cicadas Gaming,64,"['raze', 'sova', 'yoru', 'jett']",271,1.09,214.9,1.12,72%,145.2,0.80,0.19,0.08,0.10,31%,17%,,,217,193,51,23,27
yokam,Velocity Gaming,36,"['raze', 'jett']",294,1.20,279.7,1.28,73%,177.7,1.01,0.17,0.18,0.17,29%,14%,,,298,232,50,52,49
yoman,Nongshim RedForce,179,"['fade', 'skye', 'kayo', 'sova', 'breach']",728,1.03,186.5,1.04,71%,122.4,0.65,0.33,0.07,0.09,23%,12%,,,476,456,239,54,65
yoshiii,SCARZ,174,"['killjoy', 'sova', 'raze', 'skye', 'cypher']",663,1.10,225.0,1.17,70%,153.1,0.82,0.17,0.11,0.10,29%,21%,,,542,464,115,70,64
yotaa,SCARZ,188,"['killjoy', 'jett', 'chamber', 'raze', 'fade']",723,1.06,233.9,1.13,69%,153.0,0.83,0.15,0.21,0.17,26%,16%,,,601,534,108,150,126
youngpork,Subversive,51,"['kayo', 'astra', 'omen', 'viper', 'sova']",214,0.97,205.0,0.89,66%,144.2,0.71,0.16,0.07,0.07,37%,12%,,,153,172,34,15,16
yowamu,BC SWELL,62,"['jett', 'omen', 'viper', 'raze']",272,0.79,160.1,0.76,65%,103.7,0.56,0.28,0.09,0.12,29%,23%,,,151,200,77,24,33
yoyoman,Hungkuang Falcon,44,"['kayo', 'raze', 'breach', 'gekko', 'fade']",383,0.82,179.4,0.81,66%,120.2,0.64,0.30,0.09,0.12,25%,11%,,,244,303,115,36,46
yukxx,Velocity Gaming,26,"['jett', 'killjoy', 'omen', 'clove', 'gekko']",225,0.95,216.5,0.90,66%,145.8,0.77,0.24,0.11,0.13,35%,27%,,,174,194,54,25,29
yuno,FIVE Media Clan,103,"['omen', 'viper', 'astra', 'brimstone', 'raze']",321,0.92,186.9,0.86,69%,123.4,0.64,0.35,0.07,0.07,22%,18%,,,206,240,112,22,24
yuta,Cicadas Gaming,197,"['killjoy', 'reyna', 'cypher', 'jett', 'raze']",271,0.94,187.6,0.93,63%,133.3,0.68,0.17,0.07,0.09,41%,16%,,,185,199,45,20,25
z3ro,Outplayed,181,"['killjoy', 'cypher', 'chamber', 'omen', 'kayo']",317,1.05,201.6,0.98,70%,133.7,0.72,0.45,0.08,0.14,26%,23%,,,229,233,144,25,43
zachareee,Unknown,478,"['cypher', 'astra', 'killjoy', 'viper', 'sage']",1020,0.98,208.6,0.98,68%,138.4,0.73,0.19,0.12,0.14,24%,17%,,,747,761,196,119,138
zachkappa,Chipi Chapa's,99,"['viper', 'killjoy', 'cypher', 'raze', 'jett']",1136,0.98,184.9,1.00,68%,127.1,0.67,0.22,0.08,0.09,32%,9%,,,761,762,254,91,97
zamal,Unknown,336,"['jett', 'raze', 'neon']",209,0.92,222.4,0.87,67%,146.7,0.72,0.23,0.24,0.25,26%,29%,,,150,173,49,46,49
zanatsu,RED Canids,276,"['raze', 'jett', 'sova', 'neon', 'kayo']",966,1.11,255.1,1.16,71%,165.2,0.86,0.20,0.24,0.17,24%,13%,,,835,719,193,231,162
zander,Unknown,501,"['viper', 'astra', 'cypher', 'omen', 'killjoy']",1424,1.13,225.3,1.16,76%,142.6,0.79,0.40,0.11,0.10,27%,17%,,,1119,963,571,160,140
zaninzs,Unknown,217,"['sova', 'killjoy', 'cypher', 'skye', 'fade']",837,0.96,180.6,0.95,70%,119.4,0.64,0.23,0.06,0.08,28%,16%,,,537,566,189,54,65
zap,2Game Esports,308,"['jett', 'viper', 'killjoy', 'cypher', 'breach']",1648,1.04,190.8,1.03,73%,130.0,0.67,0.30,0.08,0.06,28%,15%,,,1100,1066,487,130,105
zauqk,BOBO,160,"['sova', 'fade', 'gekko', 'skye']",678,1.08,217.9,1.07,74%,144.4,0.75,0.32,0.07,0.06,24%,9%,,,508,476,214,48,40
zeddy,Unknown,476,"['omen', 'astra', 'viper', 'brimstone']",606,0.93,176.7,0.91,76%,116.0,0.60,0.39,0.08,0.10,21%,12%,,,364,400,239,47,58
zeek,Blue Otter,352,"['breach', 'kayo', 'omen', 'gekko', 'skye']",409,0.99,205.6,1.00,72%,134.9,0.71,0.37,0.12,0.11,30%,8%,,,290,290,150,50,44
zeek,GoNext Esports,333,"['raze', 'sova', 'kayo', 'skye', 'reyna']",1230,1.03,199.7,1.03,75%,132.5,0.68,0.38,0.08,0.08,23%,15%,,,837,810,471,93,97
zeldris,Unknown,520,"['jett', 'raze', 'chamber']",930,1.15,257.6,1.23,73%,165.2,0.91,0.18,0.22,0.15,21%,10%,,,842,687,164,204,139
zenox,EDGE,56,"['raze', 'jett', 'killjoy', 'sova', 'yoru']",317,1.04,246.9,1.05,73%,157.5,0.84,0.25,0.16,0.15,22%,15%,,,265,253,78,52,46
zepher,Unknown,168,"['jett', 'killjoy', 'chamber', 'cypher', 'reyna']",747,0.92,194.1,0.94,68%,129.8,0.67,0.21,0.12,0.13,24%,13%,,,500,530,160,91,97
zero-cap,Unknown,468,"['sova', 'skye', 'breach', 'kayo', 'omen']",322,0.90,179.4,0.84,69%,119.7,0.62,0.37,0.06,0.07,28%,13%,,,199,238,119,18,24
zerona,Life's a Game,300,"['sova', 'viper', 'jett', 'skye', 'raze']",292,0.98,215.4,1.00,74%,146.9,0.74,0.24,0.09,0.10,31%,8%,,,216,216,69,26,30
zery,Xperion NXT,191,"['jett', 'sova', 'raze', 'skye']",440,1.09,245.5,1.06,67%,166.6,0.84,0.19,0.19,0.16,24%,15%,,,370,348,85,84,72
zesbeew,BOOM Esports,346,"['jett', 'omen', 'sage', 'raze', 'reyna']",1025,1.11,203.0,1.10,76%,131.3,0.72,0.40,0.08,0.07,21%,11%,,,743,673,412,81,74
zeus,Unknown,20,"['jett', 'raze', 'omen', 'neon']",203,1.07,251.7,1.03,70%,166.9,0.86,0.14,0.14,0.14,32%,6%,,,174,169,28,29,29
zhannn,ROA Esport,40,"['viper', 'omen', 'astra', 'kayo', 'gekko']",294,1.06,204.4,1.01,69%,136.2,0.74,0.30,0.06,0.04,28%,9%,,,217,215,89,18,11
zharwow,Unknown,218,"['omen', 'viper', 'astra', 'brimstone', 'kayo']",599,0.94,197.0,0.91,69%,127.7,0.68,0.29,0.08,0.10,24%,14%,,,407,446,171,49,60
zhen,Unknown,66,"['jett', 'raze', 'neon']",246,1.13,255.6,1.18,71%,169.4,0.89,0.18,0.24,0.21,32%,6%,,,220,187,44,59,51
ziad,DIVIZON,66,"['jett', 'raze', 'neon']",396,0.95,210.7,0.98,66%,142.7,0.72,0.19,0.16,0.18,26%,18%,,,284,291,76,65,73
zimo,Twisted Minds Esports,262,"['viper', 'omen', 'brimstone', 'sova', 'astra']",1098,1.02,187.7,1.01,73%,123.7,0.66,0.32,0.06,0.06,37%,12%,,,727,720,355,70,62
zmart,Onyx Ravens,202,"['raze', 'jett', 'kayo', 'fade']",870,0.99,228.1,1.04,67%,149.1,0.81,0.17,0.18,0.19,27%,12%,,,705,678,149,156,165
zneva,Unknown,57,"['cypher', 'killjoy', 'breach', 'sage', 'kayo']",556,0.90,180.8,0.91,65%,119.7,0.65,0.18,0.08,0.08,26%,6%,,,359,396,99,46,47
zoestol,Blue Otter,522,"['omen', 'viper', 'astra', 'brimstone']",464,1.01,177.6,0.99,76%,115.2,0.62,0.41,0.07,0.09,21%,17%,,,289,293,189,32,40
zyad,Onyx Ravens,240,"['jett', 'raze', 'sova', 'killjoy']",286,0.58,152.2,0.57,56%,104.6,0.50,0.20,0.12,0.20,23%,11%,,,142,249,56,35,56
zynd,ZOL Esports,189,"['jett', 'cypher', 'chamber', 'killjoy', 'phoenix']",903,1.03,209.8,1.08,70%,137.7,0.77,0.19,0.15,0.11,28%,9%,,,698,645,174,132,100
