Player,Team,Total Games Played,Signature Agents Ranked by Usage,Rounds Played,Rating,Average Combat Score,Kills:Death,"Kill, Assist, Survive, Trade Percent",Average Damage per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot Percent,Clutch Success Percent%,Clutches (won/played),Maximum Kills in a single map,Kills,Deaths,Assists,First Kills,First Deaths
brawk,Moist x Shopify,527,"['sova', 'skye', 'breach']",826,1.17,205.3,1.21,76%,135.5,0.73,0.34,0.05,0.05,22%,14%,,,604,498,282,45,41
brian,REJECT,83,"['raze', 'chamber', 'killjoy', 'yoru', 'gekko']",771,1.00,205.1,1.02,71%,137.5,0.71,0.28,0.12,0.13,29%,17%,,,550,540,215,96,97
brinks,TBK Esports,265,"['raze', 'omen', 'kayo', 'breach', 'brimstone']",1145,1.14,210.8,1.20,77%,133.4,0.75,0.36,0.07,0.06,27%,16%,,,864,722,411,80,65
brk,Unknown,130,"['jett', 'raze']",769,1.11,238.7,1.18,70%,155.0,0.83,0.20,0.22,0.18,21%,21%,,,638,542,154,167,142
brock,Koopa Troopas,87,"['sova', 'fade', 'raze', 'skye', 'jett']",362,1.02,221.9,0.99,69%,144.2,0.75,0.34,0.15,0.13,25%,16%,,,270,273,122,53,47
brofeld,CREST GAMING Zst,152,"['cypher', 'killjoy', 'chamber', 'sage', 'skye']",230,1.04,197.6,1.05,75%,133.2,0.71,0.29,0.07,0.06,23%,18%,,,163,155,67,15,13
bryce,Ninjas in Galaxy,244,"['astra', 'killjoy', 'viper', 'omen', 'cypher']",585,0.89,165.1,0.82,69%,105.9,0.57,0.34,0.07,0.10,27%,10%,,,333,407,200,40,60
bstrdd,Team Liquid Brazil,385,"['jett', 'raze', 'skye']",289,1.02,219.8,1.03,71%,152.7,0.76,0.19,0.17,0.20,27%,13%,,,220,214,55,48,59
bucher,FOKUS,213,"['killjoy', 'cypher', 'viper', 'omen', 'jett']",651,0.93,171.5,0.91,71%,113.5,0.61,0.31,0.06,0.07,35%,13%,,,397,434,203,38,44
budimeister,Unknown,318,"['omen', 'brimstone', 'viper', 'astra']",753,0.95,182.9,0.92,74%,116.8,0.63,0.37,0.07,0.08,29%,14%,,,475,518,281,52,61
buld,GoNext Esports,352,"['sova', 'skye', 'breach', 'sage', 'viper']",1230,0.97,189.0,0.97,74%,121.7,0.65,0.36,0.09,0.08,25%,13%,,,804,827,445,107,102
bully,Unknown,201,"['killjoy', 'viper', 'cypher', 'omen', 'brimstone']",504,0.98,188.3,0.93,71%,128.1,0.66,0.35,0.06,0.09,26%,16%,,,335,361,174,32,44
bunny,IAM,149,"['raze', 'jett', 'sova']",438,1.10,234.2,1.09,71%,157.5,0.81,0.20,0.13,0.14,19%,24%,,,353,323,88,55,60
bzt,Chipi Chapa's,462,"['raze', 'sova', 'breach', 'skye', 'kayo']",882,0.97,180.1,0.92,71%,123.2,0.63,0.32,0.07,0.06,27%,18%,,,554,600,280,60,51
c4lypso,The Ultimates,509,"['chamber', 'omen', 'cypher', 'viper', 'brimstone']",616,1.19,239.8,1.23,72%,154.9,0.86,0.29,0.12,0.09,33%,14%,,,532,433,181,76,55
cacan,Fenerbahçe Esports,216,"['killjoy', 'cypher', 'brimstone', 'sova', 'fade']",533,0.93,185.3,0.89,63%,122.6,0.65,0.15,0.09,0.11,36%,16%,,,348,389,81,49,61
caedye,RIDDLE ORDER,52,"['raze', 'sova', 'viper', 'gekko', 'jett']",704,1.02,222.1,1.06,72%,141.0,0.78,0.25,0.13,0.12,29%,21%,,,548,516,176,89,81
caim,GTZ Esports,65,"['raze', 'jett', 'breach']",451,0.95,211.3,0.93,70%,137.8,0.71,0.22,0.17,0.18,19%,12%,,,318,342,100,76,82
cain,SFU Pink,338,"['kayo', 'sage', 'skye', 'breach']",220,0.92,182.0,0.84,72%,111.4,0.62,0.40,0.06,0.06,24%,9%,,,137,164,87,13,13
calvin-s,Unknown,313,"['sova', 'omen', 'astra', 'chamber', 'killjoy']",440,0.86,169.6,0.78,66%,113.7,0.59,0.28,0.07,0.09,30%,10%,,,258,329,124,30,38
cal,Unknown,150,"['killjoy', 'sova', 'viper', 'jett', 'raze']",275,1.03,192.2,0.97,73%,125.3,0.68,0.35,0.09,0.10,28%,9%,,,188,194,97,26,27
canefis,Ovation eSports,228,"['killjoy', 'viper', 'cypher', 'astra', 'sage']",552,0.86,178.5,0.86,64%,118.1,0.64,0.18,0.06,0.11,31%,15%,,,352,411,102,35,59
cangshu,Five Ace Esports,12,"['neon', 'kayo', 'jett', 'skye', 'breach']",245,0.86,186.9,0.82,69%,122.2,0.65,0.36,0.11,0.10,33%,8%,,,159,195,87,27,24
car,Unknown,314,"['jett', 'raze', 'chamber', 'neon', 'yoru']",434,1.24,257.6,1.32,75%,171.0,0.94,0.20,0.24,0.13,26%,24%,,,406,308,85,100,54
cashmere,Unknown,49,"['skye', 'jett', 'omen', 'killjoy', 'fade']",327,0.98,185.9,0.93,72%,122.1,0.65,0.38,0.04,0.05,27%,15%,,,213,230,123,14,15
cavern,Lemonade Stand,424,"['sova', 'fade', 'gekko', 'viper', 'skye']",721,1.04,194.6,1.05,73%,128.8,0.68,0.35,0.06,0.06,23%,18%,,,487,463,254,40,46
cayden,DSYRE,326,"['omen', 'viper', 'sova', 'brimstone', 'astra']",631,0.97,173.1,0.92,74%,115.5,0.59,0.46,0.07,0.07,23%,20%,,,372,403,292,44,44
cebando,All Knights,196,"['omen', 'astra', 'brimstone', 'viper']",1427,1.06,190.0,1.04,73%,119.6,0.68,0.41,0.09,0.08,34%,15%,,,965,928,584,132,110
celasun,PCIFIC Espor,83,"['killjoy', 'cypher', 'viper']",949,0.97,179.4,0.99,71%,123.2,0.65,0.19,0.05,0.06,29%,11%,,,618,623,180,50,56
cgrs,Made in Thailand,114,"['sova', 'cypher', 'gekko', 'killjoy', 'viper']",1077,1.06,199.8,1.10,76%,133.6,0.71,0.27,0.06,0.05,26%,21%,,,768,701,296,67,57
chadi,NOM Esports,328,"['jett', 'skye', 'chamber', 'raze']",702,0.90,191.8,0.94,68%,124.0,0.68,0.12,0.18,0.16,24%,5%,,,478,511,84,125,110
chanformer,Unknown,205,"['viper', 'omen', 'cypher', 'astra', 'killjoy']",504,1.01,181.3,0.95,71%,117.9,0.63,0.33,0.07,0.09,21%,11%,,,315,332,165,33,47
chanyboi,Carti World,61,"['sova', 'kayo', 'breach', 'fade']",508,0.96,192.5,0.91,73%,126.3,0.67,0.36,0.07,0.08,32%,11%,,,340,373,181,35,42
chaos,Ambitious Legend Gaming,13,"['omen', 'iso', 'raze', 'jett', 'cypher']",208,N/A,215.4,1.04,N/A,148.7,0.79,0.18,0.15,0.16,N/A,N/A,,,164,158,37,32,34
chase,Unknown,204,"['raze', 'jett', 'omen', 'kayo', 'reyna']",354,1.21,224.0,1.25,72%,144.1,0.82,0.33,0.09,0.07,34%,11%,,,292,233,116,33,25
chax,Koopa Troopas,117,"['cypher', 'chamber', 'jett', 'raze', 'killjoy']",371,1.00,211.4,1.04,68%,139.5,0.78,0.19,0.12,0.11,45%,3%,,,288,278,71,46,39
chaze,Tyrant Esports,63,"['sova', 'fade', 'kayo', 'skye', 'gekko']",267,0.84,168.2,0.76,70%,112.0,0.57,0.31,0.04,0.05,24%,3%,,,153,202,84,11,13
chek,United Gaming,77,"['jett', 'omen', 'viper', 'brimstone', 'killjoy']",530,1.09,215.1,1.10,70%,142.1,0.76,0.30,0.10,0.10,25%,18%,,,401,364,157,52,53
chiawei,ONE Team Esports,96,"['sova', 'jett', 'skye', 'phoenix', 'gekko']",368,1.21,214.6,1.29,75%,142.4,0.80,0.28,0.05,0.05,41%,24%,,,295,229,103,20,20
chimei,Oblivion Force,165,"['kayo', 'skye', 'killjoy', 'fade', 'breach']",770,0.86,154.8,0.76,69%,102.9,0.52,0.40,0.04,0.08,20%,12%,,,404,530,310,29,63
chiwa,Unknown,397,"['cypher', 'killjoy', 'sage', 'viper', 'jett']",995,1.06,202.4,1.09,70%,136.5,0.73,0.20,0.07,0.07,28%,13%,,,725,663,201,74,67
chloric,Maryville University,460,"['sova', 'raze', 'kayo', 'skye', 'fade']",400,1.06,175.9,1.01,76%,119.8,0.63,0.37,0.07,0.04,24%,16%,,,250,248,146,26,17
chowdy,Tyrant Esports,54,"['skye', 'viper', 'reyna', 'kayo', 'omen']",327,0.88,173.8,0.79,68%,118.3,0.61,0.32,0.07,0.09,32%,15%,,,199,251,105,23,30
chrollo,Team RA'AD,354,"['astra', 'viper', 'omen', 'breach']",966,0.93,176.2,0.87,69%,113.8,0.60,0.35,0.07,0.09,24%,12%,,,583,671,334,71,84
chukl9,apinaorkesteri,101,"['sova', 'skye', 'fade', 'gekko', 'omen']",798,0.99,186.2,0.94,73%,126.4,0.67,0.32,0.09,0.07,32%,10%,,,532,566,252,72,58
cidzzz,Legacy,157,"['sova', 'fade', 'skye', 'gekko', 'breach']",898,0.99,183.8,0.95,71%,124.1,0.64,0.32,0.07,0.08,26%,10%,,,572,605,289,63,71
click,SK Gaming,145,"['jett', 'raze', 'reyna', 'kayo']",724,1.16,269.3,1.23,70%,174.1,0.97,0.13,0.28,0.18,36%,22%,,,701,569,96,203,130
closer,Unknown,203,"['cypher', 'killjoy', 'sova', 'viper', 'chamber']",379,0.94,180.3,0.88,69%,123.6,0.61,0.36,0.07,0.08,22%,17%,,,231,263,136,25,32
cloudy,Unknown,77,"['sova', 'jett', 'fade', 'gekko', 'skye']",341,0.90,164.8,0.86,68%,107.3,0.59,0.31,0.09,0.08,29%,16%,,,201,235,106,30,27
cloy,Nongshim RedForce,82,"['omen', 'breach', 'astra', 'kayo', 'harbor']",673,1.00,195.8,0.98,72%,125.0,0.70,0.36,0.08,0.10,32%,13%,,,471,481,245,53,65
clutchyy,Stacked Like Pancakes,241,"['jett', 'sova', 'sage', 'raze', 'skye']",306,1.02,219.0,0.99,70%,144.9,0.75,0.28,0.13,0.11,26%,5%,,,231,233,87,40,33
clz,FENNEL,192,"['jett', 'kayo', 'astra', 'raze', 'viper']",1043,1.04,194.8,1.00,74%,128.7,0.69,0.36,0.07,0.08,30%,23%,,,716,714,380,70,83
coconut,Oblivion Force,137,"['killjoy', 'cypher', 'sova', 'omen', 'viper']",770,1.10,216.8,1.15,70%,144.7,0.78,0.19,0.09,0.10,32%,18%,,,599,523,144,67,75
cohburg,Unknown,660,"['omen', 'viper', 'killjoy', 'cypher', 'brimstone']",877,0.92,186.7,0.90,70%,123.0,0.64,0.27,0.09,0.10,24%,13%,,,561,621,240,83,87
comeback,PCIFIC Espor,86,"['jett', 'raze', 'chamber', 'neon']",949,1.11,254.0,1.20,71%,164.2,0.89,0.16,0.19,0.16,28%,14%,,,843,703,149,183,149
contii,Unknown,454,"['jett', 'fade', 'cypher', 'sage', 'killjoy']",725,0.91,171.7,0.85,71%,110.6,0.59,0.38,0.06,0.09,16%,12%,,,428,506,273,44,61
corey,Unknown,405,"['raze', 'jett', 'reyna', 'phoenix', 'kayo']",923,1.11,223.5,1.11,73%,150.3,0.78,0.29,0.15,0.13,28%,16%,,,718,647,266,135,122
coronel,Los Bandidos,39,"['omen', 'viper', 'gekko', 'sova']",277,0.92,168.8,0.85,65%,110.7,0.61,0.30,0.07,0.06,30%,11%,,,170,201,83,19,17
cortezia,RED Canids,219,"['omen', 'brimstone', 'viper', 'astra', 'jett']",966,1.18,213.4,1.21,77%,141.4,0.76,0.39,0.08,0.07,35%,21%,,,738,609,378,78,69
crazy-ny,XSOUL,42,"['sova', 'viper', 'brimstone', 'killjoy', 'harbor']",630,1.08,209.5,1.12,70%,143.6,0.75,0.26,0.07,0.08,31%,13%,,,473,421,163,42,53
creamydreamy,SweetNsour,124,"['skye', 'kayo', 'breach', 'killjoy', 'fade']",1187,1.07,193.3,1.01,74%,125.3,0.69,0.51,0.07,0.06,32%,13%,,,817,812,603,82,67
crewen,HOWL Esports,221,"['cypher', 'killjoy', 'viper', 'sage']",1045,0.94,188.8,0.94,69%,128.0,0.67,0.22,0.09,0.08,29%,16%,,,704,747,225,89,88
crunchy,Unknown,556,"['astra', 'omen', 'brimstone', 'sage', 'jett']",473,0.98,188.9,0.91,72%,125.1,0.66,0.42,0.10,0.10,31%,9%,,,311,340,197,48,47
crus,Fancy United Esports,102,"['omen', 'killjoy', 'reyna', 'jett', 'cypher']",305,1.10,201.2,1.12,77%,131.9,0.72,0.37,0.08,0.07,39%,27%,,,219,195,113,25,21
ctc,RED Canids,234,"['sova', 'killjoy', 'raze', 'cypher', 'viper']",966,0.91,174.5,0.94,69%,114.6,0.63,0.18,0.06,0.07,23%,14%,,,607,644,178,56,69
cud,Alter Ego,150,"['killjoy', 'jett', 'cypher', 'raze', 'viper']",777,0.99,188.3,1.03,71%,121.6,0.68,0.21,0.07,0.08,30%,16%,,,529,513,161,57,59
cullumx,Unknown,58,"['kayo', 'raze', 'skye', 'iso', 'reyna']",543,0.95,194.0,0.92,67%,130.8,0.68,0.32,0.11,0.11,39%,10%,,,367,398,172,58,59
cunha20,Unknown,96,"['omen', 'viper', 'brimstone', 'chamber', 'astra']",769,1.07,193.9,1.09,76%,127.7,0.72,0.40,0.07,0.06,40%,12%,,,556,510,304,54,46
cyderx,Galatasaray Esports,216,"['sova', 'skye', 'breach', 'fade']",407,0.88,150.9,0.81,70%,105.3,0.54,0.26,0.03,0.03,35%,17%,,,218,268,105,14,13
cyvoph,Mandatory,113,"['jett', 'raze', 'kayo', 'breach', 'killjoy']",298,1.13,237.9,1.19,75%,156.5,0.84,0.26,0.13,0.11,24%,11%,,,251,211,77,40,34
d0rf,Team Flash,255,"['killjoy', 'sova', 'breach', 'skye', 'sage']",488,1.00,177.0,0.99,73%,120.6,0.63,0.26,0.06,0.06,29%,23%,,,307,311,128,27,27
d1srupt,OLD STINKY CAT,223,"['jett', 'breach', 'omen', 'kayo', 'raze']",1028,1.08,213.9,1.06,73%,140.1,0.74,0.34,0.09,0.08,28%,16%,,,760,716,345,97,82
d3ffo,Unknown,340,"['jett', 'raze', 'skye']",1087,1.04,223.6,1.09,70%,147.5,0.79,0.17,0.19,0.14,25%,15%,,,859,788,180,205,147
d3mur,Unknown,66,"['raze', 'jett', 'yoru', 'phoenix']",409,0.98,232.1,0.96,65%,158.1,0.79,0.20,0.21,0.21,24%,25%,,,324,336,80,87,85
d4rf,XOXO-01,56,"['omen', 'brimstone', 'viper', 'astra', 'raze']",504,0.86,186.1,0.83,68%,120.6,0.64,0.36,0.07,0.11,27%,6%,,,321,387,180,35,54
daft,Rapid Lofi,113,"['raze', 'jett', 'astra', 'chamber', 'killjoy']",657,0.99,220.3,1.00,71%,149.1,0.76,0.24,0.15,0.15,25%,8%,,,498,499,156,100,101
daiki,Team Liquid Brazil,421,"['sova', 'skye', 'fade', 'sage', 'breach']",289,0.97,193.1,0.96,69%,127.3,0.69,0.38,0.08,0.09,28%,18%,,,198,206,110,24,26
damaraa,Le Crapaud,82,"['raze', 'jett', 'reyna', 'killjoy', 'cypher']",546,0.91,211.7,0.92,69%,139.9,0.72,0.20,0.14,0.19,22%,13%,,,393,429,111,74,102
dambi,Sin Prisa Gaming,89,"['raze', 'neon', 'jett', 'killjoy', 'phoenix']",694,1.12,242.3,1.14,73%,155.1,0.83,0.24,0.17,0.16,23%,19%,,,575,505,170,121,108
danda,trashcan,107,"['omen', 'sova', 'brimstone', 'killjoy', 'astra']",532,0.95,179.8,0.91,70%,115.6,0.65,0.32,0.05,0.06,30%,16%,,,347,382,169,29,33
dane,Twisted Minds Esports,207,"['sova', 'kayo', 'omen', 'breach', 'skye']",1098,0.85,184.8,0.85,69%,121.4,0.66,0.32,0.06,0.10,37%,17%,,,724,847,348,61,108
dankey,Unknown,30,"['raze', 'reyna', 'kayo', 'killjoy']",204,0.76,189.0,0.75,59%,128.1,0.63,0.21,0.08,0.13,19%,6%,,,129,171,43,17,27
dantedeu5,All Knights,93,"['jett', 'raze', 'neon', 'fade', 'skye']",1427,1.17,250.8,1.21,73%,159.8,0.87,0.24,0.17,0.14,28%,16%,,,1248,1035,342,246,194
dapr,Unknown,457,"['cypher', 'killjoy', 'viper']",868,0.92,177.9,0.90,73%,119.2,0.60,0.30,0.08,0.09,23%,17%,,,525,584,257,72,81
dark3st,SaD Esports,886,"['kayo', 'breach', 'viper', 'skye']",877,1.07,205.8,1.06,72%,132.3,0.73,0.35,0.09,0.09,27%,19%,,,637,602,310,82,77
darker,E-Xolos LAZER,107,"['omen', 'breach', 'skye', 'viper', 'kayo']",528,1.00,193.6,0.97,73%,132.4,0.69,0.36,0.06,0.07,26%,14%,,,366,378,188,34,37
darklight,Solary,194,"['viper', 'omen', 'astra', 'killjoy']",226,0.81,168.4,0.77,72%,107.5,0.57,0.31,0.05,0.05,20%,21%,,,129,167,71,12,12
darkosek,Incognito,149,"['skye', 'omen', 'breach', 'kayo', 'sova']",516,0.88,179.5,0.82,66%,125.3,0.65,0.29,0.07,0.09,30%,13%,,,335,407,150,37,44
darwin,top gz,62,"['sova', 'omen', 'breach', 'kayo', 'skye']",244,0.60,140.7,0.55,62%,94.4,0.47,0.24,0.05,0.07,20%,11%,,,115,208,58,13,17
dasani,Koopa Troopas,66,"['jett', 'raze', 'chamber', 'breach']",302,1.09,215.3,1.14,72%,146.8,0.77,0.20,0.19,0.12,32%,3%,,,232,203,59,57,37
daveeski,Permitta Unicorns,218,"['breach', 'raze', 'jett', 'kayo', 'skye']",398,0.87,188.3,0.83,68%,127.6,0.64,0.31,0.11,0.12,26%,15%,,,253,303,123,42,47
david,Unknown,166,"['astra', 'omen', 'jett', 'brimstone', 'raze']",896,1.12,206.5,1.17,77%,137.6,0.74,0.37,0.07,0.05,31%,14%,,,667,571,330,60,45
davih,CGN Esports,281,"['sova', 'omen', 'sage', 'fade', 'jett']",1402,1.15,199.1,1.19,73%,137.6,0.70,0.30,0.06,0.05,23%,15%,,,979,821,418,85,71
davud,who cars?,183,"['jett', 'raze', 'chamber', 'reyna']",356,0.85,201.4,0.86,66%,138.5,0.71,0.19,0.18,0.23,26%,4%,,,253,294,66,64,81
dazlly,Vision Esports,466,"['killjoy', 'cypher', 'viper', 'neon']",1006,0.98,208.0,0.98,67%,140.0,0.73,0.17,0.12,0.09,29%,12%,,,737,753,166,119,87
dcey,Vatles Esports,40,"['gekko', 'deadlock', 'omen', 'yoru', 'kayo']",212,1.12,225.7,1.18,73%,145.4,0.86,0.20,0.09,0.09,44%,23%,,,182,154,42,20,20
dcrulz,Orangutan,92,"['killjoy', 'jett', 'cypher', 'chamber']",805,0.94,192.5,0.95,65%,128.3,0.67,0.16,0.10,0.10,31%,17%,,,542,569,132,82,84
deadink,Fenerbahçe Esports,286,"['jett', 'raze', 'fade']",290,0.73,162.9,0.69,63%,114.6,0.55,0.17,0.11,0.15,23%,12%,,,159,232,50,32,44
deadly10,Reckoning Esports,302,"['jett', 'raze', 'killjoy', 'kayo', 'neon']",743,0.94,207.2,0.96,65%,137.6,0.73,0.19,0.16,0.15,28%,5%,,,543,566,140,120,109
deathmaker,Mogo eSports,456,"['jett', 'chamber', 'raze', 'killjoy']",1028,0.98,218.4,1.03,68%,143.5,0.76,0.17,0.18,0.21,29%,23%,,,783,762,170,190,214
deepmans,Digital Athletics,188,"['jett', 'sova', 'skye', 'kayo', 'raze']",253,0.80,179.0,0.79,68%,113.3,0.62,0.28,0.09,0.15,37%,28%,,,157,199,70,22,38
deigara,Unknown,236,"['raze', 'breach', 'sova', 'viper', 'killjoy']",896,0.91,184.1,0.91,71%,122.0,0.64,0.32,0.07,0.10,32%,21%,,,576,630,286,66,91
delend,invincible gc,132,"['astra', 'viper', 'omen', 'brimstone', 'killjoy']",211,0.77,155.7,0.71,66%,102.1,0.54,0.32,0.02,0.07,28%,8%,,,113,160,67,5,14
delz1k,Unknown,243,"['omen', 'astra', 'brimstone', 'viper']",674,1.08,205.1,1.12,76%,128.7,0.74,0.38,0.07,0.07,24%,26%,,,498,444,256,44,47
demek,Incognito,203,"['jett', 'raze', 'neon']",360,0.85,194.1,0.84,66%,125.4,0.66,0.17,0.15,0.18,21%,10%,,,238,284,60,53,65
deminatix,İstanbul Wildcats,117,"['jett', 'raze', 'neon', 'yoru']",794,0.97,231.3,0.99,65%,148.9,0.78,0.16,0.19,0.21,26%,14%,,,623,630,127,153,164
demiurge,godiwnl,165,"['jett', 'raze']",689,1.00,221.0,0.98,68%,148.4,0.76,0.18,0.18,0.19,24%,18%,,,525,537,125,125,128
denaro,TBK Esports,323,"['sova', 'skye', 'fade', 'breach']",1145,0.94,171.9,0.89,73%,112.9,0.59,0.33,0.06,0.08,26%,17%,,,677,757,376,66,91
depyro,Team RA'AD,401,"['breach', 'skye', 'kayo', 'sage']",966,0.99,186.2,0.91,72%,122.4,0.63,0.39,0.06,0.07,21%,13%,,,605,668,373,54,68
deqadz,Requiem,111,"['omen', 'viper', 'brimstone', 'breach', 'astra']",662,1.01,195.4,1.00,72%,125.6,0.68,0.38,0.09,0.10,19%,13%,,,452,453,252,57,64
derialy,FENNEL,221,"['sova', 'killjoy', 'cypher', 'sage', 'neon']",485,0.79,152.2,0.79,68%,101.0,0.56,0.14,0.07,0.09,27%,18%,,,270,340,69,32,42
desire,Tropa do Desire,164,"['sova', 'fade', 'kayo', 'skye', 'omen']",236,0.91,183.4,0.85,70%,121.6,0.64,0.33,0.07,0.10,33%,8%,,,150,177,77,16,23
destruct1vee,Galakticos,313,"['omen', 'viper', 'sage', 'astra', 'raze']",1359,0.99,199.5,1.00,72%,133.2,0.69,0.30,0.10,0.10,28%,17%,,,943,940,412,142,136
dev0,Unknown,188,"['jett', 'raze']",504,1.01,215.8,0.99,70%,140.5,0.76,0.22,0.13,0.13,29%,25%,,,385,387,109,66,67
dext,Unknown,293,"['cypher', 'killjoy', 'omen', 'viper', 'raze']",415,0.84,184.1,0.83,65%,122.8,0.66,0.22,0.10,0.13,32%,18%,,,275,330,93,41,55
dgzin,Hero Base,242,"['jett', 'raze', 'neon', 'chamber']",1218,1.09,249.6,1.17,71%,159.0,0.87,0.17,0.19,0.15,28%,16%,,,1058,901,204,237,182
dignified,OLD STINKY CAT,49,"['skye', 'kayo', 'gekko', 'breach']",338,1.01,191.2,0.94,70%,128.4,0.69,0.36,0.07,0.05,41%,10%,,,234,248,121,22,18
dip,SaD Esports,678,"['sova', 'jett', 'skye']",475,0.97,183.1,0.90,69%,123.3,0.62,0.31,0.06,0.08,27%,19%,,,294,325,149,30,36
disisjohn,FOKUS,280,"['jett', 'chamber', 'raze', 'neon']",427,0.88,194.9,0.89,65%,131.4,0.69,0.14,0.20,0.17,28%,3%,,,296,331,59,84,72
divine,LaZe,144,"['omen', 'skye', 'kayo', 'viper', 'sova']",664,1.00,192.7,0.98,71%,124.6,0.67,0.37,0.08,0.07,32%,12%,,,447,454,243,53,46
dizzyfps,Unknown,46,"['gekko', 'sova', 'jett']",375,0.86,179.2,0.82,61%,122.3,0.62,0.19,0.08,0.12,31%,18%,,,233,283,70,29,45
dizzy,Hungkuang Falcon,44,"['sova', 'gekko', 'omen', 'fade']",383,0.97,198.7,0.94,68%,130.3,0.69,0.29,0.08,0.12,30%,20%,,,264,280,110,32,47
docent,Galatasaray Esports,277,"['omen', 'viper', 'sage', 'skye', 'killjoy']",821,0.98,196.5,0.93,70%,128.9,0.69,0.31,0.08,0.09,29%,19%,,,564,605,258,63,75
doenmo,IAM,60,"['yoru', 'raze', 'viper', 'gekko', 'sova']",438,0.96,209.1,0.95,66%,135.4,0.72,0.25,0.13,0.13,24%,10%,,,317,334,110,59,59
dogo,Unknown,416,"['killjoy', 'cypher', 'raze', 'jett', 'sage']",324,1.00,198.0,1.03,71%,129.5,0.69,0.15,0.09,0.09,24%,19%,,,224,218,50,30,30
dokja,Peace And Love,71,['neon'],322,1.05,225.5,1.07,70%,141.2,0.81,0.17,0.07,0.11,28%,15%,,,260,244,56,24,36
dok,Unknown,41,"['sova', 'kayo', 'gekko', 'phoenix', 'omen']",288,0.86,158.6,0.82,68%,111.6,0.60,0.32,0.04,0.09,36%,6%,,,174,212,92,12,25
doma,Unknown,269,"['raze', 'sage', 'skye', 'breach']",253,0.88,198.6,0.88,72%,130.2,0.68,0.26,0.09,0.11,34%,11%,,,173,196,67,22,27
dominik,Unknown,137,"['astra', 'omen', 'viper', 'brimstone', 'jett']",205,0.74,151.4,0.71,63%,102.1,0.54,0.25,0.05,0.09,23%,7%,,,110,154,51,11,19
dos9,Revenant Esports,90,"['jett', 'killjoy', 'viper', 'cypher', 'raze']",1028,1.17,240.8,1.25,74%,156.0,0.85,0.20,0.14,0.11,27%,16%,,,876,702,206,147,113
doxz3r,Niory Esports,163,"['sova', 'killjoy', 'omen', 'viper', 'brimstone']",379,0.92,186.3,0.89,68%,122.9,0.68,0.26,0.07,0.07,33%,10%,,,257,289,99,26,27
dragon,JiJieHao,243,"['jett', 'killjoy', 'raze', 'viper', 'omen']",684,1.20,227.6,1.27,73%,145.5,0.81,0.38,0.10,0.11,35%,19%,,,555,436,258,69,75
dragy,Cynical,198,"['raze', 'jett', 'omen', 'reyna', 'kayo']",296,0.89,185.1,0.83,69%,122.4,0.64,0.39,0.10,0.11,26%,11%,,,189,229,114,29,33
drakk,TP REVEN,90,"['jett', 'raze']",313,0.92,221.4,0.95,63%,144.2,0.77,0.17,0.21,0.26,28%,20%,,,242,254,53,66,82
drakonz,Legacy,168,"['killjoy', 'omen', 'viper', 'brimstone', 'cypher']",1000,0.97,182.8,0.94,70%,120.7,0.65,0.30,0.07,0.09,31%,13%,,,646,684,304,69,89
drastz,GMBLERS,91,"['jett', 'breach', 'raze', 'kayo', 'neon']",215,0.84,180.3,0.79,66%,120.2,0.63,0.28,0.08,0.12,20%,12%,,,135,171,61,17,25
dreamas,Unknown,316,"['killjoy', 'raze', 'viper', 'cypher']",345,0.99,197.9,0.97,66%,132.7,0.69,0.15,0.09,0.09,23%,18%,,,239,246,52,30,31
drky,İstanbul Wildcats,124,"['skye', 'breach', 'kayo', 'sova', 'viper']",794,0.92,161.5,0.82,73%,106.4,0.57,0.39,0.04,0.06,29%,14%,,,449,547,306,28,45
drog,Unknown,63,"['cypher', 'killjoy', 'viper', 'raze', 'reyna']",930,0.94,186.2,0.95,66%,129.4,0.70,0.18,0.09,0.09,27%,11%,,,649,681,168,82,85
drone,Unknown,591,"['sova', 'phoenix', 'kayo', 'fade', 'raze']",1020,0.88,181.5,0.85,67%,119.8,0.64,0.29,0.08,0.11,34%,16%,,,648,761,296,83,114
dubstep,Unknown,291,"['jett', 'raze', 'omen', 'killjoy']",758,0.95,177.4,0.95,74%,114.8,0.64,0.31,0.07,0.08,30%,17%,,,483,507,234,56,62
duct,LAZY,229,"['breach', 'killjoy', 'chamber', 'omen', 'cypher']",275,0.79,158.1,0.70,65%,109.6,0.54,0.35,0.04,0.08,35%,6%,,,148,210,96,11,23
dvdov,Unknown,243,"['killjoy', 'chamber', 'brimstone']",504,1.05,213.1,1.05,67%,138.7,0.76,0.15,0.11,0.10,26%,11%,,,381,364,77,55,48
dzii,Unknown,135,"['jett', 'killjoy', 'cypher', 'astra']",417,1.14,222.0,1.21,76%,149.6,0.82,0.22,0.08,0.08,28%,18%,,,340,282,91,34,35
earthy,Barn nong chok,72,"['skye', 'breach', 'astra', 'fade', 'omen']",396,0.79,157.1,0.68,65%,103.6,0.51,0.37,0.05,0.09,22%,9%,,,202,298,146,18,34
ease,Onyx Ravens,260,"['omen', 'viper', 'jett', 'raze', 'breach']",910,0.97,182.8,0.95,71%,120.4,0.67,0.39,0.07,0.08,25%,16%,,,609,643,352,60,70
